ages,accident_damages,Insurance,service_repairs,Name,Price,Mileage,torque,horsepower,fuel_capacity,dimension,wheelbase,front_tire_size,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,mile_per_gallon,engine_text,drive_type_text,transmission_text,color_ext_int,prior_use,keys
4 year(s),No Accidents or Damage Reported,Null,,2019 Toyota Corolla LE,"$19,998*",61K miles,128 torque@4400rpm,132 horsepower@6000rpm,13.2 gal,"183.1"" L x 69.9"" W x 57.3"" H","106.3""",P205/55HR16,"42.3""","38.3""",Null,"2,870 lbs",Null,28 city/36 hwy,"4-cyl, Gas, 1.8L",Front Wheel Drive,Automatic,White/Black,,2']
6 year(s),,Null,9 Service Record(s) Reported,2017 Buick Regal Sport Touring,"$18,998*",44K miles,295 torque@3000-4000rpm,259 horsepower@5300rpm,18 gal,"190.2"" L x 73.1"" W x 58.4"" H","107.8""",P235/50VR18,"42.1""","38.8""",Null,"3,692 lbs",Null,21 city/29 hwy,"4-cyl, Turbo Gas, 2.0L",Front Wheel Drive,Automatic,Silver/Black,,2']
1 year(s),No Accidents or Damage Reported,Null,,2022 Cadillac CT4 Premium Luxury,"$39,998*",7K miles,258 torque@1500-4000rpm,235 horsepower@5000rpm,17 gal,"187.2"" L x 71.4"" W x 56"" H","109.3""",235/40R18,"42.4""","38.3""",Null,"3,455 lbs",Null,23 city/34 hwy,"4-cyl, Turbo Gas, 2.0L",Rear Wheel Drive,Automatic,Black/Tan,,2']
11 year(s),,Null,,2012 Chevrolet Malibu LTZ,"$15,998*",53K miles,160 torque@4500rpm,169 horsepower@6400rpm,16.0 gal,"191.8"" L x 70.3"" W x 57.1"" H","112.3""",P225/50R18,"42.2""","39.4""",Null,"3,473 lbs",Null,22 city/33 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Red/Brown,,2']
7 year(s),,Null,1 Service Record(s) Reported,2016 Hyundai Elantra SE,"$16,998*",48K miles,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
3 year(s),,Null,,2020 Hyundai Elantra SE,"$18,998*",47K miles,132 torque@4500rpm,147 horsepower@6200rpm,14 gal,"181.9"" L x 70.9"" W x 56.5"" H","106.3""",P195/65TR15,"42.2""","40.3""",Null,"2,844 lbs",Null,30 city/40 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,White/Black,,2']
5 year(s),Multiple Damage Events,Null,3 Service Record(s) Reported,2018 Genesis G90 Ultimate,"$37,998*",40K miles,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
2 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2021 Kia K5 LXS,"$22,998*",38K miles,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
11 year(s),No Accidents or Damage Reported,Null,5 Service Record(s) Reported,2012 Mazda Mazda3 I Touring,"$15,998*",56K miles,148 torque@4100rpm,155 horsepower@6000rpm,14.5 gal,"180.9"" L x 69.1"" W x 57.9"" H","103.9""",P205/55HR16,"42.0""","38.9""",Null,"2,950 lbs",Null,24 city/33 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Black/Black,,2']
3 year(s),,Null,,2020 Kia Forte LXS,"$18,998*",44K miles,132 torque@4500rpm,147 horsepower@6200rpm,14 gal,"182.7"" L x 70.9"" W x 56.5"" H","106.3""",P205/55HR16,"42.2""","38.8""",Null,"2,762 lbs",Null,29 city/40 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Blue/Black,,2']
2 year(s),No Accidents or Damage Reported,Null,,2021 Toyota Camry LE,"$21,998*",66K miles,184 torque@5000rpm,203 horsepower@6600rpm,15.8 gal,"192.1"" L x 72.4"" W x 56.9"" H","111.2""",P215/55VR17,"42.1""","38.3""",Null,"3,296 lbs",Null,28 city/39 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,Silver/Black,,2']
3 year(s),No Accidents or Damage Reported,Null,,2020 Nissan Sentra SV,"$19,998*",30K miles,146 torque@4400rpm,149 horsepower@6400rpm,12.4 gal,"182.7"" L x 71.5"" W x 56.9"" H","106.8""",P205/60HR16,"44""","38.9""",Null,"3,045 lbs",Null,29 city/39 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,White/Black,,2']
3 year(s),No Accidents or Damage Reported,Null,,2020 Lexus IS 300 F-Sport,"$34,998*",26K miles,258 torque@1650rpm,241 horsepower@5800rpm,17.4 gal,"184.3"" L x 71.3"" W x 56.3"" H","110.2""",P225/40YR18,"44.8""","38.2""",Null,"3,583 lbs",Null,21 city/30 hwy,"4-cyl, Turbo Gas, 2.0L",Rear Wheel Drive,Automatic,White/Red,,2']
4 year(s),No Accidents or Damage Reported,Null,,2019 Hyundai Elantra SE,"$17,998*",40K miles,132 torque@4500rpm,147 horsepower@6200rpm,14 gal,"181.9"" L x 70.9"" W x 56.5"" H","106.3""",P195/65TR15,"42.2""","40.3""",Null,"2,844 lbs",Null,29 city/38 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Gray/Gray,,2']
5 year(s),No Accidents or Damage Reported,Null,,2018 Toyota Camry SE,"$24,998*",49K miles,184 torque@5000rpm,203 horsepower@6600rpm,16 gal,"192.7"" L x 72.4"" W x 56.9"" H","111.2""",P235/45VR18,"42.1""","38.3""",Null,"3,340 lbs",Null,28 city/39 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,Green/Gray,,2']
2 year(s),No Accidents or Damage Reported,Null,,2021 Honda Civic LX,"$22,998*",43K miles,138 torque@4200rpm,158 horsepower@6500rpm,12.4 gal,"182.7"" L x 70.9"" W x 55.7"" H","106.3""",P215/55HR16,"42.3""","39.3""",Null,"2,771 lbs",Null,30 city/38 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Blue/Black,,2']
9 year(s),No Accidents or Damage Reported,Null,,2014 Hyundai Azera Limited,"$16,998*",79K miles,255 torque@5200rpm,293 horsepower@6400rpm,18.5 gal,"193.3"" L x 73.2"" W x 57.9"" H","112""",P245/45VR18,"45.5""","40.3""",Null,"3,605 lbs",Null,19 city/29 hwy,"6-cyl, Gas, 3.3L",Front Wheel Drive,Automatic,Silver/Tan,,2']
2 year(s),No Accidents or Damage Reported,Null,,2021 Genesis G70 3.3T,"$34,998*",30K miles,376 torque@1300rpm,365 horsepower@6000rpm,15.8 gal,"184.4"" L x 72.8"" W x 55.1"" H","111.6""",P225/40WR19,"42.6""","38.5""",Null,"3,887 lbs",Null,17 city/25 hwy,"6-cyl, Turbo Gas, 3.3L",All Wheel Drive,Automatic,Blue/Black,,2']
2 year(s),No Accidents or Damage Reported,Null,,2021 Nissan Sentra SV,"$20,998*",51K miles,146 torque@4400rpm,149 horsepower@6400rpm,12.4 gal,"182.7"" L x 71.5"" W x 56.9"" H","106.8""",P205/60HR16,"44""","38.9""",Null,"3,038 lbs",Null,Null,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Silver/Black,,2']
1 year(s),No Accidents or Damage Reported,Null,,2022 Hyundai Venue SE,"$22,998*",3K miles,,,11.9 gal,"159.1"" L x 69.7"" W x 61.6"" H","99.2""",P185/65HR15,"41.3""","39.4""",18.7 cu ft,"2,612 lbs",Null,29 city/33 hwy,"4-cyl, Gas, 1.6L",Front Wheel Drive,Automatic,Silver/Black,,2']
4 year(s),,Null,1 Service Record(s) Reported,2019 Infiniti Q50 Signature Edition,"$27,998*",50K miles,295 torque@1500rpm,300 horsepower@6400rpm,20 gal,"189.6"" L x 71.8"" W x 56.8"" H","112.2""",P245/40WR19,"44.5""","39.5""",Null,"3,778 lbs",Null,20 city/29 hwy,"6-cyl, Turbo Gas, 3.0L",Rear Wheel Drive,Automatic,Blue/Black,,2']
8 year(s),No Accidents or Damage Reported,Null,8 Service Record(s) Reported,2015 Ford Focus SE,"$15,998*",36K miles,146 torque@4450rpm,160 horsepower@6500rpm,12.4 gal,"178.5"" L x 71.8"" W x 57.7"" H","104.3""",P215/55HR16,"41.9""","38.3""",Null,"2,960 lbs",Null,26 city/36 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Blue/Gray,,2']
4 year(s),No Accidents or Damage Reported,Null,,2019 Kia Optima SX,"$20,998*",85K miles,260 torque@1350rpm,245 horsepower@6000rpm,18.5 gal,"191.1"" L x 73.2"" W x 57.7"" H","110.4""",P235/45VR18,"45.5""","39.8""",Null,"3,558 lbs",Null,21 city/30 hwy,"4-cyl, Turbo Gas, 2.0L",Front Wheel Drive,Automatic,Black/Black,,2']
4 year(s),No Accidents or Damage Reported,Null,,2019 Lincoln MKZ Standard,"$21,998*",57K miles,275 torque@3000rpm,245 horsepower@5500rpm,16.5 gal,"194.1"" L x 73.4"" W x 58.2"" H","112.2""",P245/45VR18,"44.3""","37.9""",Null,"3,739 lbs",Null,20 city/31 hwy,"4-cyl, Turbo Gas, 2.0L",Front Wheel Drive,Automatic,Silver/Black,,2']
5 year(s),No Accidents or Damage Reported,Null,,2018 Nissan Maxima S,"$22,998*",44K miles,261 torque@4400rpm,300 horsepower@6400rpm,18 gal,"192.8"" L x 73.2"" W x 56.5"" H","109.3""",P245/45VR18,"45""","39.4""",Null,"3,478 lbs",Null,21 city/30 hwy,"6-cyl, Gas, 3.5L",Front Wheel Drive,Automatic,Black/Black,,2']
6 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2017 Mercedes-Benz C300,"$25,998*",50K miles,273 torque@1300rpm,241 horsepower@5550rpm,17.4 gal,"184.5"" L x 71.3"" W x 56.8"" H","111.8""",P225/50HR17,"41.7""","37.1""",Null,"3,594 lbs",Null,24 city/31 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,White/Black,,2']
4 year(s),No Accidents or Damage Reported,Null,,2019 Mercedes-Benz A220,"$27,998*",55K miles,221 torque@1600rpm,188 horsepower@5800rpm,13 gal,"179.1"" L x 70.7"" W x 56.9"" H","107.4""",P205/55HR17,"41.8""","40.3""",Null,"3,417 lbs",Null,24 city/35 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,White/Black,,2']
3 year(s),,Null,,2020 BMW 330 I xDrive,"$32,998*",24K miles,295 torque@1550rpm,255 horsepower@5000rpm,15.6 gal,"185.7"" L x 71.9"" W x 57"" H","112.2""",P225/45HR18,"42""","38.7""",Null,"3,764 lbs",Null,25 city/34 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Black/Tan,,2']
2 year(s),No Accidents or Damage Reported,Null,,2021 BMW 330 I xDrive,"$38,998*",6K miles,295 torque@1550rpm,255 horsepower@5000rpm,15.6 gal,"185.7"" L x 71.9"" W x 57"" H","112.2""",P225/45HR18,"42""","38.7""",Null,"3,764 lbs",Null,25 city/34 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,White/Black,,2']
4 year(s),No Accidents or Damage Reported,Null,,2019 Kia Forte LXS,"$17,998*",48K miles,132 torque@4500rpm,147 horsepower@6200rpm,14 gal,"182.7"" L x 70.9"" W x 56.5"" H","106.3""",P205/55HR16,"42.2""","38.8""",Null,"2,762 lbs",Null,30 city/40 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Red/Black,,2']
Current Year,No Accidents or Damage Reported,Null,,2023 Kia Forte GT,"$26,998*",16K miles,195 torque@1500rpm,201 horsepower@6000rpm,14 gal,"182.7"" L x 70.9"" W x 56.5"" H","106.3""",P225/40HR18,"42.2""","38.8""",Null,"3,079 lbs",Null,27 city/35 hwy,"4-cyl, Turbo Gas, 1.6L",Front Wheel Drive,Automatic,Gray/Black,,2']
5 year(s),,Null,,2018 Tesla Model 3 Long Range,"$32,998*",54K miles,,,Null,"184.8"" L x 72.8"" W x 56.8"" H","113.2""",P235/45WR18,"42.7""","40.3""",Null,"4,072 lbs",Null,Null,Null,All Wheel Drive,Automatic,Silver/Black,,2']
3 year(s),,Null,,2020 Nissan Altima SR,"$21,998*",44K miles,178 torque@3600rpm,182 horsepower@6000rpm,16 gal,"192.9"" L x 72.9"" W x 57.4"" H","111.2""",P235/40VR19,"43.8""","39.2""",Null,"3,414 lbs",Null,25 city/35 hwy,"4-cyl, Gas, 2.5L",All Wheel Drive,Automatic,Red/Black,,2']
1 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2022 Hyundai Elantra N,"$31,998*",32K miles,289 torque@2100rpm,276 horsepower@5500rpm,12.4 gal,"184.1"" L x 71.9"" W x 55.7"" H","107.1""",P245/35ZR19,"42.3""","39.9""",Null,"3,296 lbs",Null,Null,"4-cyl, Turbo Gas, 2.0L",Front Wheel Drive,Automatic,Blue/Black,,2']
6 year(s),,Null,5 Service Record(s) Reported,2017 Lexus ES 350,"$27,998*",44K miles,248 torque@4700rpm,268 horsepower@6200rpm,17.2 gal,"193.3"" L x 71.7"" W x 57.1"" H","111""",P215/55VR17,"41.9""","37.5""",Null,"3,571 lbs",Null,21 city/30 hwy,"6-cyl, Gas, 3.5L",Front Wheel Drive,Automatic,Black/Gray,,2']
6 year(s),,Null,,2017 Mercedes-Benz C300,"$24,998*",49K miles,273 torque@1300rpm,241 horsepower@5550rpm,17.4 gal,"184.5"" L x 71.3"" W x 56.8"" H","111.8""",P225/50HR17,"41.7""","37.1""",Null,"3,417 lbs",Null,24 city/34 hwy,"4-cyl, Turbo Gas, 2.0L",Rear Wheel Drive,Automatic,Blue/Gray,,2']
Current Year,,Null,,2023 Toyota Camry XSE,"$34,998*",21K miles,185 torque@4600rpm,205 horsepower@6600rpm,14.4 gal,"192.7"" L x 72.4"" W x 57.1"" H","111.2""",P235/40VR19,"42.1""","38.3""",Null,"3,580 lbs",Null,Null,"4-cyl, Gas, 2.5L",All Wheel Drive,Automatic,Silver/Red,,2']
9 year(s),No Accidents or Damage Reported,Null,,2014 Mercedes-Benz C300 Sport,"$19,998*",61K miles,251 torque@3500rpm,248 horsepower@6500rpm,17.4 gal,"180.8"" L x 69.7"" W x 56.3"" H","108.7""",P225/45HR17,"41.7""","37.1""",Null,"3,726 lbs",Null,20 city/27 hwy,"6-cyl, Gas, 3.5L",All Wheel Drive,Automatic,Black/Black,,2']
5 year(s),,Null,1 Service Record(s) Reported,2018 Nissan Kicks SV,"$17,998*",84K miles,115 torque@4000rpm,125 horsepower@5800rpm,10.8 gal,"169.1"" L x 69.3"" W x 62.4"" H","103.1""",P205/55HR17,"43.7""","40.7""",25.3 cu ft,"2,654 lbs",Null,31 city/36 hwy,"4-cyl, Gas, 1.6L",Front Wheel Drive,Automatic,White/Black,,2']
7 year(s),,Null,5 Service Record(s) Reported,2016 Chevrolet Malibu LT,"$18,998*",79K miles,184 torque@2500-3000rpm,160 horsepower@5700rpm,13.0 gal,"193.8"" L x 73.0"" W x 57.6"" H","111.4""",P225/55R17,"42.0""","39.1""",Null,"3,126 lbs",Null,27 city/37 hwy,"4-cyl, Turbo Gas, 1.5L",Front Wheel Drive,Automatic,Silver/Black,,2']
6 year(s),No Accidents or Damage Reported,Null,,2017 Ford Fusion Titanium,"$20,998*",53K miles,270 torque@3000rpm,231 horsepower@5500rpm,16.5 gal,"191.7"" L x 72.9"" W x 58.1"" H","112.2""",P235/45VR18,"44.3""","39.2""",Null,"3,526 lbs",Null,21 city/31 hwy,"4-cyl, Turbo Gas, 2.0L",Front Wheel Drive,Automatic,Gray/Black,,2']
6 year(s),No Accidents or Damage Reported,Null,,2017 Lincoln MKZ Reserve,"$21,998*",52K miles,270 torque@3000rpm,240 horsepower@5500rpm,16.5 gal,"194.1"" L x 73.4"" W x 58.2"" H","112.2""",P245/40VR19,"44.3""","37.9""",Null,"3,739 lbs",Null,21 city/31 hwy,"4-cyl, Turbo Gas, 2.0L",Front Wheel Drive,Automatic,White/Tan,,2']
3 year(s),,Null,1 Service Record(s) Reported,2020 Mercedes-Benz E450,"$43,998*",40K miles,369 torque@1600rpm,362 horsepower@5500rpm,21.1 gal,"193.8"" L x 72.9"" W x 57.8"" H","115.7""",P245/45HR18,"41.3""","37.9""",Null,"4,134 lbs",Null,20 city/28 hwy,"6-cyl, Turbo Gas, 3.0L",All Wheel Drive,Automatic,White/Tan,,2']
4 year(s),No Accidents or Damage Reported,Null,,2019 Toyota Corolla LE,"$18,998*",77K miles,128 torque@4400rpm,132 horsepower@6000rpm,13.2 gal,"183.1"" L x 69.9"" W x 57.3"" H","106.3""",P205/55HR16,"42.3""","38.3""",Null,"2,870 lbs",Null,28 city/36 hwy,"4-cyl, Gas, 1.8L",Front Wheel Drive,Automatic,White/Black,,2']
3 year(s),No Accidents or Damage Reported,Null,,2020 Acura ILX Premium A-Spec,"$25,998*",42K miles,180 torque@3600rpm,201 horsepower@6800rpm,13.2 gal,"182.2"" L x 70.6"" W x 55.6"" H","105.1""",P225/40VR18,"42.3""","38""",Null,"3,144 lbs",Null,24 city/34 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Gray/Black,,2']
3 year(s),No Accidents or Damage Reported,Null,,2020 Genesis G70,"$33,998*",26K miles,376 torque@1300rpm,365 horsepower@6000rpm,15.8 gal,"184.4"" L x 72.8"" W x 55.1"" H","111.6""",P225/40ZR19,"42.6""","38.5""",Null,"3,774 lbs",Null,17 city/26 hwy,"6-cyl, Turbo Gas, 3.3L",Rear Wheel Drive,Automatic,Red/Black,,2']
5 year(s),No Accidents or Damage Reported,Null,9 Service Record(s) Reported,2018 Honda Accord Sport,"$26,998*",69K miles,273 torque@1500rpm,252 horsepower@6500rpm,14.8 gal,"192.2"" L x 73.3"" W x 57.1"" H","111.4""",P235/40VR19,"42.3""","37.5""",Null,"3,377 lbs",Null,22 city/32 hwy,"4-cyl, Turbo Gas, 2.0L",Front Wheel Drive,Automatic,Black/Black,,2']
3 year(s),No Accidents or Damage Reported,Null,,2020 Hyundai Accent SE,"$18,998*",34K miles,113 torque@4500rpm,120 horsepower@6300rpm,11.9 gal,"172.6"" L x 68.1"" W x 57.1"" H","101.6""",P185/65TR15,"42.1""","38.9""",Null,"2,679 lbs",Null,33 city/41 hwy,"4-cyl, Gas, 1.6L",Front Wheel Drive,Automatic,Blue/Black,,2']
1 year(s),No Accidents or Damage Reported,Null,,2022 Honda Accord EX-L,"$31,998*",4K miles,192 torque@1600rpm,192 horsepower@5500rpm,14.8 gal,"196.1"" L x 73.3"" W x 57.1"" H","111.4""",P225/50HR17,"42.3""","37.5""",Null,"3,221 lbs",Null,30 city/38 hwy,"4-cyl, Turbo Gas, 1.5L",Front Wheel Drive,Automatic,White/Black,,2']
3 year(s),,Null,1 Service Record(s) Reported,2020 Mazda Mazda6 Touring,"$24,998*",28K miles,186 torque@4000rpm,187 horsepower@6000rpm,16.4 gal,"192.7"" L x 72.4"" W x 57.1"" H","111.4""",P225/45WR19,"42.2""","37.4""",Null,"3,437 lbs",Null,Null,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,Gray/Black,,2']
6 year(s),No Accidents or Damage Reported,Null,,2017 Chevrolet Malibu LS,"$18,998*",54K miles,184 torque@2500-3000rpm,160 horsepower@5700rpm,13.0 gal,"193.8"" L x 73.0"" W x 57.6"" H","111.4""",P205/65R16,"42.0""","39.1""",Null,"3,103 lbs",Null,27 city/36 hwy,"4-cyl, Turbo Gas, 1.5L",Front Wheel Drive,Automatic,Blue/Gray,,2']
3 year(s),No Accidents or Damage Reported,Null,,2020 Hyundai Sonata SEL,"$23,998*",33K miles,181 torque@4000rpm,191 horsepower@6100rpm,14.8 gal,"192.9"" L x 73.2"" W x 56.9"" H","110.4""",P215/55VR17,"46.1""","40""",Null,"3,192 lbs",Null,27 city/37 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,Gray/Gray,,2']
3 year(s),No Accidents or Damage Reported,Null,,2020 Kia Rio LX,"$18,998*",19K miles,112 torque@4500rpm,120 horsepower@6300rpm,11.9 gal,"172.6"" L x 67.9"" W x 57.1"" H","101.6""",P185/65TR15,"42.1""","38.9""",Null,"2,767 lbs",Null,33 city/41 hwy,"4-cyl, Gas, 1.6L",Front Wheel Drive,Automatic,Black/Black,,2']
4 year(s),No Accidents or Damage Reported,Null,,2019 Chevrolet Impala LT,"$21,998*",59K miles,191 torque@4400rpm,197 horsepower@6300rpm,18.5 gal,"201.30"" L x 73.00"" W x 58.90"" H","111.70""",P235/50R18,"45.80""","39.90""",Null,Null,Null,29 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,Black/Black,,2']
4 year(s),No Accidents or Damage Reported,Null,,2019 Nissan Sentra SR,"$19,998*",29K miles,125 torque@3600rpm,124 horsepower@6000rpm,13.2 gal,"182.5"" L x 69.3"" W x 58.9"" H","106.3""",P205/50VR17,"42.5""","39.4""",Null,"2,904 lbs",Null,29 city/37 hwy,"4-cyl, Gas, 1.8L",Front Wheel Drive,Automatic,Gray/Black,,2']
8 year(s),No Accidents or Damage Reported,Null,,2015 Nissan Sentra SV,"$15,998*",81K miles,128 torque@3600rpm,130 horsepower@6000rpm,13.2 gal,"182.1"" L x 69.3"" W x 58.9"" H","106.3""",P205/55HR16,"42.5""","39.4""",Null,"2,873 lbs",Null,29 city/39 hwy,"4-cyl, Gas, 1.8L",Front Wheel Drive,Automatic,Gray/Black,,2']
8 year(s),No Accidents or Damage Reported,Null,,2015 Chevrolet Sonic LTZ,"$12,998*",110K miles,125 torque@3800rpm,138 horsepower@6300rpm,12.2 gal,"173.10"" L x 68.30"" W x 59.70"" H","99.40""",P205/50R17,"41.80""","38.70""",Null,"2,806 lbs",Null,27 city/37 hwy,"4-cyl, Turbo Gas, 1.4L",Front Wheel Drive,Automatic,Pearl/Black,,2']
8 year(s),No Accidents or Damage Reported,Null,,2015 Nissan Sentra SV,"$13,599*",119K miles,128 torque@3600rpm,130 horsepower@6000rpm,13.2 gal,"182.1"" L x 69.3"" W x 58.9"" H","106.3""",P205/55HR16,"42.5""","39.4""",Null,"2,873 lbs",Null,29 city/39 hwy,"4-cyl, Gas, 1.8L",Front Wheel Drive,Automatic,Black/Black,,2']
1 year(s),,Null,,2022 Hyundai Elantra SEL,"$22,998*",24K miles,132 torque@4500rpm,147 horsepower@6200rpm,14 gal,"184.1"" L x 71.9"" W x 55.7"" H","107.1""",P205/55HR16,"42.3""","40.6""",Null,"2,868 lbs",Null,31 city/41 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Black/Gray,,2']
2 year(s),No Accidents or Damage Reported,Null,,2021 Lexus IS 350 F-Sport,"$41,998*",20K miles,280 torque@4800rpm,311 horsepower@6600rpm,17.4 gal,"185.4"" L x 72.4"" W x 56.5"" H","110.2""",P235/40YR19,"44.8""","38.2""",Null,"3,748 lbs",Null,20 city/28 hwy,"6-cyl, Gas, 3.5L",Rear Wheel Drive,Automatic,Silver/Black,,2']
2 year(s),,Null,,2021 Volkswagen Jetta R-Line,"$23,998*",27K miles,184 torque@1400rpm,147 horsepower@5000rpm,13.2 gal,"185.1"" L x 70.8"" W x 57.4"" H","105.7""",P205/55HR17,"41.1""","38.5""",Null,"2,888 lbs",Null,30 city,"4-cyl, Turbo Gas, 1.4L",Front Wheel Drive,Manual 6 Speed,Gray/Tan,,2']
1 year(s),No Accidents or Damage Reported,Null,,2022 Kia Forte GT-Line,"$22,998*",34K miles,132 torque@4500rpm,147 horsepower@6200rpm,14 gal,"182.7"" L x 70.9"" W x 56.5"" H","106.3""",P225/45HR17,"42.2""","38.8""",Null,"2,908 lbs",Null,29 city/39 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Blue/Black,,2']
Current Year,No Accidents or Damage Reported,Null,,2023 Honda Civic Sport,"$27,998*",11K miles,138 torque@4200rpm,158 horsepower@6500rpm,12.4 gal,"183.3"" L x 70.9"" W x 55.7"" H","107.7""",P235/40WR18,"42.3""","39.3""",Null,"2,935 lbs",Null,Null,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Gray/Black,,2']
4 year(s),,Null,,2019 Mitsubishi Mirage G4 ES,"$13,599*",99K miles,74 torque@4000rpm,78 horsepower@6000rpm,9.2 gal,"169.5"" L x 65.7"" W x 59.2"" H","100.4""",P165/65SR14,"41.7""","38.9""",Null,"2,172 lbs",Null,35 city/41 hwy,"3-cyl, Gas, 1.2L",Front Wheel Drive,Automatic,Blue/Black,,2']
10 year(s),,Null,4 Service Record(s) Reported,2013 Chrysler 200 Limited,Price unavailable*,114K miles,260 torque@4400rpm,283 horsepower@6400rpm,16.900 gal,"191.700"" L x 71.500"" W x 58.400"" H","108.900""",P225/55R17,"42.400""","40.100""",Null,"3,576 lbs",Null,19 city/29 hwy,"6-cyl, Gas, 3.6L",Front Wheel Drive,Automatic,Gray/Black,,2']
4 year(s),No Accidents or Damage Reported,Null,,2019 Hyundai Elantra SE,"$17,998*",54K miles,132 torque@4500rpm,147 horsepower@6200rpm,14 gal,"181.9"" L x 70.9"" W x 56.5"" H","106.3""",P195/65TR15,"42.2""","40.3""",Null,"2,844 lbs",Null,29 city/38 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Silver/Black,,2']
4 year(s),No Accidents or Damage Reported,Null,7 Service Record(s) Reported,2019 Cadillac CTS Luxury,"$33,998*",8K miles,295 torque@3000-4500rpm,265 horsepower@5600rpm,19.0 gal,"195.5"" L x 72.2"" W x 57.2"" H","114.6""",P245/45R17,"45.7""","40.4""",Null,"3,878 lbs",Null,21 city/29 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Silver/Black,,2']
1 year(s),No Accidents or Damage Reported,Null,,2022 Honda Accord Hybrid Sport,"$27,998*",53K miles,129 torque@3500rpm,212 horsepower@6200rpm,12.8 gal,"196.1"" L x 73.3"" W x 57.1"" H","111.4""",P235/40VR19,"42.3""","37.5""",Null,"3,375 lbs",Null,44 city/41 hwy,"4-cyl, Hybrid, 2.0L",Front Wheel Drive,Automatic,Silver/Black,,2']
Current Year,,Null,,2023 Hyundai Elantra Hybrid Limited,"$31,998*",8K miles,195,139 horsepower@5700rpm,11 gal,"184.1"" L x 71.9"" W x 55.7"" H","107.1""",P225/45WR17,"42.3""","38.7""",Null,"3,069 lbs",Null,49 city/52 hwy,"4-cyl, Hybrid, 1.6L",Front Wheel Drive,Automatic,Gray/Black,,2']
