Unnamed: 0,Name,Price,Mileage,ages,accident_damages,Insurance,service_repairs,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,drive_type_text,transmission_text,torque_num,torque_rpm,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque
89,2016 Ford Mustang Ecoboost Premium,"$22,998*",52K miles,7 year(s),No Accidents or Damage Reported,Null,,15.5 gal,"107.1""","44.5""","37.6""",Null,"3,642 lbs",Null,Null,Automatic,320,2500,"188.3"" L "," 75.4"" W "," 54.9"" H",22 city,31 hwy,4-cyl, Turbo Gas, 2.3L,Gray,Black,1280.0
90,2020 Dodge Challenger R/T Scat Pack Widebody,"$50,998*",7K miles,3 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"4,308 lbs",Null,Null,Automatic,475,4100,"197.9"" L "," 79.2"" W "," 57.5"" H",14 city,23 hwy,8-cyl, Gas, 6.4L,Red,Black,1158.5365853658536
92,2021 Ford Mustang Ecoboost,"$28,998*",28K miles,2 year(s),No Accidents or Damage Reported,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",29 hwy,,4-cyl, Turbo Gas, 2.3L,Black,Black,1166.6666666666667
94,2021 Dodge Challenger GT,"$31,998*",7K miles,2 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"3,906 lbs",Null,Rear Wheel Drive,Automatic,268,4800,"197.9"" L "," 75.7"" W "," 57.7"" H",19 city,30 hwy,6-cyl, Gas, 3.6L,Purple,Black,558.3333333333334
95,2018 Chevrolet Camaro SS,"$40,998*",18K miles,5 year(s),,Null,,19.0 gal,"110.70""","43.90""","38.50""",Null,"3,685 lbs",Null,Rear Wheel Drive,Automatic,455,4400,"188.30"" L "," 74.70"" W "," 53.10"" H",16 city,25 hwy,8-cyl, Gas, 6.2L,White,Red,1034.090909090909
96,2015 Hyundai Genesis,"$19,998*",74K miles,8 year(s),No Accidents or Damage Reported,Null,,17.2 gal,"111""","44.1""","39.2""",Null,"3,495 lbs",Null,Rear Wheel Drive,Automatic,295,5100,"182.3"" L "," 73.4"" W "," 54.5"" H",16 city,25 hwy,6-cyl, Gas, 3.8L,White,Black,578.4313725490197
97,2013 BMW 328 I,"$18,998*",65K miles,10 year(s),No Accidents or Damage Reported,Null,16 Service Record(s) Reported,16.100 gal,"108.700""","41.800""","38.400""",Null,"3,583 lbs",Null,Rear Wheel Drive,Automatic,200,2750,"181.900"" L "," 71.500"" W "," 54.900"" H",18 city,28 hwy,6-cyl, Gas, 3.0L,Burgundy,Gray,727.2727272727273
98,2014 Chevrolet Camaro LT,"$22,998*",39K miles,9 year(s),,Null,,19.0 gal,"112.30""","42.40""","37.40""",Null,"3,738 lbs",Null,Null,Automatic,278,4800,"190.6"" L "," 75.50"" W "," 54.20"" H",17 city,28 hwy,6-cyl, Gas, 3.6L,Red,Black,579.1666666666666
99,2014 Ford Mustang,"$16,998*",110K miles,9 year(s),,Null,,16 gal,"107.1""","42.4""","38.5""",Null,"3,501 lbs",Null,Null,Automatic,280,4250,"188.5"" L "," 73.9"" W "," 55.8"" H",19 city,29 hwy,6-cyl, Gas, 3.7L,Blue,Tan,658.8235294117648
100,2019 Chevrolet Camaro 2SS,"$34,998*",54K miles,4 year(s),No Accidents or Damage Reported,Null,,19.0 gal,"110.7""","43.9""","38.4""",Null,"3,956 lbs",Null,Null,Automatic,455,4400,"188.3"" L "," 74.7"" W "," 52.9"" H",16 city,24 hwy,8-cyl, Gas, 6.2L,Silver,Black,1034.090909090909
101,2018 Subaru BRZ Limited,"$28,998*",23K miles,5 year(s),No Accidents or Damage Reported,Null,,13.2 gal,"101.2""","41.9""","37.1""",Null,"2,840 lbs",Null,Rear Wheel Drive,Automatic,151,6400,"166.7"" L "," 69.9"" W "," 50.6"" H",24 city,33 hwy,4-cyl, Gas, 2.0L,Blue,Black,235.9375
102,2019 Ford Mustang Ecoboost,"$24,998*",55K miles,4 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,16 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",21 city,31 hwy,4-cyl, Turbo Gas, 2.3L,Red,Black,1166.6666666666667
103,2022 Ford Mustang Ecoboost Premium,"$29,998*",33K miles,1 year(s),No Accidents or Damage Reported,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",29 hwy,,4-cyl, Turbo Gas, 2.3L,Black,Black,1166.6666666666667
104,2021 Dodge Challenger SXT,"$26,998*",59K miles,2 year(s),,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"4,057 lbs",Null,All Wheel Drive,Automatic,268,4800,"197.9"" L "," 75.7"" W "," 58.4"" H",18 city,27 hwy,6-cyl, Gas, 3.6L,Black,Black,558.3333333333334
105,2014 Chevrolet Camaro LT,"$22,998*",46K miles,9 year(s),No Accidents or Damage Reported,Null,,19.0 gal,"112.30""","42.40""","37.40""",Null,"3,738 lbs",Null,Null,Automatic,278,4800,"190.6"" L "," 75.50"" W "," 54.20"" H",17 city,28 hwy,6-cyl, Gas, 3.6L,Red,Black,579.1666666666666
106,2014 Chevrolet Camaro LT,"$20,998*",70K miles,9 year(s),,Null,4 Service Record(s) Reported,19.0 gal,"112.30""","42.40""","37.40""",Null,"3,738 lbs",Null,Null,Automatic,278,4800,"190.6"" L "," 75.50"" W "," 54.20"" H",17 city,28 hwy,6-cyl, Gas, 3.6L,White,Black,579.1666666666666
107,2020 Ford Mustang Shelby GT350,"$59,998*",28K miles,3 year(s),,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,760 lbs",Null,Rear Wheel Drive,Manual 6 Speed,429,4750,"188.9"" L "," 75.9"" W "," 54.2"" H",14 city,21 hwy,8-cyl, Gas, 5.2L,Gray,Gray,903.1578947368421
108,2020 Ford Mustang Ecoboost,"$24,998*",46K miles,3 year(s),No Accidents or Damage Reported,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",21 city,30 hwy,4-cyl, Turbo Gas, 2.3L,Gray,Black,1166.6666666666667
109,2021 Dodge Challenger R/T Scat Pack,"$43,998*",11K miles,2 year(s),,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"4,230 lbs",Null,Null,Automatic,475,4100,"197.9"" L "," 75.7"" W "," 57.7"" H",14 city,23 hwy,8-cyl, Gas, 6.4L,Silver,Black,1158.5365853658536
112,2019 Chevrolet Camaro 2SS,"$38,998*",36K miles,4 year(s),Multiple Damage Events,Null,,19.0 gal,"110.7""","43.9""","38.5""",Null,"3,685 lbs",Null,Null,Automatic,455,4400,"188.3"" L "," 74.7"" W "," 53.1"" H",16 city,24 hwy,8-cyl, Gas, 6.2L,Blue,Black,1034.090909090909
114,2021 Dodge Challenger SXT,"$27,998*",22K miles,2 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"3,858 lbs",Null,Rear Wheel Drive,Automatic,268,4800,"197.9"" L "," 75.7"" W "," 57.7"" H",19 city,30 hwy,6-cyl, Gas, 3.6L,White,Black,558.3333333333334
115,2018 Chevrolet Corvette Stingray,"$48,998*",48K miles,5 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"106.7""","43""","37.9""",Null,"3,298 lbs",Null,Rear Wheel Drive,Automatic,460,4600,"176.9"" L "," 73.9"" W "," 48.8"" H",16 city,25 hwy,8-cyl, Gas, 6.2L,Blue,Black,1000.0
117,2019 Dodge Challenger SXT,"$24,998*",59K miles,4 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"3,894 lbs",Null,Rear Wheel Drive,Automatic,268,4800,"197.9"" L "," 75.7"" W "," 57.5"" H",19 city,30 hwy,6-cyl, Gas, 3.6L,Red,Black,558.3333333333334
118,2017 Nissan 370Z,"$23,998*",85K miles,6 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,19 gal,"100.4""","42.9""","38.2""",Null,"3,332 lbs",Null,Rear Wheel Drive,Automatic,270,5200,"167.5"" L "," 72.6"" W "," 51.8"" H",19 city,26 hwy,6-cyl, Gas, 3.7L,Pearl,Black,519.2307692307693
119,2018 Dodge Challenger SRT 392,"$43,998*",38K miles,5 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,18.5 gal,"116.2""","42""","39.3""",Null,"4,279 lbs",Null,Rear Wheel Drive,Automatic,475,4100,"198"" L "," 75.7"" W "," 55.9"" H",14 city,23 hwy,8-cyl, Gas, 6.4L,Black,Black,1158.5365853658536
120,2018 Chevrolet Camaro SS,"$37,998*",21K miles,5 year(s),No Accidents or Damage Reported,Null,,19.0 gal,"110.70""","43.90""","38.50""",Null,"3,685 lbs",Null,Rear Wheel Drive,Automatic,455,4400,"188.30"" L "," 74.70"" W "," 53.10"" H",16 city,25 hwy,8-cyl, Gas, 6.2L,Black,Black,1034.090909090909
121,2022 Ford Mustang Ecoboost Premium,"$26,998*",43K miles,1 year(s),No Accidents or Damage Reported,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",29 hwy,,4-cyl, Turbo Gas, 2.3L,Silver,Black,1166.6666666666667
122,2020 Dodge Challenger SXT,"$26,998*",43K miles,3 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"3,858 lbs",Null,Rear Wheel Drive,Automatic,268,4800,"197.9"" L "," 75.7"" W "," 57.5"" H",19 city,30 hwy,6-cyl, Gas, 3.6L,Gray,Black,558.3333333333334
123,2020 Dodge Challenger SXT,"$26,998*",44K miles,3 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"3,858 lbs",Null,Rear Wheel Drive,Automatic,268,4800,"197.9"" L "," 75.7"" W "," 57.5"" H",19 city,30 hwy,6-cyl, Gas, 3.6L,White,Black,558.3333333333334
124,2023 Nissan Z Performance,"$57,998*",5K miles,Current Year,No Accidents or Damage Reported,Null,,Null,"100.4""","42.9""","38.2""",Null,Null,Null,Rear Wheel Drive,Automatic,350,5200,"172.4"" L "," 72.6"" W "," 51.8"" H",19 city,28 hwy,6-cyl, Turbo Gas, 3.0L,Black,Blue,673.0769230769231
125,2013 Chevrolet Camaro ZL1,"$42,998*",18K miles,10 year(s),,Null,2 Service Record(s) Reported,19.0 gal,"112.30""","42.40""","37.40""",Null,"4,120 lbs",Null,Rear Wheel Drive,Manual 6 Speed,556,4200,"190.40"" L "," 75.50"" W "," 54.20"" H",14 city,19 hwy,8-cyl, Supercharged Gas, 6.2L,Black,Black,1323.8095238095239
126,2015 Ford Mustang Ecoboost,"$22,998*",34K miles,8 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,15.5 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,320,2500,"188.3"" L "," 75.4"" W "," 54.4"" H",22 city,31 hwy,4-cyl, Turbo Gas, 2.3L,White,Black,1280.0
127,2017 Chevrolet Camaro LT,"$27,998*",43K miles,6 year(s),No Accidents or Damage Reported,Null,,19.0 gal,"110.70""","43.90""","38.50""",Null,"3,354 lbs",Null,Rear Wheel Drive,Automatic,284,5300,"188.30"" L "," 74.70"" W "," 53.10"" H",16 city,28 hwy,6-cyl, Gas, 3.6L,Black,Black,535.8490566037736
130,2018 Dodge Challenger GT,"$26,998*",55K miles,5 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,18.5 gal,"116.2""","42""","39.3""",Null,"4,108 lbs",Null,All Wheel Drive,Automatic,268,4800,"197.9"" L "," 75.7"" W "," 57.5"" H",18 city,27 hwy,6-cyl, Gas, 3.6L,Gray,Black,558.3333333333334
131,2018 Honda Civic SI,"$23,998*",77K miles,5 year(s),,Null,2 Service Record(s) Reported,12.4 gal,"106.3""","42.3""","36.5""",Null,"2,889 lbs",Null,Front Wheel Drive,Manual 6 Speed,192,2100,"177.3"" L "," 70.9"" W "," 54.7"" H",28 city,38 hwy,4-cyl, Turbo Gas, 1.5L,Gray,Black,914.2857142857143
132,2018 Infiniti Q60 Red Sport 400,"$36,998*",41K miles,5 year(s),,Null,,20 gal,"112.2""","43.1""","37.4""",Null,"4,024 lbs",Null,All Wheel Drive,Automatic,350,1600,"184.4"" L "," 72.8"" W "," 54.9"" H",19 city,26 hwy,6-cyl, Turbo Gas, 3.0L,Silver,Red,2187.5
133,2022 Ford Mustang Ecoboost Premium,"$26,998*",37K miles,1 year(s),No Accidents or Damage Reported,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",29 hwy,,4-cyl, Turbo Gas, 2.3L,Gray,Black,1166.6666666666667
134,2021 Ford Mustang Ecoboost Premium,"$30,998*",14K miles,2 year(s),No Accidents or Damage Reported,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,642 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.9"" H",27 hwy,,4-cyl, Turbo Gas, 2.3L,Silver,Black,1166.6666666666667
135,2020 BMW 430 I xDrive,"$33,998*",22K miles,3 year(s),,Null,1 Service Record(s) Reported,15.8 gal,"110.6""","42.2""","39.8""",Null,"3,697 lbs",Null,All Wheel Drive,Automatic,258,1450,"182.7"" L "," 71.9"" W "," 54.8"" H",21 city,31 hwy,4-cyl, Turbo Gas, 2.0L,Gray,Black,1779.3103448275863
136,2017 Dodge Challenger R/T Scat Pack,"$33,998*",56K miles,6 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,18.5 gal,"116.2""","42""","39.3""",Null,"4,232 lbs",Null,Rear Wheel Drive,Manual 6 Speed,475,4100,"197.9"" L "," 75.7"" W "," 57.5"" H",14 city,23 hwy,8-cyl, Gas, 6.4L,White,Black,1158.5365853658536
138,2019 Dodge Challenger SXT,"$27,998*",27K miles,4 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,18.5 gal,"116.2""","42""","39.3""",Null,"3,894 lbs",Null,Rear Wheel Drive,Automatic,268,4800,"197.9"" L "," 75.7"" W "," 57.5"" H",19 city,30 hwy,6-cyl, Gas, 3.6L,Silver,Black,558.3333333333334
141,2013 Hyundai Elantra GS,"$15,998*",32K miles,10 year(s),No Accidents or Damage Reported,Null,,13.200 gal,"106.300""","43.600""","39.800""",Null,"2,729 lbs",Null,Front Wheel Drive,Automatic,131,4700,"178.700"" L "," 69.900"" W "," 56.500"" H",27 city,37 hwy,4-cyl, Gas, 1.8L,Blue,Gray,278.72340425531917
142,2021 Ford Mustang Ecoboost Premium,"$28,998*",29K miles,2 year(s),No Accidents or Damage Reported,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",29 hwy,,4-cyl, Turbo Gas, 2.3L,Silver,Black,1166.6666666666667
143,2017 Dodge Challenger 392 Hemi Scat Pack Shaker,"$38,998*",25K miles,6 year(s),,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"4,232 lbs",Null,Rear Wheel Drive,Automatic,475,4100,"197.9"" L "," 75.7"" W "," 57.5"" H",14 city,23 hwy,8-cyl, Gas, 6.4L,Gray,Black,1158.5365853658536
144,2021 Ford Mustang Ecoboost,"$29,998*",9K miles,2 year(s),,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",29 hwy,,4-cyl, Turbo Gas, 2.3L,Black,Black,1166.6666666666667
145,2015 Infiniti Q60 Limited,"$23,998*",75K miles,8 year(s),No Accidents or Damage Reported,Null,,20 gal,"112.2""","43.8""","37.7""",Null,"3,781 lbs",Null,Rear Wheel Drive,Automatic,276,5200,"185.1"" L "," 71.8"" W "," 54.9"" H",19 city,27 hwy,6-cyl, Gas, 3.7L,White,Black,530.7692307692307
146,2019 Mercedes-Benz C300,"$28,998*",77K miles,4 year(s),,Null,,17.4 gal,"111.8""","42""","38.8""",Null,"3,682 lbs",Null,All Wheel Drive,Automatic,273,1800,"184.5"" L "," 71.3"" W "," 55.3"" H",22 city,31 hwy,4-cyl, Turbo Gas, 2.0L,Gray,Black,1516.6666666666667
147,2017 Ford Mustang Ecoboost,"$23,998*",58K miles,6 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,15.5 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,320,2500,"188.3"" L "," 75.4"" W "," 54.4"" H",21 city,30 hwy,4-cyl, Turbo Gas, 2.3L,Black,Black,1280.0
149,2021 Chevrolet Camaro LT1,"$42,998*",11K miles,2 year(s),No Accidents or Damage Reported,Null,,19.0 gal,"110.7""","43.9""","38.4""",Null,"3,865 lbs",Null,Null,Automatic,455,4400,"188.3"" L "," 74.7"" W "," 52.9"" H",Null,Null,8-cyl, Gas, 6.2L,Black,Black,1034.090909090909
150,2014 Smart Fortwo Passion,"$9,599*",84K miles,9 year(s),No Accidents or Damage Reported,Null,,8.7 gal,"73.5""","41.2""","39.7""",Null,"1,808 lbs",Null,Rear Wheel Drive,Automatic,68,4500,"106.1"" L "," 61.4"" W "," 60.7"" H",34 city,38 hwy,3-cyl, Gas, 1.0L,White,Black,151.11111111111111
151,2016 Ford Mustang Ecoboost,"$19,998*",81K miles,7 year(s),,Null,4 Service Record(s) Reported,15.5 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,320,2500,"188.3"" L "," 75.4"" W "," 54.4"" H",22 city,31 hwy,4-cyl, Turbo Gas, 2.3L,Black,Black,1280.0
152,2014 Dodge Challenger R/T,"$25,998*",34K miles,9 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,19.5 gal,"116""","42""","39.3""",Null,"4,082 lbs",Null,Rear Wheel Drive,Manual 6 Speed,410,4300,"197.7"" L "," 75.7"" W "," 57.1"" H",15 city,23 hwy,8-cyl, Gas, 5.7L,Black,Black,953.4883720930233
154,2020 Ford Mustang Ecoboost,"$23,998*",74K miles,3 year(s),No Accidents or Damage Reported,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",21 city,30 hwy,4-cyl, Turbo Gas, 2.3L,Silver,Black,1166.6666666666667
155,2022 Ford Mustang Ecoboost,"$29,998*",18K miles,1 year(s),No Accidents or Damage Reported,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",29 hwy,,4-cyl, Turbo Gas, 2.3L,Blue,Black,1166.6666666666667
156,2018 Chevrolet Camaro SS,"$37,998*",46K miles,5 year(s),,Null,1 Service Record(s) Reported,19.0 gal,"110.70""","43.90""","38.50""",Null,"3,685 lbs",Null,Rear Wheel Drive,Automatic,455,4400,"188.30"" L "," 74.70"" W "," 53.10"" H",16 city,25 hwy,8-cyl, Gas, 6.2L,Blue,Black,1034.090909090909
157,2020 Dodge Challenger R/T,"$37,998*",7K miles,3 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,18.5 gal,"116.2""","42""","39.3""",Null,"4,182 lbs",Null,Null,Automatic,410,4300,"197.9"" L "," 75.7"" W "," 57.5"" H",15 city,23 hwy,8-cyl, Gas, 5.7L,Black,Black,953.4883720930233
158,2015 Chevrolet Camaro SS,"$25,998*",85K miles,8 year(s),No Accidents or Damage Reported,Null,5 Service Record(s) Reported,19.0 gal,"112.30""","42.40""","37.40""",Null,"3,908 lbs",Null,Rear Wheel Drive,Automatic,420,4600,"190.6"" L "," 75.50"" W "," 54.20"" H",16 city,24 hwy,8-cyl, Gas, 6.2L,Black,Black,913.0434782608696
159,2022 Dodge Challenger R/T Scat Pack Widebody,"$52,998*",8K miles,1 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"4,298 lbs",Null,Null,Automatic,475,4100,"197.9"" L "," 78.3"" W "," 57.5"" H",Null,Null,8-cyl, Gas, 6.4L,White,Black,1158.5365853658536
160,2014 Infiniti Q60 S,"$17,998*",119K miles,9 year(s),,Null,,20 gal,"112.2""","43.8""","37.7""",Null,"3,708 lbs",Null,Rear Wheel Drive,Manual 6 Speed,270,5200,"183.7"" L "," 71.8"" W "," 54.9"" H",17 city,25 hwy,6-cyl, Gas, 3.7L,Black,Black,519.2307692307693
161,2015 Volkswagen Beetle,"$24,998*",25K miles,8 year(s),No Accidents or Damage Reported,Null,,14.5 gal,"100""","41.3""","39.3""",Null,"3,225 lbs",Null,Front Wheel Drive,Automatic,184,1500,"168.4"" L "," 71.2"" W "," 58"" H",24 city,32 hwy,4-cyl, Turbo Gas, 1.8L,Red,Black,1226.6666666666665
162,2019 Mini Cooper S,"$32,998*",3K miles,4 year(s),,Null,,11.6 gal,"98.2""","41.4""","39.8""",Null,"2,985 lbs",Null,Front Wheel Drive,Automatic,207,1350,"151.9"" L "," 68"" W "," 55.7"" H",23 city,32 hwy,4-cyl, Turbo Gas, 2.0L,Silver,Brown,1533.3333333333333
163,2016 Honda Civic Touring,"$18,998*",85K miles,7 year(s),No Accidents or Damage Reported,Null,,12.4 gal,"106.3""","42.3""","36.5""",Null,"2,888 lbs",Null,Front Wheel Drive,Automatic,162,1700,"176.9"" L "," 70.8"" W "," 54.9"" H",31 city,41 hwy,4-cyl, Turbo Gas, 1.5L,Black,Black,952.9411764705882
164,2017 Mercedes-Benz AMG GT,"$74,998*",28K miles,6 year(s),,Null,3 Service Record(s) Reported,19.8 gal,"103.5""","""","39.5""",Null,"3,560 lbs",Null,Rear Wheel Drive,Automatic,443,1600,"179"" L "," 76.3"" W "," 50.7"" H",16 city,22 hwy,8-cyl, Turbo Gas, 4.0L,White,Brown,2768.75
165,2013 Ford Mustang,"$16,998*",73K miles,10 year(s),No Accidents or Damage Reported,Null,,16.000 gal,"107.100""","42.400""","38.500""",Null,"3,501 lbs",Null,Null,Automatic,280,4250,"188.500"" L "," 73.900"" W "," 55.600"" H",19 city,29 hwy,6-cyl, Gas, 3.7L,Silver,Black,658.8235294117648
166,2020 Ford Mustang Ecoboost Premium,"$29,998*",28K miles,3 year(s),No Accidents or Damage Reported,Null,5 Service Record(s) Reported,16 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",21 city,30 hwy,4-cyl, Turbo Gas, 2.3L,Silver,Black,1166.6666666666667
167,2020 Ford Mustang Ecoboost,"$26,998*",23K miles,3 year(s),,Null,1 Service Record(s) Reported,16 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",21 city,30 hwy,4-cyl, Turbo Gas, 2.3L,Black,Black,1166.6666666666667
168,2021 Ford Mustang GT Premium,"$40,998*",12K miles,2 year(s),No Accidents or Damage Reported,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,825 lbs",Null,Null,Automatic,420,4600,"188.3"" L "," 75.4"" W "," 54.9"" H",Null,Null,8-cyl, Gas, 5.0L,White,Black,913.0434782608696
169,2013 Audi A5 Premium Plus,"$19,998*",73K miles,10 year(s),,Null,4 Service Record(s) Reported,16.900 gal,"108.300""","41.300""","40.000""",Null,"4,034 lbs",Null,All Wheel Drive,Automatic,258,1500,"182.100"" L "," 73.000"" W "," 54.400"" H",20 city,30 hwy,4-cyl, Turbo Gas, 2.0L,Gray,Black,1719.9999999999998
170,2020 Ford Mustang Ecoboost,"$23,998*",42K miles,3 year(s),,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",21 city,30 hwy,4-cyl, Turbo Gas, 2.3L,Gray,Black,1166.6666666666667
171,2022 BMW 430 I xDrive,"$35,998*",44K miles,1 year(s),No Accidents or Damage Reported,Null,,15.6 gal,"112.2""","41.8""","38""",Null,"3,708 lbs",Null,All Wheel Drive,Automatic,294,1550,"187.9"" L "," 72.9"" W "," 54.8"" H",23 city,33 hwy,4-cyl, Turbo Gas, 2.0L,White,Tan,1896.774193548387
172,2021 Ford Mustang Ecoboost Premium,"$25,998*",42K miles,2 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,16 gal,"107.1""","44.5""","37.6""",Null,"3,642 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.9"" H",27 hwy,,4-cyl, Turbo Gas, 2.3L,White,Black,1166.6666666666667
173,2021 Dodge Challenger R/T Scat Pack,"$41,998*",13K miles,2 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"4,230 lbs",Null,Null,Automatic,475,4100,"197.9"" L "," 75.7"" W "," 57.7"" H",14 city,23 hwy,8-cyl, Gas, 6.4L,Blue,Black,1158.5365853658536
174,2023 BMW M2,"$70,998*",1K miles,Current Year,No Accidents or Damage Reported,Null,,13.7 gal,"108.1""","41.5""","40.1""",Null,"3,814 lbs",Null,Rear Wheel Drive,Manual 6 Speed,406,2650,"180.3"" L "," 74.3"" W "," 55.2"" H",Null,Null,6-cyl, Turbo Gas, 3.0L,Black,Tan,1532.0754716981132
175,2018 Chevrolet Camaro LT,"$25,998*",39K miles,5 year(s),No Accidents or Damage Reported,Null,,19.0 gal,"110.70""","43.90""","38.50""",Null,"3,339 lbs",Null,Rear Wheel Drive,Automatic,284,5300,"188.30"" L "," 74.70"" W "," 53.10"" H",19 city,29 hwy,6-cyl, Gas, 3.6L,Silver,Black,535.8490566037736
176,2017 Volkswagen Beetle Classic,"$21,998*",88K miles,6 year(s),No Accidents or Damage Reported,Null,,14.5 gal,"100""","41.3""","39.3""",Null,"3,225 lbs",Null,Front Wheel Drive,Automatic,184,1500,"168.4"" L "," 71.2"" W "," 58"" H",24 city,33 hwy,4-cyl, Turbo Gas, 1.8L,Orange,Gray,1226.6666666666665
177,2017 Volkswagen Beetle SE,"$29,998*",19K miles,6 year(s),Multiple Damage Events,Null,,14.5 gal,"100""","41.3""","39.3""",Null,"3,225 lbs",Null,Front Wheel Drive,Automatic,184,1500,"168.4"" L "," 71.2"" W "," 58"" H",24 city,33 hwy,4-cyl, Turbo Gas, 1.8L,White,Cream,1226.6666666666665
179,2020 Ford Mustang Ecoboost Premium,"$27,998*",32K miles,3 year(s),,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,642 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.9"" H",20 city,28 hwy,4-cyl, Turbo Gas, 2.3L,Gray,Black,1166.6666666666667
180,2020 BMW 230 I,"$32,998*",23K miles,3 year(s),,Null,,13.7 gal,"105.9""","41.5""","40.5""",Null,"3,680 lbs",Null,Rear Wheel Drive,Automatic,258,1450,"174.7"" L "," 69.8"" W "," 55.6"" H",23 city,34 hwy,4-cyl, Turbo Gas, 2.0L,White,Black,1779.3103448275863
