Unnamed: 0,Name,Price,Mileage,ages,accident_damages,Insurance,service_repairs,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,drive_type_text,transmission_text,torque_num,torque_rpm,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque
87,2014 Chevrolet Camaro LT,"$20,998*",70K miles,9 year(s),,Null,4 Service Record(s) Reported,19.0 gal,"112.30""","42.40""","37.40""",Null,"3,738 lbs",Null,Null,Automatic,278,4800,"190.6"" L "," 75.50"" W "," 54.20"" H",17 city,28 hwy,6-cyl, Gas, 3.6L,White,Black,579.1666666666666
88,2014 Chevrolet Camaro LT,"$22,998*",46K miles,9 year(s),No Accidents or Damage Reported,Null,,19.0 gal,"112.30""","42.40""","37.40""",Null,"3,738 lbs",Null,Null,Automatic,278,4800,"190.6"" L "," 75.50"" W "," 54.20"" H",17 city,28 hwy,6-cyl, Gas, 3.6L,Red,Black,579.1666666666666
89,2020 Ford Mustang Shelby GT350,"$59,998*",28K miles,3 year(s),,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,760 lbs",Null,Rear Wheel Drive,Manual 6 Speed,429,4750,"188.9"" L "," 75.9"" W "," 54.2"" H",14 city,21 hwy,8-cyl, Gas, 5.2L,Gray,Gray,903.1578947368421
90,2013 Chevrolet Camaro ZL1,"$47,998*",7K miles,10 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,19.0 gal,"112.30""","42.40""","37.40""",Null,"4,120 lbs",Null,Rear Wheel Drive,Automatic,556,4200,"190.40"" L "," 75.50"" W "," 54.20"" H",14 city,19 hwy,8-cyl, Supercharged Gas, 6.2L,Black,Black,1323.8095238095239
91,2016 Mazda MX-5 Miata Grand Touring,"$19,998*",82K miles,7 year(s),No Accidents or Damage Reported,Null,,11.9 gal,"90.9""","43.1""","37.4""",Null,"2,332 lbs",Null,Rear Wheel Drive,Manual 6 Speed,148,4600,"154.1"" L "," 68.3"" W "," 48.8"" H",27 city,34 hwy,4-cyl, Gas, 2.0L,Red,Black,321.7391304347826
92,2017 Mercedes-Benz SL450,"$50,998*",27K miles,6 year(s),,Null,,19.8 gal,"101.7""","42.9""","39.1""",Null,"3,826 lbs",Null,Rear Wheel Drive,Automatic,369,2000,"182.3"" L "," 73.9"" W "," 51.2"" H",20 city,28 hwy,6-cyl, Turbo Gas, 3.0L,Blue,Black,1845.0
93,2021 Mazda MX-5 Miata RF Club,"$29,998*",15K miles,2 year(s),No Accidents or Damage Reported,Null,,11.9 gal,"90.9""","43.1""","36.8""",Null,"2,496 lbs",Null,Rear Wheel Drive,Automatic,151,4000,"154.1"" L "," 68.3"" W "," 49"" H",26 city,35 hwy,4-cyl, Gas, 2.0L,Gray,Black,377.5
94,2013 Chevrolet Camaro ZL1,"$42,998*",18K miles,10 year(s),,Null,2 Service Record(s) Reported,19.0 gal,"112.30""","42.40""","37.40""",Null,"4,120 lbs",Null,Rear Wheel Drive,Manual 6 Speed,556,4200,"190.40"" L "," 75.50"" W "," 54.20"" H",14 city,19 hwy,8-cyl, Supercharged Gas, 6.2L,Black,Black,1323.8095238095239
96,2020 Dodge Challenger SXT,"$25,998*",47K miles,3 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"3,858 lbs",Null,Rear Wheel Drive,Automatic,268,4800,"197.9"" L "," 75.7"" W "," 57.5"" H",19 city,30 hwy,6-cyl, Gas, 3.6L,Red,Black,558.3333333333334
97,2018 Chevrolet Corvette Stingray,"$48,998*",48K miles,5 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"106.7""","43""","37.9""",Null,"3,298 lbs",Null,Rear Wheel Drive,Automatic,460,4600,"176.9"" L "," 73.9"" W "," 48.8"" H",16 city,25 hwy,8-cyl, Gas, 6.2L,Blue,Black,1000.0
98,2016 Jaguar F-Type S,"$37,998*",39K miles,7 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,18.5 gal,"103.2""","43""","37""",Null,"3,735 lbs",Null,All Wheel Drive,Automatic,339,3500,"176"" L "," 75.7"" W "," 51.5"" H",18 city,26 hwy,6-cyl, Supercharged Gas, 3.0L,Gray,Black,968.5714285714287
99,2015 Mercedes-Benz SLK250,"$27,998*",43K miles,8 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,18.5 gal,"95.7""","42.5""","39.1""",Null,"3,241 lbs",Null,Rear Wheel Drive,Automatic,229,2000,"162.8"" L "," 71.5"" W "," 51.2"" H",22 city,32 hwy,4-cyl, Turbo Gas, 1.8L,Black,Burgundy,1145.0
100,2016 Scion FR-S,"$24,998*",22K miles,7 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,13.2 gal,"101.2""","41.9""","37.1""",Null,"2,758 lbs",Null,Rear Wheel Drive,Manual 6 Speed,151,6400,"166.7"" L "," 69.9"" W "," 50.6"" H",22 city,30 hwy,4-cyl, Gas, 2.0L,White,Black,235.9375
101,2017 Jaguar XE Premium,"$22,998*",58K miles,6 year(s),No Accidents or Damage Reported,Null,,14.8 gal,"111.6""","""","""",Null,"3,560 lbs",Null,All Wheel Drive,Automatic,318,1750,"183.9"" L "," 72.8"" W "," 55.7"" H",30 city,40 hwy,4-cyl, Turbo Diesel, 2.0L,Silver,Gray,1817.142857142857
102,2018 Chevrolet Camaro SS,"$37,998*",21K miles,5 year(s),No Accidents or Damage Reported,Null,,19.0 gal,"110.70""","43.90""","38.50""",Null,"3,685 lbs",Null,Rear Wheel Drive,Automatic,455,4400,"188.30"" L "," 74.70"" W "," 53.10"" H",16 city,25 hwy,8-cyl, Gas, 6.2L,Black,Black,1034.090909090909
103,2018 Genesis G80,"$30,998*",28K miles,5 year(s),No Accidents or Damage Reported,Null,,20.3 gal,"118.5""","45.7""","41.1""",Null,"4,195 lbs",Null,Rear Wheel Drive,Automatic,293,5000,"196.5"" L "," 74.4"" W "," 58.3"" H",19 city,27 hwy,6-cyl, Gas, 3.8L,Gray,Black,586.0
104,2018 Dodge Challenger GT,"$26,998*",55K miles,5 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,18.5 gal,"116.2""","42""","39.3""",Null,"4,108 lbs",Null,All Wheel Drive,Automatic,268,4800,"197.9"" L "," 75.7"" W "," 57.5"" H",18 city,27 hwy,6-cyl, Gas, 3.6L,Gray,Black,558.3333333333334
105,2020 Dodge Challenger SXT,"$26,998*",43K miles,3 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"3,858 lbs",Null,Rear Wheel Drive,Automatic,268,4800,"197.9"" L "," 75.7"" W "," 57.5"" H",19 city,30 hwy,6-cyl, Gas, 3.6L,Gray,Black,558.3333333333334
107,2019 Mazda MX-5 Miata RF Grand Touring,"$26,998*",42K miles,4 year(s),No Accidents or Damage Reported,Null,,11.9 gal,"90.9""","43.1""","36.8""",Null,"2,493 lbs",Null,Rear Wheel Drive,Automatic,151,4000,"154.1"" L "," 68.3"" W "," 49"" H",26 city,35 hwy,4-cyl, Gas, 2.0L,Black,Black,377.5
109,2015 Dodge Dart SXT,"$15,998*",89K miles,8 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,14.2 gal,"106.4""","42.2""","38.6""",Null,"3,165 lbs",Null,Front Wheel Drive,Automatic,174,4800,"183.9"" L "," 72"" W "," 57.7"" H",22 city,35 hwy,4-cyl, Gas, 2.4L,White,Black,362.5
110,2021 Ford Mustang Ecoboost Premium,"$29,998*",14K miles,2 year(s),No Accidents or Damage Reported,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,642 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.9"" H",27 hwy,,4-cyl, Turbo Gas, 2.3L,Silver,Black,1166.6666666666667
111,2018 Dodge Challenger R/T,"$29,998*",40K miles,5 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"4,190 lbs",Null,Rear Wheel Drive,Manual 6 Speed,410,4300,"197.9"" L "," 75.7"" W "," 57.5"" H",15 city,23 hwy,8-cyl, Gas, 5.7L,White,Black,953.4883720930233
112,2020 Dodge Challenger SXT,"$26,998*",44K miles,3 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"3,858 lbs",Null,Rear Wheel Drive,Automatic,268,4800,"197.9"" L "," 75.7"" W "," 57.5"" H",19 city,30 hwy,6-cyl, Gas, 3.6L,White,Black,558.3333333333334
113,2014 Dodge Dart SXT,"$14,599*",87K miles,9 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,14.2 gal,"106.4""","42.2""","38.6""",Null,"3,186 lbs",Null,Front Wheel Drive,Automatic,171,4800,"183.9"" L "," 72"" W "," 57.7"" H",22 city,35 hwy,4-cyl, Gas, 2.4L,Silver,Black,356.24999999999994
115,2017 Dodge Challenger R/T Scat Pack,"$32,998*",56K miles,6 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,18.5 gal,"116.2""","42""","39.3""",Null,"4,232 lbs",Null,Rear Wheel Drive,Manual 6 Speed,475,4100,"197.9"" L "," 75.7"" W "," 57.5"" H",14 city,23 hwy,8-cyl, Gas, 6.4L,White,Black,1158.5365853658536
116,2019 Dodge Challenger SXT,"$27,998*",27K miles,4 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,18.5 gal,"116.2""","42""","39.3""",Null,"3,894 lbs",Null,Rear Wheel Drive,Automatic,268,4800,"197.9"" L "," 75.7"" W "," 57.5"" H",19 city,30 hwy,6-cyl, Gas, 3.6L,Silver,Black,558.3333333333334
117,2017 Jaguar XF Prestige,"$25,998*",41K miles,6 year(s),No Accidents or Damage Reported,Null,,19.5 gal,"116.5""","41.5""","37.1""",Null,"3,880 lbs",Null,All Wheel Drive,Automatic,332,3500,"195.2"" L "," 78.2"" W "," 57.4"" H",20 city,28 hwy,6-cyl, Supercharged Gas, 3.0L,White,Tan,948.5714285714287
118,2014 Chevrolet Corvette Stingray Z51,"$43,998*",28K miles,9 year(s),,Null,,18.5 gal,"106.70""","43.00""","37.90""",Null,Null,Null,Rear Wheel Drive,Manual 7 Speed,460,4600,"176.90"" L "," 73.90"" W "," 48.9"" H",17 city,29 hwy,8-cyl, Gas, 6.2L,Silver,Black,1000.0
119,2019 Dodge Challenger SXT,"$24,998*",58K miles,4 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"3,894 lbs",Null,Rear Wheel Drive,Automatic,268,4800,"197.9"" L "," 75.7"" W "," 57.5"" H",19 city,30 hwy,6-cyl, Gas, 3.6L,White,Black,558.3333333333334
120,2018 Acura TLX SH-AWD A-Spec,"$29,998*",58K miles,5 year(s),No Accidents or Damage Reported,Null,,17.2 gal,"109.3""","42.6""","37.2""",Null,"3,765 lbs",Null,All Wheel Drive,Automatic,267,4500,"191.5"" L "," 73"" W "," 57"" H",20 city,29 hwy,6-cyl, Gas, 3.5L,Black,Red,593.3333333333334
122,2015 Mercedes-Benz SLK350,"$26,998*",62K miles,8 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"95.7""","42.5""","39.1""",Null,"3,417 lbs",Null,Rear Wheel Drive,Automatic,273,3500,"162.8"" L "," 71.5"" W "," 51.2"" H",21 city,29 hwy,6-cyl, Gas, 3.5L,Gray,Brown,780.0
124,2020 Dodge Challenger GT,"$27,998*",54K miles,3 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"3,894 lbs",Null,Rear Wheel Drive,Automatic,268,4800,"197.9"" L "," 75.7"" W "," 57.5"" H",19 city,30 hwy,6-cyl, Gas, 3.6L,Purple,Black,558.3333333333334
125,2017 Dodge Challenger 392 Hemi Scat Pack Shaker,"$37,998*",25K miles,6 year(s),,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"4,232 lbs",Null,Rear Wheel Drive,Automatic,475,4100,"197.9"" L "," 75.7"" W "," 57.5"" H",14 city,23 hwy,8-cyl, Gas, 6.4L,Gray,Black,1158.5365853658536
126,2021 Chevrolet Camaro LT1,"$42,998*",11K miles,2 year(s),No Accidents or Damage Reported,Null,,19.0 gal,"110.7""","43.9""","38.4""",Null,"3,865 lbs",Null,Null,Automatic,455,4400,"188.3"" L "," 74.7"" W "," 52.9"" H",Null,Null,8-cyl, Gas, 6.2L,Black,Black,1034.090909090909
127,2016 Acura TLX,"$18,998*",76K miles,7 year(s),No Accidents or Damage Reported,Null,,17.2 gal,"109.3""","42.6""","37.2""",Null,"3,492 lbs",Null,Front Wheel Drive,Automatic,182,4500,"190.3"" L "," 73"" W "," 57"" H",24 city,35 hwy,4-cyl, Gas, 2.4L,Black,Brown,404.4444444444444
128,2014 Chevrolet Corvette Stingray,"$44,998*",12K miles,9 year(s),No Accidents or Damage Reported,Null,5 Service Record(s) Reported,18.5 gal,"106.70""","43.00""","37.90""",Null,"3,298 lbs",Null,Rear Wheel Drive,Automatic,460,4600,"176.90"" L "," 73.90"" W "," 48.80"" H",17 city,29 hwy,8-cyl, Gas, 6.2L,Yellow,Black,1000.0
129,2017 Mercedes-Benz SLC300,"$28,998*",53K miles,6 year(s),,Null,14 Service Record(s) Reported,15.9 gal,"95.7""","42.5""","38""",Null,"3,296 lbs",Null,Rear Wheel Drive,Automatic,273,1300,"162.8"" L "," 71.5"" W "," 51.3"" H",25 city,32 hwy,4-cyl, Turbo Gas, 2.0L,Black,Tan,2100.0
131,2018 Dodge Challenger R/T Scat Pack,"$37,998*",22K miles,5 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"4,232 lbs",Null,Rear Wheel Drive,Manual 6 Speed,475,4100,"197.9"" L "," 75.7"" W "," 57.5"" H",14 city,23 hwy,8-cyl, Gas, 6.4L,White,Black,1158.5365853658536
132,2013 Dodge Dart Limited,"$14,998*",96K miles,10 year(s),No Accidents or Damage Reported,Null,26 Service Record(s) Reported,15.800 gal,"106.400""","42.200""","38.600""",Null,"3,186 lbs",Null,Front Wheel Drive,Automatic,148,4600,"183.900"" L "," 72.000"" W "," 57.700"" H",25 city,36 hwy,4-cyl, Gas, 2.0L,Black,Black,321.7391304347826
134,2014 Smart Fortwo Passion,"$9,599*",84K miles,9 year(s),No Accidents or Damage Reported,Null,,8.7 gal,"73.5""","41.2""","39.7""",Null,"1,808 lbs",Null,Rear Wheel Drive,Automatic,68,4500,"106.1"" L "," 61.4"" W "," 60.7"" H",34 city,38 hwy,3-cyl, Gas, 1.0L,White,Black,151.11111111111111
135,2013 Dodge Challenger R/T,"$25,998*",39K miles,10 year(s),,Null,3 Service Record(s) Reported,19.500 gal,"116.000""","42.000""","39.300""",Null,"4,041 lbs",Null,Null,Automatic,400,4400,"197.700"" L "," 75.700"" W "," 57.100"" H",15 city,23 hwy,8-cyl, Gas, 5.7L,Black,Black,909.0909090909091
136,2016 Ford Mustang Ecoboost,"$19,998*",81K miles,7 year(s),,Null,4 Service Record(s) Reported,15.5 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,320,2500,"188.3"" L "," 75.4"" W "," 54.4"" H",22 city,31 hwy,4-cyl, Turbo Gas, 2.3L,Black,Black,1280.0
138,2015 Chevrolet Camaro SS,"$25,998*",85K miles,8 year(s),No Accidents or Damage Reported,Null,5 Service Record(s) Reported,19.0 gal,"112.30""","42.40""","37.40""",Null,"3,908 lbs",Null,Rear Wheel Drive,Automatic,420,4600,"190.6"" L "," 75.50"" W "," 54.20"" H",16 city,24 hwy,8-cyl, Gas, 6.2L,Black,Black,913.0434782608696
139,2020 Ford Mustang Ecoboost,"$22,998*",74K miles,3 year(s),No Accidents or Damage Reported,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",21 city,30 hwy,4-cyl, Turbo Gas, 2.3L,Silver,Black,1166.6666666666667
140,2017 Mercedes-Benz SLC300,"$29,998*",40K miles,6 year(s),,Null,1 Service Record(s) Reported,15.9 gal,"95.7""","42.5""","38""",Null,"3,296 lbs",Null,Rear Wheel Drive,Automatic,273,1300,"162.8"" L "," 71.5"" W "," 51.3"" H",25 city,32 hwy,4-cyl, Turbo Gas, 2.0L,Red,Black,2100.0
141,2014 Dodge Dart SXT,"$15,998*",90K miles,9 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,14.2 gal,"106.4""","42.2""","38.6""",Null,"3,186 lbs",Null,Front Wheel Drive,Automatic,171,4800,"183.9"" L "," 72"" W "," 57.7"" H",22 city,35 hwy,4-cyl, Gas, 2.4L,Black,Black,356.24999999999994
142,2015 Scion FR-S,"$17,998*",124K miles,8 year(s),,Null,,13.2 gal,"101.2""","41.9""","37.1""",Null,"2,806 lbs",Null,Rear Wheel Drive,Automatic,151,6400,"166.7"" L "," 69.9"" W "," 50.6"" H",25 city,34 hwy,4-cyl, Gas, 2.0L,White,Black,235.9375
143,2016 Chevrolet Corvette Stingray Z51,"$48,998*",18K miles,7 year(s),,Null,,18.5 gal,"106.70""","43.00""","37.90""",Null,"3,362 lbs",Null,Rear Wheel Drive,Manual 7 Speed,465,4600,"176.90"" L "," 73.90"" W "," 48.9"" H",17 city,29 hwy,8-cyl, Gas, 6.2L,Yellow,Black,1010.8695652173913
144,2016 Mercedes-Benz AMG GT S,"$71,998*",30K miles,7 year(s),No Accidents or Damage Reported,Null,,17 gal,"103.5""","""","39.5""",Null,"3,627 lbs",Null,Rear Wheel Drive,Automatic,479,1750,"179"" L "," 76.3"" W "," 50.7"" H",16 city,22 hwy,8-cyl, Turbo Gas, 4.0L,Gray,Gray,2737.142857142857
145,2018 Chevrolet Camaro SS,"$37,998*",46K miles,5 year(s),,Null,1 Service Record(s) Reported,19.0 gal,"110.70""","43.90""","38.50""",Null,"3,685 lbs",Null,Rear Wheel Drive,Automatic,455,4400,"188.30"" L "," 74.70"" W "," 53.10"" H",16 city,25 hwy,8-cyl, Gas, 6.2L,Blue,Black,1034.090909090909
146,2018 Mini Cooper S,"$21,998*",35K miles,5 year(s),,Null,,11.6 gal,"98.2""","41.4""","40.3""",Null,"2,760 lbs",Null,Null,Automatic,207,1250,"151.9"" L "," 68"" W "," 55.7"" H",23 city,32 hwy,4-cyl, Turbo Gas, 2.0L,Black,Black,1656.0
147,2022 Dodge Challenger R/T Scat Pack Widebody,"$52,998*",8K miles,1 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"4,298 lbs",Null,Null,Automatic,475,4100,"197.9"" L "," 78.3"" W "," 57.5"" H",Null,Null,8-cyl, Gas, 6.4L,White,Black,1158.5365853658536
148,2020 Chevrolet Camaro LT,"$29,998*",42K miles,3 year(s),No Accidents or Damage Reported,Null,,19.0 gal,"110.7""","43.9""","38.5""",Null,"3,354 lbs",Null,Null,Automatic,284,5300,"188.3"" L "," 74.7"" W "," 53.1"" H",20 city,30 hwy,6-cyl, Gas, 3.6L,Black,Black,535.8490566037736
149,2017 Mercedes-Benz AMG GT,"$74,998*",28K miles,6 year(s),,Null,3 Service Record(s) Reported,19.8 gal,"103.5""","""","39.5""",Null,"3,560 lbs",Null,Rear Wheel Drive,Automatic,443,1600,"179"" L "," 76.3"" W "," 50.7"" H",16 city,22 hwy,8-cyl, Turbo Gas, 4.0L,White,Brown,2768.75
150,2017 Ford Mustang,"$23,998*",44K miles,6 year(s),No Accidents or Damage Reported,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,526 lbs",Null,Rear Wheel Drive,Automatic,280,4000,"188.3"" L "," 75.4"" W "," 54.4"" H",18 city,27 hwy,6-cyl, Gas, 3.7L,Red,Black,700.0000000000001
151,2020 Ford Mustang Ecoboost Premium,"$28,998*",28K miles,3 year(s),No Accidents or Damage Reported,Null,5 Service Record(s) Reported,16 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",21 city,30 hwy,4-cyl, Turbo Gas, 2.3L,Silver,Black,1166.6666666666667
152,2013 Ford Mustang,"$16,998*",73K miles,10 year(s),No Accidents or Damage Reported,Null,,16.000 gal,"107.100""","42.400""","38.500""",Null,"3,501 lbs",Null,Null,Automatic,280,4250,"188.500"" L "," 73.900"" W "," 55.600"" H",19 city,29 hwy,6-cyl, Gas, 3.7L,Silver,Black,658.8235294117648
153,2014 Scion FR-S,"$20,998*",77K miles,9 year(s),No Accidents or Damage Reported,Null,5 Service Record(s) Reported,13.2 gal,"101.2""","41.9""","37.1""",Null,"2,806 lbs",Null,Rear Wheel Drive,Automatic,151,6400,"166.7"" L "," 69.9"" W "," 50.6"" H",25 city,34 hwy,4-cyl, Gas, 2.0L,Black,Black,235.9375
154,2020 Ford Mustang Ecoboost,"$26,998*",23K miles,3 year(s),,Null,1 Service Record(s) Reported,16 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",21 city,30 hwy,4-cyl, Turbo Gas, 2.3L,Black,Black,1166.6666666666667
155,2021 Ford Mustang GT Premium,"$39,998*",12K miles,2 year(s),No Accidents or Damage Reported,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,825 lbs",Null,Null,Automatic,420,4600,"188.3"" L "," 75.4"" W "," 54.9"" H",Null,Null,8-cyl, Gas, 5.0L,White,Black,913.0434782608696
156,2020 Ford Mustang Ecoboost,"$23,998*",42K miles,3 year(s),,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,532 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.4"" H",21 city,30 hwy,4-cyl, Turbo Gas, 2.3L,Gray,Black,1166.6666666666667
157,2021 Ford Mustang Ecoboost Premium,"$25,998*",42K miles,2 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,16 gal,"107.1""","44.5""","37.6""",Null,"3,642 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.9"" H",27 hwy,,4-cyl, Turbo Gas, 2.3L,White,Black,1166.6666666666667
158,2017 Ford Mustang,"$22,998*",48K miles,6 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,16 gal,"107.1""","44.5""","37.6""",Null,"3,526 lbs",Null,Rear Wheel Drive,Manual 6 Speed,280,4000,"188.3"" L "," 75.4"" W "," 54.4"" H",18 city,27 hwy,6-cyl, Gas, 3.7L,Red,Black,700.0000000000001
159,2018 Chevrolet Camaro LT,"$24,998*",39K miles,5 year(s),No Accidents or Damage Reported,Null,,19.0 gal,"110.70""","43.90""","38.50""",Null,"3,339 lbs",Null,Rear Wheel Drive,Automatic,284,5300,"188.30"" L "," 74.70"" W "," 53.10"" H",19 city,29 hwy,6-cyl, Gas, 3.6L,Silver,Black,535.8490566037736
161,2017 Mazda MX-5 Miata RF Grand Touring,"$23,998*",43K miles,6 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,11.9 gal,"90.9""","43.1""","36.8""",Null,"2,494 lbs",Null,Rear Wheel Drive,Automatic,148,4600,"154.1"" L "," 68.3"" W "," 49"" H",27 city,36 hwy,4-cyl, Gas, 2.0L,Gray,Black,321.7391304347826
162,2020 Ford Mustang Ecoboost Premium,"$27,998*",32K miles,3 year(s),,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,642 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.9"" H",20 city,28 hwy,4-cyl, Turbo Gas, 2.3L,Gray,Black,1166.6666666666667
163,2018 Jaguar XF 25t R-Sport,"$27,998*",36K miles,5 year(s),No Accidents or Damage Reported,Null,,19.5 gal,"116.5""","41.5""","37.1""",Null,"3,715 lbs",Null,All Wheel Drive,Automatic,269,1200,"195.2"" L "," 78.2"" W "," 57.4"" H",23 city,33 hwy,4-cyl, Turbo Gas, 2.0L,Silver,Black,2241.6666666666665
164,2020 Chevrolet Camaro 2SS,"$40,998*",15K miles,3 year(s),No Accidents or Damage Reported,Null,,19.0 gal,"110.7""","43.9""","38.4""",Null,"3,937 lbs",Null,Null,Automatic,455,4400,"188.3"" L "," 74.7"" W "," 52.9"" H",16 city,24 hwy,8-cyl, Gas, 6.2L,Blue,Black,1034.090909090909
165,2019 Dodge Challenger R/T Scat Pack Widebody,"$47,998*",16K miles,4 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"116.2""","42""","39.3""",Null,"4,232 lbs",Null,Null,Automatic,475,4100,"197.9"" L "," 79.2"" W "," 57.5"" H",14 city,23 hwy,8-cyl, Gas, 6.4L,White,Black,1158.5365853658536
166,2021 Ford Mustang Ecoboost Premium,"$32,998*",9K miles,2 year(s),,Null,,16 gal,"107.1""","44.5""","37.6""",Null,"3,642 lbs",Null,Null,Automatic,350,3000,"188.3"" L "," 75.4"" W "," 54.9"" H",27 hwy,,4-cyl, Turbo Gas, 2.3L,Black,Black,1166.6666666666667
167,2021 Chevrolet Corvette Stingray 3LT,"$79,998*",18K miles,2 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"107.2""","42.8""","37.9""",Null,"3,366 lbs",Null,Rear Wheel Drive,Automatic,465,5150,"182.3"" L "," 76.1"" W "," 48.6"" H",15 city,27 hwy,8-cyl, Gas, 6.2L,Red,Brown,902.9126213592233
168,2012 Mitsubishi Eclipse GS Sport,"$17,998*",64K miles,11 year(s),No Accidents or Damage Reported,Null,,17.7 gal,"101.4""","42.8""","39.6""",Null,"3,527 lbs",Null,Front Wheel Drive,Automatic,162,4000,"180.4"" L "," 72.2"" W "," 54.1"" H",20 city,27 hwy,4-cyl, Gas, 2.4L,Orange,Orange,405.0
169,2020 Acura TLX A-Spec,"$31,998*",28K miles,3 year(s),No Accidents or Damage Reported,Null,,17.2 gal,"109.3""","42.6""","37.2""",Null,"3,548 lbs",Null,Front Wheel Drive,Automatic,182,4500,"191"" L "," 73"" W "," 57"" H",23 city,32 hwy,4-cyl, Gas, 2.4L,Blue,Red,404.4444444444444
170,2018 Jaguar XE Premium,"$27,998*",46K miles,5 year(s),No Accidents or Damage Reported,Null,,16.6 gal,"111.6""","""","""",Null,"3,515 lbs",Null,All Wheel Drive,Automatic,269,1300,"183.9"" L "," 72.8"" W "," 56.1"" H",24 city,34 hwy,4-cyl, Turbo Gas, 2.0L,Gray,Black,2069.2307692307695
172,2013 Ford Mustang,"$15,998*",95K miles,10 year(s),No Accidents or Damage Reported,Null,,16.000 gal,"107.100""","42.400""","38.800""",Null,"3,630 lbs",Null,Null,Automatic,280,4250,"188.500"" L "," 73.900"" W "," 56.100"" H",19 city,29 hwy,6-cyl, Gas, 3.7L,Silver,Black,658.8235294117648
173,2020 Audi S3 Premium Plus S-Line,"$37,998*",17K miles,3 year(s),,Null,,14.5 gal,"103.6""","41.2""","36.5""",Null,"3,494 lbs",Null,All Wheel Drive,Automatic,280,1900,"175.8"" L "," 70.7"" W "," 54.8"" H",22 city,29 hwy,4-cyl, Turbo Gas, 2.0L,Black,Black,1473.6842105263156
174,2015 Acura TLX,"$16,998*",114K miles,8 year(s),,Null,7 Service Record(s) Reported,17.2 gal,"109.3""","42.6""","37.2""",Null,"3,492 lbs",Null,Front Wheel Drive,Automatic,182,4500,"190.3"" L "," 73"" W "," 57"" H",24 city,35 hwy,4-cyl, Gas, 2.4L,Brown,Tan,404.4444444444444
