ages,accident_damages,Insurance,service_repairs,Name,Price,Mileage,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,drive_type_text,transmission_text,torque_num,torque_rpm,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque
7 year(s),No Accidents or Damage Reported,Null,7 Service Record(s) Reported,2016 Jeep Grand Cherokee Limited,"$23,998*",58K miles,24.6 gal,"114.8""","40.3""","39.9""",36.3 cu ft,"4,875 lbs","3,500/3,500 lbs",Four Wheel Drive,Automatic,260,4000,"189.8"" L "," 76.5"" W "," 69.3"" H",18 city,25 hwy,6-cyl, Gas, 3.6L,Gray,Black,650.0
3 year(s),,Null,3 Service Record(s) Reported,2020 Land Rover Range Rover Evoque R-Dynamic SE,"$37,998*",54K miles,17.7 gal,"105.6""","40""","39.9""",21.5 cu ft,"4,075 lbs","3,968/3,968 lbs",All Wheel Drive,Automatic,295,1500,"172.1"" L "," 75"" W "," 64.9"" H",21 city,26 hwy,4-cyl, Turbo Gas, 2.0L,Black,Black,1966.6666666666665
11 year(s),No Accidents or Damage Reported,Null,,2012 Jeep Wrangler Sport,"$19,998*",113K miles,18.6 gal,"95.4""","41.0""","41.3""",Null,"3,760 lbs",Null,Four Wheel Drive,Manual 6 Speed,260,4800,Null,,,17 city,21 hwy,6-cyl, Gas, 3.6L,Silver,Black,541.6666666666666
4 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,2019 Jeep Compass Trailhawk,"$23,998*",52K miles,13.5 gal,"103.8""","41.8""","39.2""",27.2 cu ft,"3,633 lbs","1,000/1,000 lbs",Four Wheel Drive,Automatic,175,3900,"173"" L "," 73.8"" W "," 64.8"" H",22 city,30 hwy,4-cyl, Gas, 2.4L,White,Black,448.71794871794873
3 year(s),,Null,,2020 Kia Sorento LX,"$22,998*",45K miles,18.8 gal,"109.4""","44.1""","39.5""",11.3 cu ft,"3,953 lbs","2,000/2,000 lbs",All Wheel Drive,Automatic,178,4000,"189"" L "," 74.4"" W "," 66.3"" H",21 city,26 hwy,4-cyl, Gas, 2.4L,Blue,Black,445.0
2 year(s),,Null,,2021 Buick Encore Preferred,"$21,998*",19K miles,14.0 gal,"100.6""","40.8""","39.58""",Null,"3,237 lbs",Null,Front Wheel Drive,Automatic,148,1850,"168.35"" L "," 70.1"" W "," 65.2"" H",24 city,,4-cyl, Turbo Gas, 1.4L,White,Black,800.0
1 year(s),No Accidents or Damage Reported,Null,,2022 Toyota 4Runner SR5 Premium,"$36,998*",41K miles,23 gal,"109.8""","41.7""","39.3""",47.2 cu ft,"4,675 lbs","5,000/5,000 lbs",Four Wheel Drive,Automatic,278,4400,"190.2"" L "," 75.8"" W "," 71.5"" H",Null,Null,6-cyl, Gas, 4.0L,White,Black,631.8181818181819
6 year(s),,Null,2 Service Record(s) Reported,2017 Honda HR-V EX,"$21,998*",48K miles,13.2 gal,"102.8""","41.2""","37.6""",23.2 cu ft,"3,094 lbs",Null,All Wheel Drive,Automatic,127,4300,"169.1"" L "," 69.8"" W "," 63.2"" H",27 city,31 hwy,4-cyl, Gas, 1.8L,Black,Black,295.34883720930236
3 year(s),,Null,,2020 Audi Q5 Titanium Premium,"$28,998*",72K miles,18.5 gal,"111""","41""","40.2""",25.1 cu ft,"4,034 lbs","4,400/4,400 lbs",All Wheel Drive,Automatic,273,1600,"183.6"" L "," 74.5"" W "," 65.3"" H",22 city,28 hwy,4-cyl, Turbo Gas, 2.0L,Gray,Black,1706.25
2 year(s),No Accidents or Damage Reported,Null,9 Service Record(s) Reported,2021 Honda Pilot Touring,"$37,998*",38K miles,19.5 gal,"111""","40.9""","39.5""",16.5 cu ft,"4,127 lbs","3,500/3,500 lbs",Front Wheel Drive,Automatic,262,4700,"196.5"" L "," 78.6"" W "," 70.6"" H",20 city,27 hwy,6-cyl, Gas, 3.5L,White,Tan,557.4468085106383
4 year(s),No Accidents or Damage Reported,Null,,2019 Volvo XC90 T6 Momentum,"$37,998*",36K miles,18.8 gal,"117.5""","40.9""","38.9""",12.6 cu ft,"4,394 lbs","5,000/5,000 lbs",All Wheel Drive,Automatic,295,2200,"194.9"" L "," 79.1"" W "," 69.9"" H",19 city,26 hwy,4-cyl, Turbo Supercharged, 2.0L,Blue,Tan,1340.909090909091
9 year(s),No Accidents or Damage Reported,Null,,2014 GMC Acadia SLT,"$19,998*",84K miles,22.0 gal,"118.90""","41.30""","40.30""",24.1 cu ft,"4,850 lbs",Null,All Wheel Drive,Automatic,270,3400,"200.8"" L "," 78.9"" W "," 70.40"" H",16 city,23 hwy,6-cyl, Gas, 3.6L,Gray,Black,794.1176470588235
5 year(s),,Null,,2018 Hyundai Tucson SEL,"$16,998*",101K miles,16.4 gal,"105.1""","41.5""","39.6""",31 cu ft,"3,300 lbs","1,000/1,000 lbs",Front Wheel Drive,Automatic,151,4000,"176.2"" L "," 72.8"" W "," 64.8"" H",23 city,30 hwy,4-cyl, Gas, 2.0L,Blue,Black,377.5
1 year(s),No Accidents or Damage Reported,Null,,2022 Nissan Rogue SV,"$28,998*",14K miles,14.5 gal,"106.5""","41.5""","41.1""",36.5 cu ft,"3,618 lbs","1,500/1,500 lbs",All Wheel Drive,Automatic,225,2800,"183"" L "," 72.4"" W "," 66.5"" H",28 city,35 hwy,3-cyl, Turbo Gas, 1.5L,Gray,Black,803.5714285714287
4 year(s),No Accidents or Damage Reported,Null,,2019 Volvo XC90 T6 Momentum,"$34,998*",46K miles,18.8 gal,"117.5""","40.9""","38.9""",12.6 cu ft,"4,394 lbs","5,000/5,000 lbs",All Wheel Drive,Automatic,295,2200,"194.9"" L "," 79.1"" W "," 69.9"" H",19 city,26 hwy,4-cyl, Turbo Supercharged, 2.0L,Black,Champagne,1340.909090909091
3 year(s),No Accidents or Damage Reported,Null,,2020 Volvo XC90 T6 Momentum,"$39,998*",32K miles,18.8 gal,"117.5""","40.9""","38.9""",12.6 cu ft,"4,394 lbs","5,000/5,000 lbs",All Wheel Drive,Automatic,295,2200,"194.9"" L "," 79.1"" W "," 69.9"" H",20 city,27 hwy,4-cyl, Turbo Supercharged, 2.0L,White,Tan,1340.909090909091
3 year(s),,Null,,2020 Chevrolet Suburban 1500 Premier,"$44,998*",85K miles,31 gal,"130.00""","45.30""","42.80""",39.3 cu ft,"5,653 lbs",Null,Four Wheel Drive,Automatic,383,4100,"224.4"" L "," 80.50"" W "," 74.4"" H",14 city,21 hwy,8-cyl, Gas, 5.3L,Silver,Black,934.1463414634146
3 year(s),,Null,1 Service Record(s) Reported,2020 Acura MDX SH-AWD,"$31,998*",55K miles,19.5 gal,"111""","41.4""","38.1""",15.8 cu ft,"4,239 lbs","5,000/5,000 lbs",All Wheel Drive,Automatic,267,4700,"196.2"" L "," 77.7"" W "," 67.4"" H",19 city,26 hwy,6-cyl, Gas, 3.5L,Gray,Black,568.0851063829788
Current Year,No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2023 Nissan Kicks S,"$23,998*",17K miles,10.8 gal,"103.1""","43.7""","40.4""",25.3 cu ft,"2,682 lbs",Null,Front Wheel Drive,Automatic,114,4000,"169.1"" L "," 69.3"" W "," 63.3"" H",31 city,36 hwy,4-cyl, Gas, 1.6L,Gray,Black,285.0
Current Year,No Accidents or Damage Reported,Null,,2023 Kia Seltos Nightfall,"$28,998*",4K miles,13.2 gal,"103.5""","41.4""","40""",26.6 cu ft,"3,317 lbs",Null,All Wheel Drive,Automatic,195,1500,"172"" L "," 70.9"" W "," 63.6"" H",Null,Null,4-cyl, Turbo Gas, 1.6L,Silver,Black,1300.0
Current Year,No Accidents or Damage Reported,Null,,2023 Kia Sportage X-Line,"$32,998*",27K miles,14.3 gal,"108.5""","41.4""","39.6""",39.6 cu ft,"3,543 lbs","1,653/1,653 lbs",All Wheel Drive,Automatic,178,4000,"183.5"" L "," 73.4"" W "," 66.9"" H",23 city,28 hwy,4-cyl, Gas, 2.5L,Black,Gray,445.0
6 year(s),,Null,,2017 Mercedes-Benz GLA250,"$22,998*",72K miles,14.8 gal,"106.3""","41.9""","38.3""",17.2 cu ft,"3,296 lbs",Null,Front Wheel Drive,Automatic,258,1250,"173.9"" L "," 71"" W "," 60"" H",24 city,33 hwy,4-cyl, Turbo Gas, 2.0L,Gray,Black,2064.0
Current Year,No Accidents or Damage Reported,Null,,2023 Toyota Sequoia Limited,"$73,998*",17K miles,22.5 gal,"122""","41.2""","39.2""",22.3 cu ft,"5,855 lbs","9,300/9,300 lbs",Rear Wheel Drive,Automatic,583,2400,"208.1"" L "," 79.6"" W "," 74.2"" H",21 city,24 hwy,6-cyl, Turbo Hybrid, 3.5L,Red,Gray,2429.1666666666665
5 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2018 Toyota Highlander Hybrid XLE,"$35,998*",54K miles,17.2 gal,"109.8""","44.2""","39.5""",13.8 cu ft,"4,464 lbs","3,500/3,500 lbs",All Wheel Drive,Automatic,215,4800,"192.5"" L "," 75.8"" W "," 68.1"" H",29 city,27 hwy,6-cyl, Hybrid, 3.5L,Gray,Black,447.9166666666667
Current Year,No Accidents or Damage Reported,Null,,2023 Buick Encore GX Preferred,"$25,998*",6K miles,13.2 gal,"102.2""","40.9""","39.7""",Null,Null,Null,Front Wheel Drive,Automatic,162,2500,Null,,,29 city,31 hwy,0-cyl, Turbo Gas, 1.2L,Gray,Black,648.0
2 year(s),No Accidents or Damage Reported,Null,,2021 Toyota 4Runner TRD Off Road Premium,"$42,998*",39K miles,23 gal,"109.8""","41.7""","39.3""",46.3 cu ft,"4,750 lbs","5,000/5,000 lbs",Four Wheel Drive,Automatic,278,4400,"191.3"" L "," 75.8"" W "," 71.5"" H",16 city,19 hwy,6-cyl, Gas, 4.0L,Blue,Black,631.8181818181819
4 year(s),No Accidents or Damage Reported,Null,,2019 Chevrolet Trax LS,"$18,998*",45K miles,14 gal,"100.6""","40.8""","39.6""",Null,"3,124 lbs",Null,Front Wheel Drive,Automatic,148,1850,"167.2"" L "," 69.9"" W "," 64.9"" H",26 city,31 hwy,4-cyl, Turbo Gas, 1.4L,Black,Black,800.0
2 year(s),,Null,,2021 Volkswagen Atlas SEL,"$37,998*",34K miles,18.6 gal,"117.3""","41.5""","41.3""",20.6 cu ft,"4,502 lbs","5,000/5,000 lbs",All Wheel Drive,Automatic,266,2750,"198.3"" L "," 78.3"" W "," 70"" H",16 city,22 hwy,6-cyl, Gas, 3.6L,White,Gray,967.2727272727274
5 year(s),,Null,,2018 Mercedes-Benz GLC300,"$29,998*",54K miles,17.4 gal,"113.1""","40.8""","41.9""",19.4 cu ft,"4,001 lbs","3,500/3,500 lbs",All Wheel Drive,Automatic,273,1300,"183.3"" L "," 74.4"" W "," 64.5"" H",21 city,28 hwy,4-cyl, Turbo Gas, 2.0L,White,Black,2100.0
2 year(s),No Accidents or Damage Reported,Null,,2021 Kia Sorento SX,"$34,998*",44K miles,17.7 gal,"110.8""","41.4""","40.3""",12.6 cu ft,"4,120 lbs","3,500/3,500 lbs",All Wheel Drive,Automatic,311,1700,"188.9"" L "," 74.8"" W "," 66.7"" H",21 city,28 hwy,4-cyl, Turbo Gas, 2.5L,Black,Black,1829.4117647058824
4 year(s),No Accidents or Damage Reported,Null,,2019 GMC Yukon XL 1500 Denali,"$51,998*",39K miles,31.0 gal,"130.0""","45.3""","42.8""",39.3 cu ft,"5,655 lbs",Null,Rear Wheel Drive,Automatic,460,4100,"224.4"" L "," 80.5"" W "," 74.4"" H",14 city,23 hwy,8-cyl, Gas, 6.2L,Red,Black,1121.9512195121952
9 year(s),No Accidents or Damage Reported,Null,,2014 Kia Soul +,"$14,998*",86K miles,14.2 gal,"101.2""","40.9""","39.6""",Null,"2,879 lbs",Null,Front Wheel Drive,Automatic,151,4000,"163"" L "," 70.9"" W "," 63"" H",23 city,31 hwy,4-cyl, Gas, 2.0L,Red,Black,377.5
2 year(s),No Accidents or Damage Reported,Null,,2021 Kia Telluride EX,"$31,998*",78K miles,18.8 gal,"114.2""","41.4""","39.5""",21 cu ft,"4,255 lbs","5,000/5,000 lbs",All Wheel Drive,Automatic,262,5200,"196.9"" L "," 78.3"" W "," 68.9"" H",19 city,24 hwy,6-cyl, Gas, 3.8L,Gray,Black,503.8461538461538
1 year(s),No Accidents or Damage Reported,Null,,2022 Toyota 4Runner TRD Off Road Premium,"$38,998*",48K miles,23 gal,"109.8""","41.7""","39.3""",46.3 cu ft,"4,750 lbs","5,000/5,000 lbs",Four Wheel Drive,Automatic,278,4400,"191.3"" L "," 75.8"" W "," 71.5"" H",Null,Null,6-cyl, Gas, 4.0L,Black,Black,631.8181818181819
1 year(s),No Accidents or Damage Reported,Null,,2022 Toyota Highlander XLE,"$41,998*",11K miles,17.9 gal,"112.2""","42""","39.6""",16 cu ft,"4,195 lbs","5,000/5,000 lbs",Front Wheel Drive,Automatic,263,4700,"194.9"" L "," 76"" W "," 68.1"" H",21 city,29 hwy,6-cyl, Gas, 3.5L,Black,Black,559.5744680851064
6 year(s),No Accidents or Damage Reported,Null,5 Service Record(s) Reported,2017 Ford Explorer XLT,"$22,998*",83K miles,18.6 gal,"112.8""","42.9""","41.4""",21 cu ft,"4,443 lbs","2,000/2,000 lbs",Front Wheel Drive,Automatic,255,4000,"198.3"" L "," 78.9"" W "," 70"" H",17 city,24 hwy,6-cyl, Gas, 3.5L,White,Black,637.5
5 year(s),No Accidents or Damage Reported,Null,,2018 Subaru Crosstrek Premium,"$20,998*",94K miles,16.6 gal,"104.9""","43.1""","39.8""",20.8 cu ft,"3,186 lbs","1,500/1,500 lbs",All Wheel Drive,Automatic,145,4000,"175.8"" L "," 71"" W "," 63.6"" H",27 city,33 hwy,4-cyl, Gas, 2.0L,Black,Black,362.5
8 year(s),No Accidents or Damage Reported,Null,,2015 Mercedes-Benz ML350,"$21,998*",74K miles,24.6 gal,"114.8""","40.3""","40.4""",38.2 cu ft,"4,751 lbs","7,200/7,200 lbs",All Wheel Drive,Automatic,273,3500,"189.1"" L "," 75.8"" W "," 70.7"" H",17 city,22 hwy,6-cyl, Gas, 3.5L,Gray,Black,780.0
7 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2016 Kia Soul,"$14,599*",62K miles,14.2 gal,"101.2""","40.9""","39.6""",Null,"2,784 lbs",Null,Front Wheel Drive,Automatic,118,4850,"163"" L "," 70.9"" W "," 63"" H",24 city,30 hwy,4-cyl, Gas, 1.6L,Gray,Black,243.29896907216497
3 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,2020 Toyota 4Runner SR5 Premium,"$40,998*",16K miles,23 gal,"109.8""","41.7""","39.3""",47.2 cu ft,"4,675 lbs","5,000/5,000 lbs",Four Wheel Drive,Automatic,278,4400,"190.2"" L "," 75.8"" W "," 71.5"" H",16 city,19 hwy,6-cyl, Gas, 4.0L,Silver,Black,631.8181818181819
5 year(s),No Accidents or Damage Reported,Null,,2018 Volkswagen Tiguan S,"$20,998*",56K miles,15.3 gal,"109.8""","40.2""","39.6""",12 cu ft,"3,777 lbs",Null,Front Wheel Drive,Automatic,221,1600,"185.1"" L "," 72.4"" W "," 66.3"" H",22 city,27 hwy,4-cyl, Turbo Gas, 2.0L,White,Gray,1381.25
1 year(s),No Accidents or Damage Reported,Null,,2022 Toyota 4Runner SR5 Premium,"$40,998*",31K miles,23 gal,"109.8""","41.7""","39.3""",47.2 cu ft,"4,675 lbs","5,000/5,000 lbs",Four Wheel Drive,Automatic,278,4400,"190.2"" L "," 75.8"" W "," 71.5"" H",Null,Null,6-cyl, Gas, 4.0L,Black,Gray,631.8181818181819
4 year(s),,Null,,2019 Toyota Highlander Hybrid Limited Platinum,"$39,998*",47K miles,17.2 gal,"109.8""","44.2""","39.8""",13.6 cu ft,"4,861 lbs","3,500/3,500 lbs",All Wheel Drive,Automatic,215,4800,"192.5"" L "," 75.8"" W "," 68.1"" H",29 city,27 hwy,6-cyl, Hybrid, 3.5L,Silver,Black,447.9166666666667
6 year(s),,Null,,2017 Kia Sorento LX,"$19,998*",68K miles,18.8 gal,"109.4""","44.1""","39.5""",11.3 cu ft,"4,101 lbs","5,000/5,000 lbs",All Wheel Drive,Automatic,252,5300,"187.4"" L "," 74.4"" W "," 66.3"" H",18 city,25 hwy,6-cyl, Gas, 3.3L,Black,Black,475.47169811320754
3 year(s),No Accidents or Damage Reported,Null,,2020 Ford Explorer XLT,"$32,998*",35K miles,19.2 gal,"119.1""","43""","40.7""",18.2 cu ft,"4,345 lbs","5,300/5,300 lbs",Four Wheel Drive,Automatic,310,3500,"198.8"" L "," 78.9"" W "," 69.9"" H",20 city,27 hwy,4-cyl, Turbo Gas, 2.3L,Blue,Black,885.7142857142857
3 year(s),No Accidents or Damage Reported,Null,,2020 Dodge Journey SE,"$20,998*",31K miles,20.5 gal,"113.8""","40.8""","40.8""",10.7 cu ft,"3,818 lbs","1,000/1,000 lbs",Front Wheel Drive,Automatic,166,4000,"192.4"" L "," 72.2"" W "," 66.6"" H",Null,Null,4-cyl, Gas, 2.4L,Blue,Black,415.0
6 year(s),,Null,5 Service Record(s) Reported,2017 Chevrolet Traverse LT,"$19,998*",58K miles,22.0 gal,"118.90""","41.30""","40.40""",24.4 cu ft,"4,713 lbs",Null,Front Wheel Drive,Automatic,266,3400,"203.70"" L "," 78.50"" W "," 69.90"" H",15 city,22 hwy,6-cyl, Gas, 3.6L,Silver,Black,782.3529411764706
1 year(s),No Accidents or Damage Reported,Null,,2022 Toyota 4Runner SR5,"$33,998*",43K miles,23 gal,"109.8""","41.7""","39.3""",47.2 cu ft,"4,675 lbs","5,000/5,000 lbs",Four Wheel Drive,Automatic,278,4400,"190.2"" L "," 75.8"" W "," 71.5"" H",Null,Null,6-cyl, Gas, 4.0L,White,Black,631.8181818181819
2 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,2021 Mazda CX-5 Sport,"$26,998*",10K miles,14.8 gal,"106.2""","41""","39.7""",30.9 cu ft,"3,552 lbs","2,000/2,000 lbs",Front Wheel Drive,Automatic,186,4000,"179.1"" L "," 72.5"" W "," 65.4"" H",25 city,31 hwy,4-cyl, Gas, 2.5L,Blue,Black,465.0
4 year(s),,Null,,2019 Hyundai Santa Fe Limited,"$25,998*",42K miles,18.8 gal,"108.9""","44.1""","41.2""",35.9 cu ft,"4,063 lbs",Null,All Wheel Drive,Automatic,260,1450,"187.8"" L "," 74.4"" W "," 67.1"" H",19 city,24 hwy,4-cyl, Turbo Gas, 2.0L,Gray,Tan,1793.103448275862
5 year(s),,Null,3 Service Record(s) Reported,2018 Toyota Highlander XLE,"$24,998*",105K miles,19.2 gal,"109.8""","44.2""","39.5""",13.8 cu ft,"4,430 lbs","5,000/5,000 lbs",Front Wheel Drive,Automatic,263,4700,"192.5"" L "," 75.8"" W "," 68.1"" H",21 city,27 hwy,6-cyl, Gas, 3.5L,White,Black,559.5744680851064
8 year(s),No Accidents or Damage Reported,Null,,2015 Nissan Rogue SV,"$20,998*",27K miles,14.5 gal,"106.5""","43""","41.6""",39.3 cu ft,"3,545 lbs","1,000/1,000 lbs",All Wheel Drive,Automatic,175,4400,"182.3"" L "," 72.4"" W "," 66.3"" H",25 city,32 hwy,4-cyl, Gas, 2.5L,Blue,Black,397.72727272727275
2 year(s),No Accidents or Damage Reported,Null,,2021 Honda Pilot Special Edition,"$38,998*",12K miles,19.5 gal,"111""","40.9""","39.5""",16.5 cu ft,"4,255 lbs","3,500/3,500 lbs",All Wheel Drive,Automatic,262,4700,"196.5"" L "," 78.6"" W "," 70.6"" H",19 city,26 hwy,6-cyl, Gas, 3.5L,Gray,Black,557.4468085106383
4 year(s),No Accidents or Damage Reported,Null,,2019 Toyota RAV4 LE,"$27,998*",36K miles,14.5 gal,"105.9""","41""","39.5""",37.6 cu ft,"3,370 lbs","1,500/1,500 lbs",Front Wheel Drive,Automatic,184,5000,"180.9"" L "," 73"" W "," 67"" H",26 city,35 hwy,4-cyl, Gas, 2.5L,Gray,Black,368.0
4 year(s),No Accidents or Damage Reported,Null,7 Service Record(s) Reported,2019 Subaru Forester 2.5I Touring,"$27,998*",55K miles,16.6 gal,"105.1""","43.3""","40.2""",28.9 cu ft,"3,588 lbs","1,500/1,500 lbs",All Wheel Drive,Automatic,176,4400,"182.1"" L "," 71.5"" W "," 68.1"" H",26 city,33 hwy,4-cyl, Gas, 2.5L,Red,Black,400.0
3 year(s),No Accidents or Damage Reported,Null,,2020 Ford Explorer ST,"$46,998*",23K miles,21.8 gal,"119.1""","43""","40.7""",18.2 cu ft,"4,701 lbs","5,600/5,600 lbs",Four Wheel Drive,Automatic,415,3500,"198.8"" L "," 78.9"" W "," 70.2"" H",18 city,24 hwy,6-cyl, Turbo Gas, 3.0L,Red,Black,1185.7142857142858
2 year(s),,Null,,2021 Toyota Venza Hybrid XLE,"$32,998*",45K miles,14.5 gal,"105.9""","40.9""","38.6""",28.8 cu ft,"3,891 lbs",Null,All Wheel Drive,Automatic,163,3600,"186.6"" L "," 73"" W "," 65.9"" H",40 city,37 hwy,4-cyl, Hybrid, 2.5L,Red,Black,452.77777777777777
5 year(s),,Null,7 Service Record(s) Reported,2018 Nissan Armada SV,"$24,998*",89K miles,26 gal,"121.1""","41.9""","40.9""",16.5 cu ft,"5,576 lbs","8,500/8,500 lbs",Rear Wheel Drive,Automatic,394,4000,"208.9"" L "," 79.9"" W "," 75.8"" H",14 city,19 hwy,8-cyl, Gas, 5.6L,Black,Black,985.0
1 year(s),,Null,9 Service Record(s) Reported,2022 Toyota Highlander Platinum,"$45,998*",32K miles,17.9 gal,"112.2""","42""","38.4""",16 cu ft,"4,450 lbs","5,000/5,000 lbs",All Wheel Drive,Automatic,263,4700,"194.9"" L "," 76"" W "," 68.1"" H",20 city,27 hwy,6-cyl, Gas, 3.5L,Gray,Black,559.5744680851064
6 year(s),No Accidents or Damage Reported,Null,,2017 Toyota Highlander Limited,"$24,998*",114K miles,19.2 gal,"109.8""","44.2""","39.5""",13.8 cu ft,"4,655 lbs","5,000/5,000 lbs",All Wheel Drive,Automatic,263,4700,"192.5"" L "," 75.8"" W "," 68.1"" H",20 city,26 hwy,6-cyl, Gas, 3.5L,White,Black,559.5744680851064
1 year(s),No Accidents or Damage Reported,Null,,2022 Toyota Highlander Limited,"$42,998*",28K miles,17.9 gal,"112.2""","42""","39.6""",16 cu ft,"4,450 lbs","5,000/5,000 lbs",All Wheel Drive,Automatic,263,4700,"194.9"" L "," 76"" W "," 68.1"" H",20 city,27 hwy,6-cyl, Gas, 3.5L,Black,Black,559.5744680851064
Current Year,No Accidents or Damage Reported,Null,,2023 Toyota Highlander XLE,"$42,998*",8K miles,17.9 gal,"112.2""","42""","38.4""",16 cu ft,"4,195 lbs","5,000/5,000 lbs",Front Wheel Drive,Automatic,310,1700,"194.9"" L "," 76"" W "," 68.1"" H",22 city,29 hwy,4-cyl, Turbo Gas, 2.4L,Green,Black,1823.5294117647059
7 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2016 Honda Pilot EX-L,"$24,998*",80K miles,19.5 gal,"111""","40.9""","39.5""",16.5 cu ft,"4,288 lbs",Null,All Wheel Drive,Automatic,262,4700,"194.5"" L "," 78.6"" W "," 69.8"" H",18 city,26 hwy,6-cyl, Gas, 3.5L,Blue,Gray,557.4468085106383
6 year(s),No Accidents or Damage Reported,Null,,2017 Ford Escape S,"$18,998*",48K miles,15.7 gal,"105.9""","43.1""","39.9""",34.3 cu ft,"3,515 lbs","1,500/1,500 lbs",Front Wheel Drive,Automatic,170,4500,"178.1"" L "," 72.4"" W "," 66.3"" H",21 city,29 hwy,4-cyl, Gas, 2.5L,Orange,Gray,377.77777777777777
5 year(s),,Null,2 Service Record(s) Reported,2018 Kia Sportage LX,"$19,998*",49K miles,16.4 gal,"105.1""","41.5""","39.3""",30.7 cu ft,"3,448 lbs","1,650/1,650 lbs",All Wheel Drive,Automatic,175,4000,"176.4"" L "," 73"" W "," 64.8"" H",21 city,25 hwy,4-cyl, Gas, 2.4L,Red,Black,437.5
3 year(s),No Accidents or Damage Reported,Null,,2020 Nissan Rogue SV,"$23,998*",55K miles,14.5 gal,"106.5""","43""","41.6""",39.3 cu ft,"3,615 lbs","1,102/1,102 lbs",All Wheel Drive,Automatic,175,4400,"184.5"" L "," 72.4"" W "," 68.5"" H",25 city,32 hwy,4-cyl, Gas, 2.5L,Gray,Black,397.72727272727275
3 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,2020 Honda CR-V EX-L,"$31,998*",29K miles,14 gal,"104.7""","41.3""","38""",39.2 cu ft,"3,536 lbs","1,500/1,500 lbs",All Wheel Drive,Automatic,179,2000,"182.1"" L "," 73"" W "," 66.5"" H",27 city,32 hwy,4-cyl, Turbo Gas, 1.5L,White,Tan,895.0
4 year(s),,Null,,2019 Nissan Armada Platinum,"$35,998*",48K miles,26 gal,"121.1""","41.9""","39.8""",16.5 cu ft,"5,716 lbs","8,500/8,500 lbs",Rear Wheel Drive,Automatic,394,4000,"208.9"" L "," 79.9"" W "," 75.8"" H",14 city,19 hwy,8-cyl, Gas, 5.6L,Black,Tan,985.0
5 year(s),No Accidents or Damage Reported,Null,9 Service Record(s) Reported,2018 Subaru Outback 2.5I Premium,"$24,998*",54K miles,18.5 gal,"108.1""","42.9""","40.8""",35.5 cu ft,"3,642 lbs","2,700/2,700 lbs",All Wheel Drive,Automatic,174,4000,"189.6"" L "," 72.4"" W "," 66.1"" H",25 city,32 hwy,4-cyl, Gas, 2.5L,Gray,Black,434.99999999999994
4 year(s),No Accidents or Damage Reported,Null,,2019 Subaru Ascent Premium,"$31,998*",32K miles,19.3 gal,"113.8""","42.2""","41.3""",17.8 cu ft,"4,477 lbs","5,000/5,000 lbs",All Wheel Drive,Automatic,277,2000,"196.8"" L "," 76"" W "," 71.6"" H",21 city,27 hwy,4-cyl, Turbo Gas, 2.4L,Blue,Black,1385.0000000000002
6 year(s),No Accidents or Damage Reported,Null,,2017 Jeep Wrangler Willys Wheeler,"$26,998*",64K miles,18.6 gal,"95.4""","41""","41.3""",12.8 cu ft,"3,879 lbs","2,000/2,000 lbs",Null,Automatic,260,4800,"164.3"" L "," 73.7"" W "," 72.5"" H",17 city,21 hwy,6-cyl, Gas, 3.6L,Black,Black,541.6666666666666
6 year(s),Multiple Damage Events,Null,3 Service Record(s) Reported,2017 Jeep Wrangler Unlimited Sahara,"$26,998*",77K miles,22.5 gal,"116""","41""","41.3""",31.5 cu ft,"4,397 lbs","2,000/2,000 lbs",Null,Automatic,260,4800,"184.9"" L "," 73.7"" W "," 72.6"" H",16 city,21 hwy,6-cyl, Gas, 3.6L,Black,Black,541.6666666666666
3 year(s),,Null,,2020 Honda CR-V LX,"$26,998*",42K miles,14 gal,"104.7""","41.3""","40.1""",39.2 cu ft,"3,455 lbs","1,500/1,500 lbs",All Wheel Drive,Automatic,179,2000,"182.1"" L "," 73"" W "," 66.5"" H",27 city,32 hwy,4-cyl, Turbo Gas, 1.5L,Red,Gray,895.0
3 year(s),,Null,,2020 Ford Explorer XLT,"$27,998*",51K miles,19.2 gal,"119.1""","43""","40.7""",18.2 cu ft,"4,345 lbs","5,300/5,300 lbs",Rear Wheel Drive,Automatic,310,3500,"198.8"" L "," 78.9"" W "," 69.9"" H",21 city,28 hwy,4-cyl, Turbo Gas, 2.3L,Silver,Black,885.7142857142857
