,ages,accident_damages,Insurance,service_repairs,Name,Price,Mileage,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,drive_type_text,transmission_text,torque_num,torque_rpm,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque
43,4,No Accidents or Damage Reported,0,0,2019 Cadillac CTS Luxury,27998,52,285,114.6,45.7,40.4,Null,3757,Null,Rear Wheel Drive,Automatic,285,5300,195.5,72.2,57.2,19,29,6, Gas,3.6,Red,Gray,537.7
44,6,No Accidents or Damage Reported,0,1,2017 Toyota Avalon Limited,27998,32,248,111.0,42.1,37.6,Null,3583,Null,Front Wheel Drive,Automatic,248,4700,195.3,72.2,57.5,21,30,6, Gas,3.5,Black,Black,527.7
45,5,No Accidents or Damage Reported,0,0,2018 Hyundai Elantra SEL,17998,51,132,106.3,42.2,38.8,Null,2811,Null,Front Wheel Drive,Automatic,132,4500,179.9,70.9,56.5,28,37,4, Gas,2.0,Gray,Black,293.3
46,6,No Accidents or Damage Reported,0,1,2017 Cadillac ATS Luxury,22998,43,295,109.3,42.5,38.6,Null,3542,Null,All Wheel Drive,Automatic,295,3000,182.8,71.1,55.9,22,30,4, Turbo Gas,2.0,Red,Gray,983.3
47,8,No Accidents or Damage Reported,0,4,2015 Nissan Sentra SV,15998,65,128,106.3,42.5,39.4,Null,2873,Null,Front Wheel Drive,Automatic,128,3600,182.1,69.3,58.9,29,39,4, Gas,1.8,Gray,Gray,355.6
48,5,No Accidents or Damage Reported,0,1,2018 Audi A4 Premium Plus,25998,59,273,111.0,41.3,38.9,Null,3626,Null,All Wheel Drive,Automatic,273,1600,186.1,72.5,56.2,24,34,4, Turbo Gas,2.0,Black,Black,1706.2
49,2,No Accidents or Damage Reported,0,0,2021 Toyota Camry SE,25998,52,184,111.2,42.1,38.3,Null,3340,Null,Front Wheel Drive,Automatic,184,5000,192.7,72.4,56.9,28,39,4, Gas,2.5,Black,Black,368.0
50,7,No Accidents or Damage Reported,0,0,2016 Audi A6 Premium Plus,20998,63,273,114.6,41.3,37.2,Null,3803,Null,Front Wheel Drive,Automatic,273,1600,194.2,73.8,57.8,24,34,4, Turbo Gas,2.0,Gray,Black,1706.2
51,8,No Accidents or Damage Reported,0,0,2015 Kia K900 Luxury,22998,57,376,119.9,45.9,40.2,Null,4555,Null,Rear Wheel Drive,Automatic,376,5000,200.6,74.8,58.5,15,23,8, Gas,5.0,White,Gray,752.0
52,6,No Accidents or Damage Reported,0,0,2017 Lexus GS 350 F-Sport,32998,58,280,112.2,42.3,38.0,Null,3891,Null,All Wheel Drive,Automatic,280,4800,192.1,72.4,57.9,19,27,6, Gas,3.5,Silver,Black,583.3
53,5,No Accidents or Damage Reported,0,0,2018 Nissan Altima SV,16998,116,177,109.3,45.0,40.0,Null,3233,Null,Front Wheel Drive,Automatic,177,4000,191.9,72.0,57.8,27,38,4, Gas,2.5,White,Tan,442.5
54,1,No Accidents or Damage Reported,0,0,2022 Toyota Camry SE,26998,33,184,111.2,42.1,38.3,Null,3340,Null,Front Wheel Drive,Automatic,184,5000,192.7,72.4,56.9,28,39,4, Gas,2.5,Gray,Gray,368.0
55,9,No Accidents or Damage Reported,0,0,2014 Ford Fiesta SE,12599,92,125,98.0,42.2,39.1,Null,2578,Null,Front Wheel Drive,Manual 5 Speed,125,2500,173.6,67.8,58.0,31,43,3, Turbo Gas,1.0,Silver,Black,500.0
56,3,No Accidents or Damage Reported,0,0,2020 Acura ILX Technology,22998,67,180,105.1,42.3,38.0,Null,3124,Null,Front Wheel Drive,Automatic,180,3600,182.2,70.6,55.6,24,34,4, Gas,2.4,White,Brown,500.0
57,7,No Accidents or Damage Reported,0,0,2016 Infiniti Q50 Premium,19998,82,258,112.2,44.5,39.5,Null,3787,Null,All Wheel Drive,Automatic,258,1500,188.3,71.8,57.2,22,28,4, Turbo Gas,2.0,Brown,Tan,1720.0
58,3,No Accidents or Damage Reported,0,0,2020 Nissan Versa SV,17998,57,114,103.1,44.5,39.5,Null,2657,Null,Front Wheel Drive,Automatic,114,4000,177.0,68.5,57.3,32,40,4, Gas,1.6,Gray,Black,285.0
59,4,No Accidents or Damage Reported,0,2,2019 Ford Fusion SE,18998,70,185,112.2,44.3,39.2,Null,3470,Null,Front Wheel Drive,Automatic,185,4320,191.7,75.2,58.1,23,34,4, Turbo Gas,1.5,White,Black,428.2
60,5,No Accidents or Damage Reported,0,2,2018 Dodge Charger SXT,23998,68,260,120.2,41.8,38.6,Null,3934,Null,Rear Wheel Drive,Automatic,260,4800,198.4,75.0,58.2,19,30,6, Gas,3.6,Gray,Black,541.7
61,11,No Accidents or Damage Reported,0,6,2012 Toyota Camry LE,15998,105,170,109.3,41.6,38.8,Null,3190,Null,Front Wheel Drive,Automatic,170,4100,189.2,71.7,57.9,25,35,4, Gas,2.5,Silver,Gray,414.6
62,3,No Accidents or Damage Reported,0,0,2020 Honda Civic EX-L,24998,38,162,106.3,42.3,37.5,Null,2928,Null,Front Wheel Drive,Automatic,162,1700,182.7,70.9,55.7,32,42,4, Turbo Gas,1.5,Black,Black,952.9
63,0,No Accidents or Damage Reported,0,1,2023 Nissan Kicks S,23998,17,114,103.1,43.7,40.4,25.3 cu ft,2682,Null,Front Wheel Drive,Automatic,114,4000,169.1,69.3,63.3,31,36,4, Gas,1.6,Gray,Black,285.0
64,4,No Accidents or Damage Reported,0,0,2019 Honda Accord LX,25998,18,192,111.4,42.3,39.5,Null,3131,Null,Front Wheel Drive,Automatic,192,1600,192.2,73.3,57.1,30,38,4, Turbo Gas,1.5,Silver,Gray,1200.0
65,4,No Accidents or Damage Reported,0,0,2019 Ford Fusion Hybrid SE,20998,38,129,112.2,44.3,39.2,Null,3695,Null,Front Wheel Drive,Automatic,129,4000,191.8,75.2,58.0,43,41,4, Hybrid,2.0,Silver,Black,322.5
66,7,No Accidents or Damage Reported,0,0,2016 Ford Fusion SE,17998,53,185,112.2,44.3,39.2,Null,3431,Null,Front Wheel Drive,Automatic,185,4320,191.7,72.9,58.1,24,36,4, Turbo Gas,1.5,Burgundy,Black,428.2
67,4,No Accidents or Damage Reported,0,0,2019 Kia Forte LXS,17998,60,132,106.3,42.2,38.8,Null,2762,Null,Front Wheel Drive,Automatic,132,4500,182.7,70.9,56.5,30,40,4, Gas,2.0,White,Black,293.3
68,6,No Accidents or Damage Reported,0,3,2017 Mercedes-Benz S550,43998,57,516,124.6,41.4,39.7,Null,4773,Null,All Wheel Drive,Automatic,516,1800,206.5,75.0,58.8,16,25,8, Turbo Gas,4.7,Gray,Black,2866.7
69,7,No Accidents or Damage Reported,0,4,2016 Acura RLX,24998,39,272,112.2,42.3,37.6,Null,4003,Null,Front Wheel Drive,Automatic,272,4500,196.1,74.4,57.7,20,31,6, Gas,3.5,Burgundy,Tan,604.4
70,10,No Accidents or Damage Reported,0,2,2013 Buick Regal Turbo,18998,46,260,107.8,42.1,38.8,Null,3671,Null,Front Wheel Drive,Automatic,260,2000,190.2,73.1,58.4,18,29,4, Turbo Gas,2.0,Black,Black,1300.0
71,7,No Accidents or Damage Reported,0,1,2016 Kia Optima EX,17998,82,178,110.4,45.5,39.8,Null,3362,Null,Front Wheel Drive,Automatic,178,4000,191.1,73.2,57.7,24,35,4, Gas,2.4,Burgundy,Black,445.0
72,5,No Accidents or Damage Reported,0,0,2018 Hyundai Elantra SE,16998,54,132,106.3,42.2,38.8,Null,2811,Null,Front Wheel Drive,Automatic,132,4500,179.9,70.9,56.5,29,38,4, Gas,2.0,Blue,Gray,293.3
73,3,No Accidents or Damage Reported,0,0,2020 Toyota Corolla LE,21998,20,126,106.3,42.0,38.3,Null,2955,Null,Front Wheel Drive,Automatic,126,3900,182.3,70.1,56.5,30,38,4, Gas,1.8,Silver,Gray,323.1
74,2,No Accidents or Damage Reported,0,0,2021 Toyota Camry SE,25998,62,184,111.2,42.1,38.3,Null,3340,Null,Front Wheel Drive,Automatic,184,5000,192.7,72.4,56.9,28,39,4, Gas,2.5,Black,Black,368.0
75,1,No Accidents or Damage Reported,0,0,2022 Toyota Camry Hybrid XSE,37998,19,163,111.2,42.1,38.3,Null,3580,Null,Front Wheel Drive,Automatic,163,5200,192.7,72.4,56.9,44,47,4, Hybrid,2.5,White,Red,313.5
76,1,No Accidents or Damage Reported,0,0,2022 Toyota Camry SE,26998,28,184,111.2,42.1,38.3,Null,3340,Null,Front Wheel Drive,Automatic,184,5000,192.7,72.4,56.9,28,39,4, Gas,2.5,White,Gray,368.0
77,4,No Accidents or Damage Reported,0,1,2019 Nissan Sentra S,19998,27,125,106.3,42.5,39.4,Null,2909,Null,Front Wheel Drive,Automatic,125,3600,182.1,69.3,58.9,27,35,4, Gas,1.8,Black,Black,347.2
78,0,No Accidents or Damage Reported,0,0,2023 Hyundai Elantra N,33998,17,289,107.1,42.3,39.9,Null,3296,Null,Front Wheel Drive,Automatic,289,2100,184.1,71.9,55.7,20,30,4, Turbo Gas,2.0,Blue,Black,1376.2
79,4,No Accidents or Damage Reported,0,0,2019 Nissan Maxima Platinum,31998,33,261,109.3,45.0,38.9,Null,3676,Null,Front Wheel Drive,Automatic,261,4400,192.8,73.2,56.5,20,30,6, Gas,3.5,Blue,Brown,593.2
80,1,No Accidents or Damage Reported,0,0,2022 Hyundai Sonata SE,21998,50,181,111.8,46.1,40.0,Null,3120,Null,Front Wheel Drive,Automatic,181,4000,192.9,73.2,56.9,28,38,4, Gas,2.5,Gray,Black,452.5
81,4,No Accidents or Damage Reported,0,11,2019 Mercedes-Benz A220,28998,34,221,107.4,41.8,40.3,Null,3417,Null,All Wheel Drive,Automatic,221,1600,179.1,70.7,56.9,24,35,4, Turbo Gas,2.0,White,Black,1381.2
82,1,No Accidents or Damage Reported,0,1,2022 Kia Forte GT,25998,18,195,106.3,42.2,38.8,Null,3079,Null,Front Wheel Drive,Automatic,195,1500,182.7,70.9,56.5,27,35,4, Turbo Gas,1.6,Gray,Black,1300.0
83,6,No Accidents or Damage Reported,0,17,2017 Kia Forte LX,13599,124,132,106.3,42.2,39.1,Null,2804,Null,Front Wheel Drive,Automatic,132,4500,179.5,70.1,56.3,29,38,4, Gas,2.0,White,Black,293.3
84,4,No Accidents or Damage Reported,0,0,2019 Honda Accord Touring,29998,17,273,111.4,42.3,37.5,Null,3428,Null,Front Wheel Drive,Automatic,273,1500,192.2,73.3,57.1,22,32,4, Turbo Gas,2.0,Silver,Gray,1820.0
85,4,No Accidents or Damage Reported,0,0,2019 Volkswagen Arteon SEL,26998,32,258,111.9,41.2,37.7,Null,3854,Null,All Wheel Drive,Automatic,258,1950,191.4,73.7,56.5,20,27,4, Turbo Gas,2.0,White,Black,1323.1
86,5,Multiple Damage Events,0,2,2018 BMW 330 I,23998,46,258,110.6,42.0,40.3,Null,3410,Null,Rear Wheel Drive,Automatic,258,1450,182.5,71.3,56.3,24,34,4, Turbo Gas,2.0,Red,Gray,1779.3
87,6,No Accidents or Damage Reported,0,0,2017 Hyundai Sonata Sport,18998,79,178,110.4,45.5,40.4,Null,3311,Null,Front Wheel Drive,Automatic,178,4000,191.1,73.4,58.1,25,35,4, Gas,2.4,Black,Black,445.0
88,4,No Accidents or Damage Reported,0,0,2019 Acura TLX,28998,26,267,109.3,42.6,37.2,Null,3765,Null,All Wheel Drive,Automatic,267,4500,191.5,73.0,57.0,20,29,6, Gas,3.5,Gray,Black,593.3
89,0,No Accidents or Damage Reported,0,0,2023 Honda Accord Hybrid Sport-L,34998,11,134,111.4,42.3,37.5,Null,3488,Null,Front Wheel Drive,Automatic,134,4500,195.7,73.3,57.1,46,41,4, Hybrid,2.0,Gray,Black,297.8
90,7,No Accidents or Damage Reported,0,0,2016 Buick LaCrosse 1SB,22998,16,264,111.7,41.7,38.0,Null,3895,Null,Front Wheel Drive,Automatic,264,5300,196.9,73.1,59.2,18,28,6, Gas,3.6,Gold,Tan,498.1
91,4,No Accidents or Damage Reported,0,0,2019 Volkswagen Jetta S,19998,26,184,105.7,41.1,38.5,Null,2888,Null,Front Wheel Drive,Manual 6 Speed,184,1400,185.1,70.8,57.4,30,40,4, Turbo Gas,1.4,Silver,Black,1314.3
92,4,No Accidents or Damage Reported,0,0,2019 Mercedes-Benz C300,24998,47,273,111.8,41.7,37.1,Null,3472,Null,Rear Wheel Drive,Automatic,273,1800,184.5,71.3,56.8,23,34,4, Turbo Gas,2.0,White,Tan,1516.7
93,5,No Accidents or Damage Reported,0,1,2018 Toyota Corolla LE,19998,36,128,106.3,42.3,38.3,Null,2870,Null,Front Wheel Drive,Automatic,128,4400,183.1,69.9,57.3,28,36,4, Gas,1.8,Gray,Black,290.9
94,4,No Accidents or Damage Reported,0,0,2019 Hyundai Elantra SE,18998,43,132,106.3,42.2,40.3,Null,2844,Null,Front Wheel Drive,Automatic,132,4500,181.9,70.9,56.5,29,38,4, Gas,2.0,White,Black,293.3
95,1,No Accidents or Damage Reported,0,0,2022 Kia Forte LXS,19998,16,132,106.3,42.2,38.8,Null,2908,Null,Front Wheel Drive,Automatic,132,4500,182.7,70.9,56.5,29,39,4, Gas,2.0,Black,Black,293.3
96,9,No Accidents or Damage Reported,0,0,2014 Kia Optima LX,13998,123,181,110.0,45.5,40.0,Null,3237,Null,Front Wheel Drive,Automatic,181,4250,190.7,72.1,57.1,23,34,4, Gas,2.4,Silver,Gray,425.9
97,5,No Accidents or Damage Reported,0,0,2018 Hyundai Elantra SE,17998,18,132,106.3,42.2,38.8,Null,2811,Null,Front Wheel Drive,Automatic,132,4500,179.9,70.9,56.5,29,38,4, Gas,2.0,Black,Gray,293.3
98,8,No Accidents or Damage Reported,0,0,2015 Kia Forte LX,12998,76,130,106.3,42.2,39.1,Null,2804,Null,Front Wheel Drive,Manual 6 Speed,130,4700,179.5,70.1,56.3,25,37,4, Gas,1.8,Silver,Gray,276.6
99,10,No Accidents or Damage Reported,0,2,2013 Hyundai Sonata Limited,14599,118,179,110.0,45.5,38.1,Null,3316,Null,Front Wheel Drive,Automatic,179,4250,189.8,72.2,57.9,24,35,4, Gas,2.4,Blue,Tan,421.2
100,10,No Accidents or Damage Reported,0,0,2013 Mazda Mazda3 I SV,12998,113,135,103.9,42.0,38.9,Null,2929,Null,Front Wheel Drive,Automatic,135,4500,180.9,69.1,57.9,24,33,4, Gas,2.0,Silver,Black,300.0
101,8,No Accidents or Damage Reported,0,14,2015 BMW 328 XI,18998,83,255,110.6,42.0,40.3,Null,3595,Null,All Wheel Drive,Automatic,255,1250,182.5,71.3,56.5,22,33,4, Turbo Gas,2.0,Gray,Black,2040.0
102,6,No Accidents or Damage Reported,0,10,2017 Hyundai Elantra SE,14998,89,132,106.3,42.2,38.8,Null,2812,Null,Front Wheel Drive,Automatic,132,4500,179.9,70.9,56.5,29,38,4, Gas,2.0,Silver,Gray,293.3
103,3,No Accidents or Damage Reported,0,0,2020 Kia Forte LXS,14599,101,132,106.3,42.2,38.8,Null,2762,Null,Front Wheel Drive,Automatic,132,4500,182.7,70.9,56.5,29,40,4, Gas,2.0,Gray,Black,293.3
104,8,No Accidents or Damage Reported,0,1,2015 Audi A3 Premium,16998,100,200,103.8,41.2,39.6,Null,3175,Null,Front Wheel Drive,Automatic,200,1600,175.0,70.7,55.8,23,33,4, Turbo Gas,1.8,White,Brown,1250.0
105,5,No Accidents or Damage Reported,0,0,2018 Genesis G80,29998,17,293,118.5,45.7,41.1,Null,4350,Null,All Wheel Drive,Automatic,293,5000,196.5,74.4,58.3,18,25,6, Gas,3.8,Silver,Black,586.0
106,7,No Accidents or Damage Reported,0,0,2016 Ford Focus SE,14998,75,146,104.3,41.9,38.3,Null,2960,Null,Front Wheel Drive,Automatic,146,4450,178.5,71.8,57.7,26,36,4, Gas,2.0,White,Tan,328.1
107,7,No Accidents or Damage Reported,0,0,2016 Kia Optima LX,14599,109,178,110.4,45.5,39.8,Null,3219,Null,Front Wheel Drive,Automatic,178,4000,191.1,73.2,57.7,24,35,4, Gas,2.4,Burgundy,Gray,445.0
108,4,No Accidents or Damage Reported,0,6,2019 BMW 540 I xDrive,35998,24,332,117.1,41.4,38.8,Null,4019,Null,All Wheel Drive,Automatic,332,1380,194.6,73.5,58.2,21,29,6, Turbo Gas,3.0,Gray,Black,2405.8
109,1,No Accidents or Damage Reported,0,0,2022 Volkswagen Passat SE,24998,33,206,110.4,42.4,38.3,Null,3314,Null,Front Wheel Drive,Automatic,206,1700,193.6,72.2,58.0,24,36,4, Turbo Gas,2.0,Black,Black,1211.8
110,0,No Accidents or Damage Reported,0,0,2023 Genesis G70 2.0T,38998,6,260,111.6,42.6,39.8,Null,3688,Null,Rear Wheel Drive,Automatic,260,1400,184.4,72.8,55.1,21,31,4, Turbo Gas,2.0,White,Cream,1857.1
