Unnamed: 0,Name,Price,Mileage,ages,accident_damages,Insurance,service_repairs,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,drive_type_text,transmission_text,torque_num,torque_rpm,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque
101,2018 Ford Escape SEL,"$16,998*",92K miles,5 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,15.7 gal,"105.9""","43.1""","39.9""",34.3 cu ft,"3,668 lbs","2,000/2,000 lbs",Four Wheel Drive,Automatic,177,2500,"178.1"" L "," 72.4"" W "," 66.3"" H",22 city,28 hwy,4-cyl, Turbo Gas, 1.5L,Red,Black,708.0
103,2018 Mazda CX-5 Touring,"$22,998*",57K miles,5 year(s),No Accidents or Damage Reported,Null,,14.8 gal,"106.3""","41""","39.7""",30.9 cu ft,"3,527 lbs","2,000/2,000 lbs",Front Wheel Drive,Automatic,186,4000,"179.1"" L "," 72.5"" W "," 65.3"" H",25 city,31 hwy,4-cyl, Gas, 2.5L,Blue,Black,465.0
104,2017 Nissan Rogue SV,"$20,998*",54K miles,6 year(s),,Null,2 Service Record(s) Reported,14.5 gal,"106.5""","43""","41.6""",39.3 cu ft,"3,571 lbs","1,000/1,000 lbs",All Wheel Drive,Automatic,175,4400,"184.5"" L "," 72.4"" W "," 68.4"" H",25 city,32 hwy,4-cyl, Gas, 2.5L,Black,Black,397.72727272727275
105,2016 Jeep Compass High Altitude,"$16,998*",82K miles,7 year(s),,Null,6 Service Record(s) Reported,13.6 gal,"103.7""","40.6""","39.9""",22.7 cu ft,"3,171 lbs","1,000/1,000 lbs",Front Wheel Drive,Automatic,141,5000,"175.1"" L "," 71.4"" W "," 65"" H",22 city,26 hwy,4-cyl, Gas, 2.0L,Gray,Black,282.0
106,2013 Honda Pilot Touring,"$19,998*",99K miles,10 year(s),,Null,,21.0 gal,"109.2""","41.4""","39.3""",18.0 cu ft,"4,414 lbs",Null,Front Wheel Drive,Automatic,253,4800,"191.4"" L "," 78.5"" W "," 72.7"" H",18 city,25 hwy,6-cyl, Gas, 3.5L,Black,Gray,527.0833333333334
107,2019 Kia Sorento LX,"$21,998*",52K miles,4 year(s),No Accidents or Damage Reported,Null,,18.8 gal,"109.4""","44.1""","39.5""",11.3 cu ft,"3,810 lbs","2,000/2,000 lbs",Front Wheel Drive,Automatic,178,4000,"189"" L "," 74.4"" W "," 66.3"" H",22 city,29 hwy,4-cyl, Gas, 2.4L,White,Black,445.0
108,2014 Kia Sorento LX,"$17,998*",55K miles,9 year(s),No Accidents or Damage Reported,Null,,17.4 gal,"106.3""","41.3""","39.2""",36.9 cu ft,"3,766 lbs","1,650/1,650 lbs",All Wheel Drive,Automatic,181,4250,"184.4"" L "," 74.2"" W "," 66.9"" H",19 city,24 hwy,4-cyl, Gas, 2.4L,Blue,Black,425.88235294117646
110,2018 Kia Sportage LX,"$16,998*",84K miles,5 year(s),No Accidents or Damage Reported,Null,,16.4 gal,"105.1""","41.5""","39.3""",30.7 cu ft,"3,305 lbs","1,650/1,650 lbs",Front Wheel Drive,Automatic,175,4000,"176.4"" L "," 73"" W "," 64.4"" H",23 city,30 hwy,4-cyl, Gas, 2.4L,White,Black,437.5
111,2019 Jeep Compass Limited,"$23,998*",23K miles,4 year(s),,Null,,13.5 gal,"103.8""","41.8""","39.2""",27.2 cu ft,"3,327 lbs","1,000/1,000 lbs",Four Wheel Drive,Automatic,175,3900,"173"" L "," 73.8"" W "," 64.8"" H",22 city,30 hwy,4-cyl, Gas, 2.4L,Gray,Black,448.71794871794873
112,2015 Mazda CX-9 Grand Touring,"$18,998*",92K miles,8 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,20.1 gal,"113.2""","40.9""","39.6""",17.2 cu ft,"4,559 lbs","3,500/3,500 lbs",All Wheel Drive,Automatic,270,4250,"200.2"" L "," 76.2"" W "," 68"" H",16 city,22 hwy,6-cyl, Gas, 3.7L,White,Tan,635.2941176470588
113,2019 Honda CR-V EX,"$25,998*",53K miles,4 year(s),,Null,,14 gal,"104.7""","41.3""","38""",39.2 cu ft,"3,358 lbs",Null,Front Wheel Drive,Automatic,179,2000,"180.6"" L "," 73"" W "," 66.1"" H",28 city,34 hwy,4-cyl, Turbo Gas, 1.5L,Black,Black,895.0
114,2020 Volvo XC40 T4 Momentum,"$26,998*",50K miles,3 year(s),No Accidents or Damage Reported,Null,,14.2 gal,"106.4""","40.9""","39""",16 cu ft,"3,574 lbs","3,500/3,500 lbs",Front Wheel Drive,Automatic,221,1400,"174.2"" L "," 73.3"" W "," 65.3"" H",23 city,33 hwy,4-cyl, Turbo Gas, 2.0L,Gray,Black,1578.5714285714287
115,2019 Kia Sportage LX,"$18,998*",60K miles,4 year(s),,Null,,16.4 gal,"105.1""","41.5""","39.3""",30.7 cu ft,"3,305 lbs","1,650/1,650 lbs",Front Wheel Drive,Automatic,175,4000,"176.4"" L "," 73"" W "," 64.4"" H",23 city,30 hwy,4-cyl, Gas, 2.4L,Gray,Gray,437.5
116,2017 Ford Edge Titanium,"$19,998*",94K miles,6 year(s),No Accidents or Damage Reported,Null,,18 gal,"112.2""","42.6""","40.2""",39.2 cu ft,"4,095 lbs","1,500/1,500 lbs",All Wheel Drive,Automatic,275,3000,"188.1"" L "," 75.9"" W "," 68.6"" H",20 city,27 hwy,4-cyl, Turbo Gas, 2.0L,Red,Tan,916.6666666666666
117,2018 Ford Escape S,"$17,998*",58K miles,5 year(s),No Accidents or Damage Reported,Null,,15.7 gal,"105.9""","43.1""","39.9""",34.3 cu ft,"3,542 lbs","1,500/1,500 lbs",Front Wheel Drive,Automatic,170,4500,"178.1"" L "," 72.4"" W "," 66.3"" H",21 city,29 hwy,4-cyl, Gas, 2.5L,Gray,Gray,377.77777777777777
118,2013 Honda CR-V EX-L,"$20,998*",44K miles,10 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,15.3 gal,"103.1""","41.3""","38.0""",Null,"3,408 lbs",Null,Front Wheel Drive,Automatic,163,4400,"178.3"" L "," 71.6"" W "," 65.1"" H",23 city,31 hwy,4-cyl, Gas, 2.4L,Silver,Gray,370.4545454545455
119,2013 Ford Escape SEL,"$14,998*",92K miles,10 year(s),No Accidents or Damage Reported,Null,39 Service Record(s) Reported,15.100 gal,"105.900""","40.400""","39.900""",Null,"3,515 lbs",Null,Front Wheel Drive,Automatic,184,2500,"178.100"" L "," 72.400"" W "," 66.300"" H",23 city,33 hwy,4-cyl, Turbo Gas, 1.6L,Burgundy,Tan,736.0
120,2020 Hyundai Tucson Sport,"$22,998*",42K miles,3 year(s),No Accidents or Damage Reported,Null,,16.4 gal,"105.1""","41.5""","39.6""",31 cu ft,"3,470 lbs","1,000/1,000 lbs",Front Wheel Drive,Automatic,175,4000,"176.4"" L "," 72.8"" W "," 64.8"" H",22 city,28 hwy,4-cyl, Gas, 2.4L,Gray,Black,437.5
121,2020 Kia Sportage SX,"$24,998*",65K miles,3 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,16.4 gal,"105.1""","41.5""","37.6""",30.7 cu ft,"3,765 lbs","1,653/1,653 lbs",All Wheel Drive,Automatic,260,1450,"176.4"" L "," 73"" W "," 65.2"" H",19 city,24 hwy,4-cyl, Turbo Gas, 2.0L,White,Black,1793.103448275862
122,2012 Ford Edge SEL,"$14,998*",98K miles,11 year(s),No Accidents or Damage Reported,Null,,18.0 gal,"111.2""","40.7""","40.0""",Null,"4,056 lbs",Null,Front Wheel Drive,Automatic,270,3000,"184.2"" L "," 76.0"" W "," 67.0"" H",21 city,30 hwy,4-cyl, Turbo Gas, 2.0L,Brown,Tan,900.0
124,2018 Lexus RX 350 L,"$35,998*",55K miles,5 year(s),,Null,,19.2 gal,"109.8""","41.4""","39.8""",6.2 cu ft,"4,619 lbs",Null,All Wheel Drive,Automatic,263,4700,"196.9"" L "," 74.6"" W "," 67.3"" H",18 city,25 hwy,6-cyl, Gas, 3.5L,White,Black,559.5744680851064
125,2018 Hyundai Tucson SEL Plus,"$22,998*",28K miles,5 year(s),No Accidents or Damage Reported,Null,,16.4 gal,"105.1""","41.5""","39.6""",31 cu ft,"3,300 lbs","1,000/1,000 lbs",Front Wheel Drive,Automatic,151,4000,"176.2"" L "," 72.8"" W "," 64.8"" H",23 city,30 hwy,4-cyl, Gas, 2.0L,Black,Tan,377.5
126,2017 Hyundai Tucson SE,"$17,998*",57K miles,6 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,16.4 gal,"105.1""","41.5""","39.6""",31 cu ft,"3,300 lbs","1,000/1,000 lbs",Front Wheel Drive,Automatic,151,4000,"176.2"" L "," 72.8"" W "," 64.8"" H",23 city,30 hwy,4-cyl, Gas, 2.0L,Burgundy,Tan,377.5
127,2017 Ford Edge Sport,"$19,998*",99K miles,6 year(s),No Accidents or Damage Reported,Null,,18 gal,"112.2""","42.6""","40.2""",39.2 cu ft,"4,401 lbs","2,000/2,000 lbs",All Wheel Drive,Automatic,350,2750,"188.1"" L "," 75.9"" W "," 68.6"" H",17 city,24 hwy,6-cyl, Turbo Gas, 2.7L,White,Black,1272.7272727272725
128,2017 Ford Escape SE,"$15,998*",90K miles,6 year(s),No Accidents or Damage Reported,Null,,15.7 gal,"105.9""","43.1""","39.9""",34.3 cu ft,"3,502 lbs","2,000/2,000 lbs",Front Wheel Drive,Automatic,177,2500,"178.1"" L "," 72.4"" W "," 66.3"" H",23 city,30 hwy,4-cyl, Turbo Gas, 1.5L,Orange,Gray,708.0
129,2017 Porsche Macan S,"$39,998*",48K miles,6 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,19.8 gal,"110.5""","""","""",17.7 cu ft,"4,112 lbs","4,409/4,409 lbs",All Wheel Drive,Automatic,339,1450,"184.3"" L "," 76.1"" W "," 63.4"" H",17 city,23 hwy,6-cyl, Turbo Gas, 3.0L,Black,Tan,2337.9310344827586
130,2013 Toyota RAV4 LE,"$17,998*",92K miles,10 year(s),No Accidents or Damage Reported,Null,12 Service Record(s) Reported,15.9 gal,"104.7""","42.6""","39.8""",Null,"3,435 lbs",Null,Front Wheel Drive,Automatic,172,4000,"179.9"" L "," 72.6"" W "," 65.4"" H",24 city,31 hwy,4-cyl, Gas, 2.5L,Tan,Tan,429.99999999999994
133,2018 Honda Pilot EX-L,"$27,998*",66K miles,5 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,19.5 gal,"111""","40.9""","39.5""",16.5 cu ft,"4,288 lbs","3,500/3,500 lbs",All Wheel Drive,Automatic,262,4700,"194.5"" L "," 78.6"" W "," 69.8"" H",18 city,26 hwy,6-cyl, Gas, 3.5L,Silver,Gray,557.4468085106383
134,2018 Nissan Kicks SV,"$17,998*",84K miles,5 year(s),,Null,1 Service Record(s) Reported,10.8 gal,"103.1""","43.7""","40.7""",25.3 cu ft,"2,654 lbs",Null,Front Wheel Drive,Automatic,115,4000,"169.1"" L "," 69.3"" W "," 62.4"" H",31 city,36 hwy,4-cyl, Gas, 1.6L,White,Black,287.5
135,2019 Mazda CX-5 Grand Touring,"$26,998*",49K miles,4 year(s),,Null,,15.3 gal,"106.2""","41""","39.3""",30.9 cu ft,"3,679 lbs","2,000/2,000 lbs",All Wheel Drive,Automatic,186,4000,"179.1"" L "," 72.5"" W "," 65.3"" H",24 city,30 hwy,4-cyl, Gas, 2.5L,Red,Black,465.0
136,2020 Ford EcoSport S,"$18,998*",38K miles,3 year(s),No Accidents or Damage Reported,Null,,13.6 gal,"99.2""","42.9""","39.6""",20.9 cu ft,"3,020 lbs","1,400/1,400 lbs",Front Wheel Drive,Automatic,125,6000,"161.3"" L "," 69.5"" W "," 64.8"" H",27 city,29 hwy,3-cyl, Turbo Gas, 1.0L,White,Black,208.33333333333331
137,2016 Toyota RAV4 LE,"$19,998*",97K miles,7 year(s),,Null,,15.9 gal,"104.7""","42.6""","39.8""",38.4 cu ft,"3,570 lbs","1,500/1,500 lbs",All Wheel Drive,Automatic,172,4100,"181.1"" L "," 72.6"" W "," 65.5"" H",22 city,29 hwy,4-cyl, Gas, 2.5L,Gray,Black,419.51219512195127
138,2020 Hyundai Tucson SE,"$21,998*",55K miles,3 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,16.4 gal,"105.1""","41.5""","39.6""",31 cu ft,"3,455 lbs","1,000/1,000 lbs",All Wheel Drive,Automatic,150,4700,"176.4"" L "," 72.8"" W "," 64.8"" H",22 city,25 hwy,4-cyl, Gas, 2.0L,White,Black,319.1489361702127
139,2017 Nissan Rogue Sport SV,"$20,998*",53K miles,6 year(s),,Null,4 Service Record(s) Reported,14.5 gal,"104.2""","42.8""","39.6""",22.9 cu ft,"3,380 lbs",Null,All Wheel Drive,Automatic,147,4400,"172.4"" L "," 72.3"" W "," 63.3"" H",24 city,30 hwy,4-cyl, Gas, 2.0L,Gray,Black,334.09090909090907
140,2019 Ford Edge SEL,"$23,998*",62K miles,4 year(s),No Accidents or Damage Reported,Null,,18.5 gal,"112.2""","42.6""","40.2""",39.2 cu ft,"4,124 lbs","1,500/1,500 lbs",All Wheel Drive,Automatic,280,3000,"188.8"" L "," 75.9"" W "," 68.3"" H",21 city,28 hwy,4-cyl, Turbo Gas, 2.0L,Blue,Black,933.3333333333334
142,2018 Ford Escape SE,"$19,998*",63K miles,5 year(s),No Accidents or Damage Reported,Null,,15.7 gal,"105.9""","43.1""","39.9""",34.3 cu ft,"3,668 lbs","2,000/2,000 lbs",Four Wheel Drive,Automatic,177,2500,"178.1"" L "," 72.4"" W "," 66.3"" H",22 city,28 hwy,4-cyl, Turbo Gas, 1.5L,Maroon,Gray,708.0
143,2018 Ford Edge SE,"$20,998*",56K miles,5 year(s),No Accidents or Damage Reported,Null,5 Service Record(s) Reported,18 gal,"112.2""","42.6""","40.2""",39.2 cu ft,"4,095 lbs","1,500/1,500 lbs",All Wheel Drive,Automatic,275,3000,"188.1"" L "," 75.9"" W "," 68.6"" H",20 city,27 hwy,4-cyl, Turbo Gas, 2.0L,Gray,Black,916.6666666666666
144,2019 Nissan Rogue S,"$21,998*",43K miles,4 year(s),No Accidents or Damage Reported,Null,,14.5 gal,"106.5""","43""","41.6""",39.3 cu ft,"3,454 lbs","1,102/1,102 lbs",Front Wheel Drive,Automatic,175,4400,"184.5"" L "," 72.4"" W "," 68"" H",26 city,33 hwy,4-cyl, Gas, 2.5L,Black,Black,397.72727272727275
146,2019 Volkswagen Atlas SE,"$28,998*",59K miles,4 year(s),No Accidents or Damage Reported,Null,,18.6 gal,"117.3""","41.5""","41.3""",20.6 cu ft,"4,502 lbs",Null,All Wheel Drive,Automatic,266,2750,"198.3"" L "," 78.3"" W "," 70"" H",17 city,23 hwy,6-cyl, Gas, 3.6L,White,Tan,967.2727272727274
147,2014 Ford Escape SE,"$14,998*",104K miles,9 year(s),,Null,1 Service Record(s) Reported,15.1 gal,"105.9""","43.1""","39.9""",34.3 cu ft,"3,645 lbs","2,000/2,000 lbs",Four Wheel Drive,Automatic,184,2500,"178.1"" L "," 72.4"" W "," 66.3"" H",22 city,30 hwy,4-cyl, Turbo Gas, 1.6L,White,Gray,736.0
148,2020 Nissan Rogue S,"$22,998*",24K miles,3 year(s),No Accidents or Damage Reported,Null,,14.5 gal,"106.5""","43""","41.6""",39.3 cu ft,"3,464 lbs","1,102/1,102 lbs",Front Wheel Drive,Automatic,175,4400,"184.5"" L "," 72.4"" W "," 68"" H",26 city,33 hwy,4-cyl, Gas, 2.5L,White,Black,397.72727272727275
149,2014 Ford Escape Titanium,"$16,998*",79K miles,9 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,15.1 gal,"105.9""","43.1""","39.9""",34.3 cu ft,"3,502 lbs","2,000/2,000 lbs",Front Wheel Drive,Automatic,184,2500,"178.1"" L "," 72.4"" W "," 66.3"" H",23 city,32 hwy,4-cyl, Turbo Gas, 1.6L,Pearl,Tan,736.0
150,2016 Volvo XC90 T6 Momentum,"$24,998*",89K miles,7 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,18.8 gal,"117.5""","40.9""","38.9""",12.6 cu ft,"4,394 lbs","5,000/5,000 lbs",All Wheel Drive,Automatic,295,2200,"194.8"" L "," 79.1"" W "," 69.9"" H",20 city,25 hwy,4-cyl, Turbo Supercharged, 2.0L,Black,Black,1340.909090909091
151,2013 Ford Edge Limited,"$18,998*",75K miles,10 year(s),No Accidents or Damage Reported,Null,,19.2 gal,"111.200""","40.700""","40.000""",Null,"4,234 lbs",Null,All Wheel Drive,Automatic,253,4000,"184.200"" L "," 76.000"" W "," 67.000"" H",18 city,25 hwy,6-cyl, Gas, 3.5L,Red,Black,632.5
152,2017 Ford Escape Titanium,"$19,998*",66K miles,6 year(s),No Accidents or Damage Reported,Null,,15.7 gal,"105.9""","43.1""","39.9""",34.3 cu ft,"3,502 lbs","2,000/2,000 lbs",Front Wheel Drive,Automatic,177,2500,"178.1"" L "," 72.4"" W "," 66.3"" H",23 city,30 hwy,4-cyl, Turbo Gas, 1.5L,Black,Black,708.0
154,2018 Toyota RAV4 XLE,"$23,998*",60K miles,5 year(s),No Accidents or Damage Reported,Null,,15.9 gal,"104.7""","42.6""","38.9""",38.4 cu ft,"3,485 lbs","1,500/1,500 lbs",Front Wheel Drive,Automatic,172,4100,"181.1"" L "," 72.6"" W "," 65.9"" H",23 city,30 hwy,4-cyl, Gas, 2.5L,White,Black,419.51219512195127
155,2019 Honda CR-V EX-L,"$29,998*",25K miles,4 year(s),No Accidents or Damage Reported,Null,,14 gal,"104.7""","41.3""","38""",39.2 cu ft,"3,492 lbs",Null,All Wheel Drive,Automatic,179,2000,"180.6"" L "," 73"" W "," 66.5"" H",27 city,33 hwy,4-cyl, Turbo Gas, 1.5L,Red,Gray,895.0
156,2020 Honda CR-V EX,"$28,998*",38K miles,3 year(s),No Accidents or Damage Reported,Null,,14 gal,"104.7""","41.3""","38""",39.2 cu ft,"3,521 lbs","1,500/1,500 lbs",All Wheel Drive,Automatic,179,2000,"182.1"" L "," 73"" W "," 66.5"" H",27 city,32 hwy,4-cyl, Turbo Gas, 1.5L,White,Gray,895.0
157,2020 Toyota Highlander XLE,"$34,998*",42K miles,3 year(s),No Accidents or Damage Reported,Null,,17.9 gal,"112.2""","40.4""","38.4""",16 cu ft,"4,195 lbs","5,000/5,000 lbs",Front Wheel Drive,Automatic,263,4700,"194.9"" L "," 76"" W "," 68.1"" H",21 city,29 hwy,6-cyl, Gas, 3.5L,Gray,Black,559.5744680851064
158,2020 Mazda CX-9 Touring,"$30,998*",32K miles,3 year(s),No Accidents or Damage Reported,Null,6 Service Record(s) Reported,19 gal,"115.3""","41""","39.3""",14.4 cu ft,"4,225 lbs","3,500/3,500 lbs",Front Wheel Drive,Automatic,310,2000,"199.4"" L "," 77.5"" W "," 67.6"" H",22 city,28 hwy,4-cyl, Turbo Gas, 2.5L,Gray,Black,1550.0
159,2019 Nissan Rogue SV,"$23,998*",27K miles,4 year(s),,Null,,14.5 gal,"106.5""","43""","41.6""",39.3 cu ft,"3,488 lbs","1,102/1,102 lbs",Front Wheel Drive,Automatic,175,4400,"184.5"" L "," 72.4"" W "," 68"" H",26 city,33 hwy,4-cyl, Gas, 2.5L,Red,Black,397.72727272727275
160,2020 Nissan Rogue SL,"$27,998*",23K miles,3 year(s),No Accidents or Damage Reported,Null,,14.5 gal,"106.5""","43""","41.6""",39.3 cu ft,"3,551 lbs","1,102/1,102 lbs",Front Wheel Drive,Automatic,175,4400,"184.5"" L "," 72.4"" W "," 68"" H",26 city,33 hwy,4-cyl, Gas, 2.5L,Gray,Black,397.72727272727275
161,2017 Kia Sorento LX,"$18,998*",53K miles,6 year(s),,Null,9 Service Record(s) Reported,18.8 gal,"109.4""","44.1""","39.5""",38.8 cu ft,"3,840 lbs","2,000/2,000 lbs",All Wheel Drive,Automatic,178,4000,"187.4"" L "," 74.4"" W "," 66.3"" H",21 city,25 hwy,4-cyl, Gas, 2.4L,White,Black,445.0
162,2021 Nissan Kicks S,"$20,998*",39K miles,2 year(s),,Null,,10.8 gal,"103.1""","43.7""","40.4""",25.3 cu ft,"2,691 lbs",Null,Front Wheel Drive,Automatic,114,4000,"169.1"" L "," 69.3"" W "," 62.4"" H",31 city,36 hwy,4-cyl, Gas, 1.6L,White,Black,285.0
163,2018 Hyundai Santa Fe Sport,"$17,998*",87K miles,5 year(s),No Accidents or Damage Reported,Null,,17.4 gal,"106.3""","41.3""","39.6""",35.4 cu ft,"3,794 lbs","1,650/1,650 lbs",All Wheel Drive,Automatic,178,4000,"185"" L "," 74"" W "," 66.1"" H",20 city,26 hwy,4-cyl, Gas, 2.4L,Silver,Gray,445.0
164,2020 BMW X5 xDrive40i,"$49,998*",41K miles,3 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,21.9 gal,"117.1""","39.8""","40.8""",33.9 cu ft,"4,991 lbs","6,603/6,603 lbs",All Wheel Drive,Automatic,330,1500,"194.3"" L "," 78.9"" W "," 68.7"" H",20 city,26 hwy,6-cyl, Turbo Gas, 3.0L,White,Brown,2200.0
165,2016 Jeep Patriot High Altitude,"$18,998*",52K miles,7 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,13.5 gal,"103.7""","40.6""","41""",23 cu ft,"3,331 lbs","1,000/1,000 lbs",Four Wheel Drive,Automatic,165,4400,"173.8"" L "," 69.2"" W "," 66.8"" H",20 city,26 hwy,4-cyl, Gas, 2.4L,White,Black,375.0
166,2017 BMW X5 M,"$49,998*",57K miles,6 year(s),,Null,6 Service Record(s) Reported,22.4 gal,"115.5""","40.4""","40.5""",35.8 cu ft,"5,260 lbs","5,952/5,952 lbs",All Wheel Drive,Automatic,553,2200,"192.1"" L "," 75"" W "," 69.1"" H",14 city,19 hwy,8-cyl, Turbo Gas, 4.4L,Black,Black,2513.6363636363635
167,2014 Kia Sorento SX,"$18,998*",86K miles,9 year(s),,Null,30 Service Record(s) Reported,17.4 gal,"106.3""","41.3""","39.2""",36.9 cu ft,"3,894 lbs","3,500/3,500 lbs",All Wheel Drive,Automatic,252,5200,"184.6"" L "," 74.2"" W "," 66.9"" H",18 city,24 hwy,6-cyl, Gas, 3.3L,Black,Black,484.6153846153846
168,2019 BMW X3 XDrive30i,"$31,998*",41K miles,4 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,17.2 gal,"112.8""","40.3""","41.1""",28.7 cu ft,"4,156 lbs",Null,All Wheel Drive,Automatic,258,1450,"185.9"" L "," 74.4"" W "," 66"" H",22 city,29 hwy,4-cyl, Turbo Gas, 2.0L,White,Black,1779.3103448275863
169,2020 BMW X3 XDrive30i,"$30,998*",45K miles,3 year(s),No Accidents or Damage Reported,Null,,17.2 gal,"112.8""","40.3""","41.1""",28.7 cu ft,"4,156 lbs",Null,All Wheel Drive,Automatic,258,1450,"185.9"" L "," 74.4"" W "," 66"" H",24 city,29 hwy,4-cyl, Turbo Gas, 2.0L,Black,Black,1779.3103448275863
170,2017 Ford Edge SEL,"$19,998*",69K miles,6 year(s),No Accidents or Damage Reported,Null,,18 gal,"112.2""","42.6""","40.2""",39.2 cu ft,"3,927 lbs","1,500/1,500 lbs",Front Wheel Drive,Automatic,275,3000,"188.1"" L "," 75.9"" W "," 68.6"" H",20 city,29 hwy,4-cyl, Turbo Gas, 2.0L,Black,Tan,916.6666666666666
171,2014 Hyundai Santa Fe Sport 2.0T,"$19,998*",63K miles,9 year(s),No Accidents or Damage Reported,Null,,17.4 gal,"106.3""","41.3""","39.6""",35.4 cu ft,"3,706 lbs","3,500/3,500 lbs",All Wheel Drive,Automatic,269,1750,"184.6"" L "," 74"" W "," 66.1"" H",18 city,24 hwy,4-cyl, Turbo Gas, 2.0L,White,Black,1537.142857142857
172,2020 Hyundai Kona Limited,"$24,998*",24K miles,3 year(s),,Null,,13.2 gal,"102.4""","41.5""","38""",19.2 cu ft,"3,256 lbs",Null,All Wheel Drive,Automatic,195,1500,"164"" L "," 70.9"" W "," 61.6"" H",26 city,29 hwy,4-cyl, Turbo Gas, 1.6L,White,Black,1300.0
173,2019 Audi Q7 Prestige,"$38,998*",49K miles,4 year(s),No Accidents or Damage Reported,Null,,22.5 gal,"117.9""","41.7""","39.9""",14.2 cu ft,"4,729 lbs",Null,All Wheel Drive,Automatic,325,2900,"199.6"" L "," 77.5"" W "," 68.5"" H",19 city,25 hwy,6-cyl, Supercharged Gas, 3.0L,Gray,Black,1120.6896551724137
174,2020 Chevrolet Trax LS,"$17,998*",60K miles,3 year(s),No Accidents or Damage Reported,Null,,14 gal,"100.6""","40.8""","39.6""",Null,"3,124 lbs",Null,Front Wheel Drive,Automatic,148,1850,"167.2"" L "," 69.9"" W "," 64.9"" H",26 city,31 hwy,4-cyl, Turbo Gas, 1.4L,Black,Black,800.0
175,2018 Nissan Rogue SL,"$17,998*",112K miles,5 year(s),,Null,,14.5 gal,"106.5""","43""","41.6""",39.3 cu ft,"3,541 lbs","1,102/1,102 lbs",Front Wheel Drive,Automatic,175,4400,"184.5"" L "," 72.4"" W "," 68"" H",26 city,33 hwy,4-cyl, Gas, 2.5L,Black,Black,397.72727272727275
176,2019 Buick Enclave Premium,"$35,998*",21K miles,4 year(s),No Accidents or Damage Reported,Null,,22 gal,"120.9""","41.2""","42.6""",23.6 cu ft,"4,614 lbs",Null,All Wheel Drive,Automatic,266,2800,"204.3"" L "," 78.8"" W "," 69.9"" H",17 city,25 hwy,6-cyl, Gas, 3.6L,Black,Gray,950.0
177,2018 Mazda CX-9 Touring,"$26,998*",46K miles,5 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,19.5 gal,"115.3""","41""","39.3""",14.4 cu ft,"4,361 lbs","3,500/3,500 lbs",All Wheel Drive,Automatic,310,2000,"199.4"" L "," 77.5"" W "," 67.6"" H",20 city,26 hwy,4-cyl, Turbo Gas, 2.5L,Silver,Black,1550.0
178,2017 GMC Acadia SLT,"$22,998*",73K miles,6 year(s),,Null,,19 gal,"112.5""","41""","40.3""",12.8 cu ft,"3,956 lbs",Null,Front Wheel Drive,Automatic,271,5000,"193.6"" L "," 75.4"" W "," 66"" H",18 city,25 hwy,6-cyl, Gas, 3.6L,Gray,Black,542.0
179,2016 Toyota RAV4 LE,"$19,998*",94K miles,7 year(s),,Null,,15.9 gal,"104.7""","42.6""","39.8""",38.4 cu ft,"3,455 lbs","1,500/1,500 lbs",Front Wheel Drive,Automatic,172,4100,"181.1"" L "," 72.6"" W "," 65.5"" H",23 city,30 hwy,4-cyl, Gas, 2.5L,White,Black,419.51219512195127
180,2019 Hyundai Kona SE,"$18,998*",59K miles,4 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,13.2 gal,"102.4""","41.5""","39.6""",19.2 cu ft,"2,890 lbs",Null,Front Wheel Drive,Automatic,132,4500,"164"" L "," 70.9"" W "," 61"" H",27 city,33 hwy,4-cyl, Gas, 2.0L,Blue,Black,293.3333333333333
182,2016 Honda Pilot EX-L,"$23,998*",97K miles,7 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,19.5 gal,"111""","40.9""","39.5""",16.5 cu ft,"4,288 lbs",Null,All Wheel Drive,Automatic,262,4700,"194.5"" L "," 78.6"" W "," 69.8"" H",18 city,26 hwy,6-cyl, Gas, 3.5L,White,Tan,557.4468085106383
