,ages,accident_damages,Insurance,service_repairs,Name,Price,Mileage,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,drive_type_text,transmission_text,torque_num,torque_rpm,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque
29,1,No Accidents or Damage Reported,0,0,2022 Hyundai Santa Cruz SEL,26998,21,17.7,118.3,41.4,40.7,0,3725,"3,500/3,500 lbs",Front Wheel Drive,Automatic,181,4000,195.7,75.0,66.7,21,26,4, Gas,2.5,White,Black,452.5
30,4,No Accidents or Damage Reported,0,4,2019 Ford F150 XL,29998,35,23.0,163.0,43.9,40.8,0,4644,"5,000/5,000 lbs",Rear Wheel Drive,Automatic,400,2750,250.5,79.9,75.5,20,26,6, Turbo Gas,2.7,Blue,Black,1454.5
31,4,No Accidents or Damage Reported,0,0,2019 Ram 1500 Limited,43998,47,26.0,144.5,40.9,40.9,0,5232,"6,280/6,280 lbs",Four Wheel Drive,Automatic,410,3950,232.9,82.1,77.6,15,21,8, Gas,5.7,Gray,Black,1038.0
32,7,No Accidents or Damage Reported,0,2,2016 Ford F150 XLT,26998,109,23.0,145.0,43.9,40.8,0,4709,"7,100/7,100 lbs",Four Wheel Drive,Automatic,387,3850,231.9,79.9,77.2,15,21,8, Gas,5.0,Green,Gray,1005.2
33,3,No Accidents or Damage Reported,0,0,2020 Ram 1500 Limited,48998,43,26.0,153.5,40.9,40.9,0,5375,"6,160/6,160 lbs",Four Wheel Drive,Automatic,410,3950,241.8,82.1,77.5,15,21,8, Gas,5.7,Gray,Tan,1038.0
34,3,No Accidents or Damage Reported,0,0,2020 Ram 1500 Laramie,39998,36,26.0,144.5,40.9,40.9,0,5196,"6,280/6,280 lbs",Four Wheel Drive,Automatic,410,3950,232.9,82.1,77.6,15,21,8, Gas,5.7,Silver,Black,1038.0
35,1,No Accidents or Damage Reported,0,0,2022 Chevrolet Silverado 1500 LTD LTZ,53998,18,24.0,147.43,44.53,43.03,0,4815,"11,900/11,900 lbs",Four Wheel Drive,Automatic,383,4100,231.7,81.24,75.51,15,20,8, Gas,5.3,Gray,Black,934.1
36,6,No Accidents or Damage Reported,0,0,2017 Ram 1500 Laramie,26998,114,26.0,140.0,41.0,41.0,0,5334,"4,190/4,190 lbs",Four Wheel Drive,Automatic,420,2000,229.0,79.4,78.1,16,23,6, Turbo Diesel,3.0,White,Black,2100.0
37,1,No Accidents or Damage Reported,0,0,2022 Ford F150 XL,44998,9,26.0,157.0,43.9,40.8,0,5014,"9,300/9,300 lbs",Four Wheel Drive,Automatic,410,4250,243.5,79.9,77.6,16,22,8, Gas,5.0,Gray,Black,964.7
38,4,No Accidents or Damage Reported,0,0,2019 Ram 1500 Laramie,39998,47,26.0,153.5,40.9,40.9,0,5160,"6,320/6,320 lbs",Four Wheel Drive,Automatic,410,3950,241.8,82.1,77.5,15,21,8, Gas,5.7,Black,Black,1038.0
39,3,No Accidents or Damage Reported,0,0,2020 Ram 1500 Bighorn,36998,29,26.0,144.5,40.9,40.9,0,5082,"6,280/6,280 lbs",Four Wheel Drive,Automatic,410,3950,232.9,82.1,77.6,15,21,8, Gas,5.7,Blue,Gray,1038.0
40,4,No Accidents or Damage Reported,0,0,2019 Ram 1500 Limited,42998,68,26.0,144.5,40.9,40.9,0,5232,"6,280/6,280 lbs",Four Wheel Drive,Automatic,410,3950,232.9,82.1,77.6,15,21,8, Gas,5.7,Gray,Black,1038.0
41,5,No Accidents or Damage Reported,0,0,2018 Toyota Tacoma SR5,31998,56,21.1,140.6,42.9,39.7,0,4425,"6,400/6,400 lbs",Four Wheel Drive,Automatic,265,4600,225.5,74.4,70.6,18,22,6, Gas,3.5,Orange,Gray,576.1
42,6,No Accidents or Damage Reported,0,0,2017 Ram 1500 Tradesman,21998,87,26.0,140.0,41.0,41.0,0,4877,"4,650/4,650 lbs",Rear Wheel Drive,Automatic,410,3950,229.0,79.4,77.2,17,25,8, Gas,5.7,Gray,Gray,1038.0
43,1,No Accidents or Damage Reported,0,7,2022 Ford F150 XL,34998,26,23.0,145.0,43.9,40.8,0,4345,"5,000/5,000 lbs",Rear Wheel Drive,Automatic,400,3000,231.7,79.9,75.5,20,26,6, Turbo Gas,2.7,White,Black,1333.3
44,4,No Accidents or Damage Reported,0,0,2019 Ford F150 Lariat,38998,44,26.0,157.0,43.9,40.8,0,4628,"5,000/5,000 lbs",Rear Wheel Drive,Automatic,400,4500,243.7,79.9,75.7,17,23,8, Gas,5.0,Black,Black,888.9
45,1,No Accidents or Damage Reported,0,0,2022 Ram 1500 Classic Tradesman,29998,13,26.0,140.0,41.0,41.0,0,4929,"4,530/4,530 lbs",Rear Wheel Drive,Automatic,269,4175,229.0,79.4,76.9,17,25,6, Gas,3.6,Burgundy,Gray,644.3
46,3,No Accidents or Damage Reported,0,0,2020 Jeep Gladiator Overland,40998,17,22.0,137.3,41.2,42.8,0,4720,"4,000/4,000 lbs",Null,Automatic,260,4400,218.0,73.8,75.0,16,23,6, Gas,3.6,Red,Black,590.9
47,5,No Accidents or Damage Reported,0,0,2018 Nissan Frontier SV,26998,36,21.1,125.9,42.4,39.9,0,4453,"6,100/6,100 lbs",Four Wheel Drive,Automatic,281,4000,205.5,72.8,70.1,15,21,6, Gas,4.0,Red,Black,702.5
48,9,No Accidents or Damage Reported,0,0,2014 Ram 1500 Express,26998,42,26.0,140.0,41.0,41.0,0,5063,"4,250/4,250 lbs",Four Wheel Drive,Automatic,410,3950,229.0,79.4,77.7,13,19,8, Gas,5.7,Gray,Gray,1038.0
49,4,No Accidents or Damage Reported,0,0,2019 Chevrolet Colorado LT,28998,49,21.0,128.3,45.0,41.4,0,3926,"7,700/7,700 lbs",Rear Wheel Drive,Automatic,275,4000,212.7,74.3,70.7,18,25,6, Gas,3.6,Black,Black,687.5
50,5,No Accidents or Damage Reported,0,0,2018 Ford F150 XL,28998,47,23.0,145.0,43.9,40.8,0,4668,"5,000/5,000 lbs",Four Wheel Drive,Automatic,400,4500,231.9,79.9,77.2,16,22,8, Gas,5.0,Silver,Brown,888.9
51,4,No Accidents or Damage Reported,0,7,2019 Ram 1500 Bighorn,34998,47,23.0,140.5,40.9,40.9,0,4989,"6,460/6,460 lbs",Four Wheel Drive,Automatic,410,3950,228.9,82.1,77.7,15,21,8, Gas,5.7,Red,Black,1038.0
52,4,No Accidents or Damage Reported,0,0,2019 Ram 1500 Bighorn,38998,36,26.0,144.5,40.9,40.9,0,5232,"6,280/6,280 lbs",Four Wheel Drive,Automatic,410,3950,232.9,82.1,77.6,15,21,8, Gas,5.7,Burgundy,Black,1038.0
53,3,No Accidents or Damage Reported,0,0,2020 Chevrolet Colorado Z71,33998,57,21.0,128.3,45.0,41.4,0,3997,"7,600/7,600 lbs",Four Wheel Drive,Automatic,275,4000,212.7,74.3,70.6,17,24,6, Gas,3.6,Black,Gray,687.5
54,4,No Accidents or Damage Reported,0,0,2019 GMC Sierra 1500 Limited,36998,44,26.0,143.5,45.27,42.8,0,5114,"9,200/9,200 lbs",Four Wheel Drive,Automatic,383,4100,229.5,80.0,73.9,15,21,8, Gas,5.3,White,Black,934.1
55,6,No Accidents or Damage Reported,0,8,2017 Honda Ridgeline RTL,29998,29,19.5,125.2,40.9,40.1,0,4445,"5,000/5,000 lbs",All Wheel Drive,Automatic,262,4700,210.0,78.6,70.8,18,25,6, Gas,3.5,Green,Tan,557.4
56,5,Multiple Damage Events,0,13,2018 Toyota Tacoma TRD Off Road,35998,62,21.1,127.4,42.9,39.7,0,4445,"6,400/6,400 lbs",Four Wheel Drive,Manual 6 Speed,265,4600,212.3,75.2,70.6,17,20,6, Gas,3.5,Black,Black,576.1
57,4,No Accidents or Damage Reported,0,0,2019 Chevrolet Silverado 1500 High Country,48998,35,24.0,156.95,44.53,43.03,0,4867,"12,000/12,000 lbs",Four Wheel Drive,Automatic,383,4100,241.21,81.24,75.4,16,22,8, Gas,5.3,White,Black,934.1
58,2,No Accidents or Damage Reported,0,0,2021 Nissan Titan SV,34998,32,26.0,139.8,41.8,41.0,0,5649,"9,210/9,210 lbs",Four Wheel Drive,Automatic,413,4000,228.1,79.5,76.0,15,21,8, Gas,5.6,Silver,Black,1032.5
59,3,No Accidents or Damage Reported,0,0,2020 GMC Canyon SLT,34998,42,21.0,128.3,45.0,41.4,0,3980,"7,600/7,600 lbs",Four Wheel Drive,Automatic,275,4000,212.4,74.3,70.6,17,24,6, Gas,3.6,Blue,Black,687.5
60,5,No Accidents or Damage Reported,0,0,2018 Ram 1500 Express,22998,118,32.0,140.0,41.0,39.9,0,5111,"8,320/8,320 lbs",Four Wheel Drive,Automatic,269,4175,231.0,79.4,75.0,16,23,8, Gas,5.7,Black,Gray,644.3
61,2,No Accidents or Damage Reported,0,0,2021 Toyota Tacoma TRD Sport,38998,43,21.1,140.6,42.9,39.7,0,4550,"6,400/6,400 lbs",Four Wheel Drive,Automatic,265,4600,225.5,75.2,70.6,18,22,6, Gas,3.5,Gray,Black,576.1
62,3,No Accidents or Damage Reported,0,0,2020 Ram 1500 Laramie,42998,57,26.0,153.5,40.9,40.9,0,5248,"6,290/6,290 lbs",Four Wheel Drive,Automatic,480,1600,241.8,82.1,77.5,21,29,6, Turbo Diesel,3.0,Black,Black,3000.0
63,0,No Accidents or Damage Reported,0,0,2023 Toyota Tacoma TRD Off Road,41998,18,21.1,127.4,42.9,39.7,0,4550,"6,400/6,400 lbs",Four Wheel Drive,Automatic,265,4600,212.3,75.2,70.6,18,22,6, Gas,3.5,Red,Gray,576.1
64,4,No Accidents or Damage Reported,0,1,2019 Ram 1500 Bighorn,36998,56,26.0,153.5,40.9,40.9,0,5160,"6,320/6,320 lbs",Four Wheel Drive,Automatic,410,3950,241.8,82.1,77.5,15,21,8, Gas,5.7,Burgundy,Black,1038.0
65,7,No Accidents or Damage Reported,0,6,2016 Toyota Tacoma TRD Sport,29998,62,21.1,127.4,42.9,39.7,0,4060,"3,500/3,500 lbs",Rear Wheel Drive,Automatic,265,4600,212.3,75.2,70.6,19,24,6, Gas,3.5,Gray,Black,576.1
66,5,No Accidents or Damage Reported,0,0,2018 Ford F150 XLT,28998,63,26.0,157.0,43.9,40.8,0,4912,"7,000/7,000 lbs",Four Wheel Drive,Automatic,470,3500,243.7,79.9,77.3,17,23,6, Turbo Gas,3.5,Blue,Gray,1342.9
67,3,No Accidents or Damage Reported,0,0,2020 Nissan Titan SV,33998,38,26.0,139.8,41.8,41.0,0,5502,"9,350/9,350 lbs",Rear Wheel Drive,Automatic,413,4000,228.1,79.5,75.4,16,22,8, Gas,5.6,Black,Gray,1032.5
68,4,No Accidents or Damage Reported,0,0,2019 GMC Sierra 1500 Elevation,37998,37,24.0,147.44,44.53,43.03,0,4835,"11,200/11,200 lbs",Four Wheel Drive,Automatic,383,4100,231.75,81.24,75.63,15,21,8, Gas,5.3,Black,Gray,934.1
69,3,No Accidents or Damage Reported,0,0,2020 Ram 1500 Laramie,42998,29,26.0,144.5,40.9,40.9,0,5196,"6,280/6,280 lbs",Four Wheel Drive,Automatic,410,3950,232.9,82.1,77.6,15,21,8, Gas,5.7,Gray,Black,1038.0
70,1,No Accidents or Damage Reported,0,0,2022 Toyota Tundra Platinum,59998,28,32.2,145.7,41.2,39.3,0,5490,"10,890/10,890 lbs",Four Wheel Drive,Automatic,479,2400,233.6,80.2,78.0,17,22,6, Turbo Gas,3.5,Black,Black,1995.8
