,Name,Price,Mileage,ages,accident_damages,Insurance,service_repairs,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,drive_type_text,transmission_text,torque_num,torque_rpm,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque,type
105,2018 Ford Escape S,17998,58,5,No Accidents or Damage Reported,0,0,15.7,105.9,43.1,39.9,34.3,3542,1500,Front Wheel Drive,Automatic,170,4500,178.1,72.4,66.3,21,29,4, Gas,2.5,Gray,Gray,377.8,crossover
106,2013 Honda CR-V EX-L,20998,44,10,No Accidents or Damage Reported,0,4,15.3,103.1,41.3,38.0,0.0,3408,0,Front Wheel Drive,Automatic,163,4400,178.3,71.6,65.1,23,31,4, Gas,2.4,Silver,Gray,370.5,crossover
107,2013 Ford Escape SEL,14998,92,10,No Accidents or Damage Reported,0,39,15.1,105.9,40.4,39.9,0.0,3515,0,Front Wheel Drive,Automatic,184,2500,178.1,72.4,66.3,23,33,4, Turbo Gas,1.6,Burgundy,Tan,736.0,crossover
108,2020 Hyundai Tucson Sport,22998,42,3,No Accidents or Damage Reported,0,0,16.4,105.1,41.5,39.6,31.0,3470,1000,Front Wheel Drive,Automatic,175,4000,176.4,72.8,64.8,22,28,4, Gas,2.4,Gray,Black,437.5,crossover
109,2020 Kia Sportage SX,24998,65,3,No Accidents or Damage Reported,0,1,16.4,105.1,41.5,37.6,30.7,3765,1653,All Wheel Drive,Automatic,260,1450,176.4,73.0,65.2,19,24,4, Turbo Gas,2.0,White,Black,1793.1,crossover
110,2012 Ford Edge SEL,14998,98,11,No Accidents or Damage Reported,0,0,18.0,111.2,40.7,40.0,0.0,4056,0,Front Wheel Drive,Automatic,270,3000,184.2,76.0,67.0,21,30,4, Turbo Gas,2.0,Brown,Tan,900.0,crossover
111,2018 Lexus RX 350 L,35998,55,5,No Accidents or Damage Reported,0,0,19.2,109.8,41.4,39.8,6.2,4619,0,All Wheel Drive,Automatic,263,4700,196.9,74.6,67.3,18,25,6, Gas,3.5,White,Black,559.6,crossover
112,2018 Hyundai Tucson SEL Plus,22998,28,5,No Accidents or Damage Reported,0,0,16.4,105.1,41.5,39.6,31.0,3300,1000,Front Wheel Drive,Automatic,151,4000,176.2,72.8,64.8,23,30,4, Gas,2.0,Black,Tan,377.5,crossover
113,2017 Hyundai Tucson SE,17998,57,6,No Accidents or Damage Reported,0,1,16.4,105.1,41.5,39.6,31.0,3300,1000,Front Wheel Drive,Automatic,151,4000,176.2,72.8,64.8,23,30,4, Gas,2.0,Burgundy,Tan,377.5,crossover
114,2017 Ford Edge Sport,19998,99,6,No Accidents or Damage Reported,0,0,18.0,112.2,42.6,40.2,39.2,4401,2000,All Wheel Drive,Automatic,350,2750,188.1,75.9,68.6,17,24,6, Turbo Gas,2.7,White,Black,1272.7,crossover
115,2017 Ford Escape SE,15998,90,6,No Accidents or Damage Reported,0,0,15.7,105.9,43.1,39.9,34.3,3502,2000,Front Wheel Drive,Automatic,177,2500,178.1,72.4,66.3,23,30,4, Turbo Gas,1.5,Orange,Gray,708.0,crossover
116,2013 Toyota RAV4 LE,17998,92,10,No Accidents or Damage Reported,0,12,15.9,104.7,42.6,39.8,0.0,3435,0,Front Wheel Drive,Automatic,172,4000,179.9,72.6,65.4,24,31,4, Gas,2.5,Tan,Tan,430.0,crossover
117,2018 Honda Pilot EX-L,27998,66,5,No Accidents or Damage Reported,0,2,19.5,111.0,40.9,39.5,16.5,4288,3500,All Wheel Drive,Automatic,262,4700,194.5,78.6,69.8,18,26,6, Gas,3.5,Silver,Gray,557.4,crossover
118,2018 Nissan Kicks SV,17998,84,5,No Accidents or Damage Reported,0,1,10.8,103.1,43.7,40.7,25.3,2654,0,Front Wheel Drive,Automatic,115,4000,169.1,69.3,62.4,31,36,4, Gas,1.6,White,Black,287.5,crossover
119,2019 Mazda CX-5 Grand Touring,26998,49,4,No Accidents or Damage Reported,0,0,15.3,106.2,41.0,39.3,30.9,3679,2000,All Wheel Drive,Automatic,186,4000,179.1,72.5,65.3,24,30,4, Gas,2.5,Red,Black,465.0,crossover
120,2020 Ford EcoSport S,18998,38,3,No Accidents or Damage Reported,0,0,13.6,99.2,42.9,39.6,20.9,3020,1400,Front Wheel Drive,Automatic,125,6000,161.3,69.5,64.8,27,29,3, Turbo Gas,1.0,White,Black,208.3,crossover
121,2016 Toyota RAV4 LE,19998,97,7,No Accidents or Damage Reported,0,0,15.9,104.7,42.6,39.8,38.4,3570,1500,All Wheel Drive,Automatic,172,4100,181.1,72.6,65.5,22,29,4, Gas,2.5,Gray,Black,419.5,crossover
122,2020 Hyundai Tucson SE,21998,55,3,No Accidents or Damage Reported,0,2,16.4,105.1,41.5,39.6,31.0,3455,1000,All Wheel Drive,Automatic,150,4700,176.4,72.8,64.8,22,25,4, Gas,2.0,White,Black,319.1,crossover
123,2017 Nissan Rogue Sport SV,20998,53,6,No Accidents or Damage Reported,0,4,14.5,104.2,42.8,39.6,22.9,3380,0,All Wheel Drive,Automatic,147,4400,172.4,72.3,63.3,24,30,4, Gas,2.0,Gray,Black,334.1,crossover
124,2019 Ford Edge SEL,23998,62,4,No Accidents or Damage Reported,0,0,18.5,112.2,42.6,40.2,39.2,4124,1500,All Wheel Drive,Automatic,280,3000,188.8,75.9,68.3,21,28,4, Turbo Gas,2.0,Blue,Black,933.3,crossover
125,2018 Ford Escape SE,19998,63,5,No Accidents or Damage Reported,0,0,15.7,105.9,43.1,39.9,34.3,3668,2000,Four Wheel Drive,Automatic,177,2500,178.1,72.4,66.3,22,28,4, Turbo Gas,1.5,Maroon,Gray,708.0,crossover
126,2018 Ford Edge SE,20998,56,5,No Accidents or Damage Reported,0,5,18.0,112.2,42.6,40.2,39.2,4095,1500,All Wheel Drive,Automatic,275,3000,188.1,75.9,68.6,20,27,4, Turbo Gas,2.0,Gray,Black,916.7,crossover
127,2019 Nissan Rogue S,21998,43,4,No Accidents or Damage Reported,0,0,14.5,106.5,43.0,41.6,39.3,3454,1102,Front Wheel Drive,Automatic,175,4400,184.5,72.4,68.0,26,33,4, Gas,2.5,Black,Black,397.7,crossover
128,2019 Volkswagen Atlas SE,28998,59,4,No Accidents or Damage Reported,0,0,18.6,117.3,41.5,41.3,20.6,4502,0,All Wheel Drive,Automatic,266,2750,198.3,78.3,70.0,17,23,6, Gas,3.6,White,Tan,967.3,crossover
129,2014 Ford Escape SE,14998,104,9,No Accidents or Damage Reported,0,1,15.1,105.9,43.1,39.9,34.3,3645,2000,Four Wheel Drive,Automatic,184,2500,178.1,72.4,66.3,22,30,4, Turbo Gas,1.6,White,Gray,736.0,crossover
130,2020 Nissan Rogue S,22998,24,3,No Accidents or Damage Reported,0,0,14.5,106.5,43.0,41.6,39.3,3464,1102,Front Wheel Drive,Automatic,175,4400,184.5,72.4,68.0,26,33,4, Gas,2.5,White,Black,397.7,crossover
131,2014 Ford Escape Titanium,16998,79,9,No Accidents or Damage Reported,0,2,15.1,105.9,43.1,39.9,34.3,3502,2000,Front Wheel Drive,Automatic,184,2500,178.1,72.4,66.3,23,32,4, Turbo Gas,1.6,Pearl,Tan,736.0,crossover
132,2016 Volvo XC90 T6 Momentum,24998,89,7,No Accidents or Damage Reported,0,3,18.8,117.5,40.9,38.9,12.6,4394,5000,All Wheel Drive,Automatic,295,2200,194.8,79.1,69.9,20,25,4, Turbo Supercharged,2.0,Black,Black,1340.9,crossover
133,2013 Ford Edge Limited,18998,75,10,No Accidents or Damage Reported,0,0,19.2,111.2,40.7,40.0,0.0,4234,0,All Wheel Drive,Automatic,253,4000,184.2,76.0,67.0,18,25,6, Gas,3.5,Red,Black,632.5,crossover
134,2017 Ford Escape Titanium,19998,66,6,No Accidents or Damage Reported,0,0,15.7,105.9,43.1,39.9,34.3,3502,2000,Front Wheel Drive,Automatic,177,2500,178.1,72.4,66.3,23,30,4, Turbo Gas,1.5,Black,Black,708.0,crossover
135,2018 Toyota RAV4 XLE,23998,60,5,No Accidents or Damage Reported,0,0,15.9,104.7,42.6,38.9,38.4,3485,1500,Front Wheel Drive,Automatic,172,4100,181.1,72.6,65.9,23,30,4, Gas,2.5,White,Black,419.5,crossover
136,2019 Honda CR-V EX-L,29998,25,4,No Accidents or Damage Reported,0,0,14.0,104.7,41.3,38.0,39.2,3492,0,All Wheel Drive,Automatic,179,2000,180.6,73.0,66.5,27,33,4, Turbo Gas,1.5,Red,Gray,895.0,crossover
137,2020 Honda CR-V EX,28998,38,3,No Accidents or Damage Reported,0,0,14.0,104.7,41.3,38.0,39.2,3521,1500,All Wheel Drive,Automatic,179,2000,182.1,73.0,66.5,27,32,4, Turbo Gas,1.5,White,Gray,895.0,crossover
138,2020 Toyota Highlander XLE,34998,42,3,No Accidents or Damage Reported,0,0,17.9,112.2,40.4,38.4,16.0,4195,5000,Front Wheel Drive,Automatic,263,4700,194.9,76.0,68.1,21,29,6, Gas,3.5,Gray,Black,559.6,crossover
139,2020 Mazda CX-9 Touring,30998,32,3,No Accidents or Damage Reported,0,6,19.0,115.3,41.0,39.3,14.4,4225,3500,Front Wheel Drive,Automatic,310,2000,199.4,77.5,67.6,22,28,4, Turbo Gas,2.5,Gray,Black,1550.0,crossover
140,2019 Nissan Rogue SV,23998,27,4,No Accidents or Damage Reported,0,0,14.5,106.5,43.0,41.6,39.3,3488,1102,Front Wheel Drive,Automatic,175,4400,184.5,72.4,68.0,26,33,4, Gas,2.5,Red,Black,397.7,crossover
141,2020 Nissan Rogue SL,27998,23,3,No Accidents or Damage Reported,0,0,14.5,106.5,43.0,41.6,39.3,3551,1102,Front Wheel Drive,Automatic,175,4400,184.5,72.4,68.0,26,33,4, Gas,2.5,Gray,Black,397.7,crossover
142,2017 Kia Sorento LX,18998,53,6,No Accidents or Damage Reported,0,9,18.8,109.4,44.1,39.5,38.8,3840,2000,All Wheel Drive,Automatic,178,4000,187.4,74.4,66.3,21,25,4, Gas,2.4,White,Black,445.0,crossover
143,2021 Nissan Kicks S,20998,39,2,No Accidents or Damage Reported,0,0,10.8,103.1,43.7,40.4,25.3,2691,0,Front Wheel Drive,Automatic,114,4000,169.1,69.3,62.4,31,36,4, Gas,1.6,White,Black,285.0,crossover
144,2018 Hyundai Santa Fe Sport,17998,87,5,No Accidents or Damage Reported,0,0,17.4,106.3,41.3,39.6,35.4,3794,1650,All Wheel Drive,Automatic,178,4000,185.0,74.0,66.1,20,26,4, Gas,2.4,Silver,Gray,445.0,crossover
145,2020 BMW X5 xDrive40i,49998,41,3,No Accidents or Damage Reported,0,1,21.9,117.1,39.8,40.8,33.9,4991,6603,All Wheel Drive,Automatic,330,1500,194.3,78.9,68.7,20,26,6, Turbo Gas,3.0,White,Brown,2200.0,crossover
146,2016 Jeep Patriot High Altitude,18998,52,7,No Accidents or Damage Reported,0,4,13.5,103.7,40.6,41.0,23.0,3331,1000,Four Wheel Drive,Automatic,165,4400,173.8,69.2,66.8,20,26,4, Gas,2.4,White,Black,375.0,crossover
147,2017 BMW X5 M,49998,57,6,No Accidents or Damage Reported,0,6,22.4,115.5,40.4,40.5,35.8,5260,5952,All Wheel Drive,Automatic,553,2200,192.1,75.0,69.1,14,19,8, Turbo Gas,4.4,Black,Black,2513.6,crossover
148,2014 Kia Sorento SX,18998,86,9,No Accidents or Damage Reported,0,30,17.4,106.3,41.3,39.2,36.9,3894,3500,All Wheel Drive,Automatic,252,5200,184.6,74.2,66.9,18,24,6, Gas,3.3,Black,Black,484.6,crossover
149,2019 BMW X3 XDrive30i,31998,41,4,No Accidents or Damage Reported,0,1,17.2,112.8,40.3,41.1,28.7,4156,0,All Wheel Drive,Automatic,258,1450,185.9,74.4,66.0,22,29,4, Turbo Gas,2.0,White,Black,1779.3,crossover
150,2020 BMW X3 XDrive30i,30998,45,3,No Accidents or Damage Reported,0,0,17.2,112.8,40.3,41.1,28.7,4156,0,All Wheel Drive,Automatic,258,1450,185.9,74.4,66.0,24,29,4, Turbo Gas,2.0,Black,Black,1779.3,crossover
151,2017 Ford Edge SEL,19998,69,6,No Accidents or Damage Reported,0,0,18.0,112.2,42.6,40.2,39.2,3927,1500,Front Wheel Drive,Automatic,275,3000,188.1,75.9,68.6,20,29,4, Turbo Gas,2.0,Black,Tan,916.7,crossover
152,2014 Hyundai Santa Fe Sport 2.0T,19998,63,9,No Accidents or Damage Reported,0,0,17.4,106.3,41.3,39.6,35.4,3706,3500,All Wheel Drive,Automatic,269,1750,184.6,74.0,66.1,18,24,4, Turbo Gas,2.0,White,Black,1537.1,crossover
153,2020 Hyundai Kona Limited,24998,24,3,No Accidents or Damage Reported,0,0,13.2,102.4,41.5,38.0,19.2,3256,0,All Wheel Drive,Automatic,195,1500,164.0,70.9,61.6,26,29,4, Turbo Gas,1.6,White,Black,1300.0,crossover
154,2019 Audi Q7 Prestige,38998,49,4,No Accidents or Damage Reported,0,0,22.5,117.9,41.7,39.9,14.2,4729,0,All Wheel Drive,Automatic,325,2900,199.6,77.5,68.5,19,25,6, Supercharged Gas,3.0,Gray,Black,1120.7,crossover
155,2020 Chevrolet Trax LS,17998,60,3,No Accidents or Damage Reported,0,0,14.0,100.6,40.8,39.6,0.0,3124,0,Front Wheel Drive,Automatic,148,1850,167.2,69.9,64.9,26,31,4, Turbo Gas,1.4,Black,Black,800.0,crossover
156,2018 Nissan Rogue SL,17998,112,5,No Accidents or Damage Reported,0,0,14.5,106.5,43.0,41.6,39.3,3541,1102,Front Wheel Drive,Automatic,175,4400,184.5,72.4,68.0,26,33,4, Gas,2.5,Black,Black,397.7,crossover
157,2019 Buick Enclave Premium,35998,21,4,No Accidents or Damage Reported,0,0,22.0,120.9,41.2,42.6,23.6,4614,0,All Wheel Drive,Automatic,266,2800,204.3,78.8,69.9,17,25,6, Gas,3.6,Black,Gray,950.0,crossover
158,2018 Mazda CX-9 Touring,26998,46,5,No Accidents or Damage Reported,0,1,19.5,115.3,41.0,39.3,14.4,4361,3500,All Wheel Drive,Automatic,310,2000,199.4,77.5,67.6,20,26,4, Turbo Gas,2.5,Silver,Black,1550.0,crossover
159,2017 GMC Acadia SLT,22998,73,6,No Accidents or Damage Reported,0,0,19.0,112.5,41.0,40.3,12.8,3956,0,Front Wheel Drive,Automatic,271,5000,193.6,75.4,66.0,18,25,6, Gas,3.6,Gray,Black,542.0,crossover
160,2016 Toyota RAV4 LE,19998,94,7,No Accidents or Damage Reported,0,0,15.9,104.7,42.6,39.8,38.4,3455,1500,Front Wheel Drive,Automatic,172,4100,181.1,72.6,65.5,23,30,4, Gas,2.5,White,Black,419.5,crossover
161,2019 Hyundai Kona SE,18998,59,4,No Accidents or Damage Reported,0,1,13.2,102.4,41.5,39.6,19.2,2890,0,Front Wheel Drive,Automatic,132,4500,164.0,70.9,61.0,27,33,4, Gas,2.0,Blue,Black,293.3,crossover
162,2016 Honda Pilot EX-L,23998,97,7,No Accidents or Damage Reported,0,3,19.5,111.0,40.9,39.5,16.5,4288,0,All Wheel Drive,Automatic,262,4700,194.5,78.6,69.8,18,26,6, Gas,3.5,White,Tan,557.4,crossover
163,2019 Ford Edge ST,29998,46,4,No Accidents or Damage Reported,0,4,18.5,112.2,42.6,40.2,39.2,4477,3500,All Wheel Drive,Automatic,380,3250,188.8,75.9,68.3,19,26,6, Turbo Gas,2.7,White,Black,1169.2,crossover
164,2020 BMW X5 xDrive40i,37998,47,3,No Accidents or Damage Reported,0,0,21.9,117.1,39.8,40.8,33.9,4991,6603,All Wheel Drive,Automatic,330,1500,194.3,78.9,68.7,20,26,6, Turbo Gas,3.0,Blue,Black,2200.0,crossover
165,2018 Toyota Highlander XLE,32998,45,5,No Accidents or Damage Reported,0,0,19.2,109.8,44.2,39.5,13.8,4590,5000,All Wheel Drive,Automatic,263,4700,192.5,75.8,68.1,20,26,6, Gas,3.5,Gray,Gray,559.6,crossover
166,2019 Subaru Crosstrek Premium,23998,55,4,No Accidents or Damage Reported,0,0,16.6,104.9,43.1,39.8,20.8,3186,1500,All Wheel Drive,Automatic,145,4000,175.8,71.0,63.6,27,33,4, Gas,2.0,Silver,Black,362.5,crossover
167,2014 Buick Encore Premium,18998,58,9,No Accidents or Damage Reported,0,4,14.0,100.6,40.8,39.6,0.0,3309,0,All Wheel Drive,Automatic,148,1850,168.4,69.9,65.2,23,30,4, Turbo Gas,1.4,Pearl,Gray,800.0,crossover
168,2019 Nissan Rogue Sport S,21998,50,4,No Accidents or Damage Reported,0,0,14.5,104.2,42.8,39.6,22.9,3377,0,All Wheel Drive,Automatic,147,4400,172.4,72.3,63.3,24,30,4, Gas,2.0,Silver,Black,334.1,crossover
169,2018 Honda CR-V EX,22998,94,5,No Accidents or Damage Reported,0,1,14.0,104.7,41.3,38.0,39.2,3473,0,All Wheel Drive,Automatic,179,2000,180.6,73.0,66.5,27,33,4, Turbo Gas,1.5,Silver,Black,895.0,crossover
170,2019 Toyota C-HR XLE,25998,22,4,No Accidents or Damage Reported,0,0,13.2,103.9,43.5,38.1,19.0,3300,0,Front Wheel Drive,Automatic,139,3900,171.2,70.7,61.6,27,31,4, Gas,2.0,Red,Black,356.4,crossover
171,2020 Toyota Highlander XLE,37998,31,3,No Accidents or Damage Reported,0,0,17.9,112.2,40.4,38.4,16.0,4370,5000,All Wheel Drive,Automatic,263,4700,194.9,76.0,68.1,20,27,6, Gas,3.5,Blue,Gray,559.6,crossover
172,2016 Toyota RAV4 SE,20998,104,7,No Accidents or Damage Reported,0,0,15.9,104.7,42.6,38.9,38.4,3630,1500,All Wheel Drive,Automatic,172,4100,181.1,72.6,65.5,22,29,4, Gas,2.5,Black,Black,419.5,crossover
173,2016 GMC Terrain Denali,19998,95,7,No Accidents or Damage Reported,0,0,18.8,112.5,41.2,39.8,0.0,4068,0,All Wheel Drive,Automatic,172,4900,185.5,72.8,66.3,20,29,4, Gas,2.4,Red,Gray,351.0,crossover
174,2015 Chevrolet Camaro LS,20998,55,8,No Accidents or Damage Reported,0,0,19.0,112.3,42.4,37.4,0.0,3719,Null,Rear Wheel Drive,Automatic,278,4800,190.6,75.5,54.2,17,28,6, Gas,3.6,Black,Black,579.2,coupes
175,2021 Chevrolet Corvette Stingray 2LT,75998,17,2,No Accidents or Damage Reported,0,0,18.5,107.2,42.8,37.9,0.0,3366,Null,Rear Wheel Drive,Automatic,465,5150,182.3,76.1,48.6,15,27,8, Gas,6.2,Gray,Black,902.9,coupes
176,2018 Dodge Challenger SXT Plus,27998,31,5,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,0.0,3894,Null,Rear Wheel Drive,Automatic,268,4800,197.9,75.7,57.5,19,30,6, Gas,3.6,White,Black,558.3,coupes
177,2014 Dodge Challenger SXT Plus,24998,24,9,No Accidents or Damage Reported,0,0,19.5,116.0,42.0,39.3,0.0,3834,Null,Rear Wheel Drive,Automatic,268,4800,197.7,75.7,57.1,18,27,6, Gas,3.6,Black,Brown,558.3,coupes
178,2020 Subaru BRZ Limited,28998,28,3,No Accidents or Damage Reported,0,0,13.2,101.2,41.9,37.1,0.0,2798,Null,Rear Wheel Drive,Manual 6 Speed,156,6400,166.7,69.9,52.0,21,29,4, Gas,2.0,Gray,Black,243.8,coupes
179,2013 Chevrolet Camaro SS,25998,68,10,No Accidents or Damage Reported,0,2,19.0,112.3,42.4,37.4,0.0,3860,Null,Rear Wheel Drive,Automatic,420,4600,190.4,75.5,54.2,16,24,8, Gas,6.2,Red,Black,913.0,coupes
180,2015 Volkswagen Beetle,20998,62,8,No Accidents or Damage Reported,0,0,14.5,100.0,41.3,39.3,0.0,3225,Null,Front Wheel Drive,Automatic,184,1500,168.4,71.2,58.0,24,32,4, Turbo Gas,1.8,Black,Tan,1226.7,coupes
181,2017 Chevrolet Corvette Stingray,46998,16,6,No Accidents or Damage Reported,0,6,18.5,106.7,43.0,37.9,0.0,3298,Null,Rear Wheel Drive,Manual 7 Speed,460,4600,176.9,73.9,48.8,16,25,8, Gas,6.2,Black,Red,1000.0,coupes
182,2020 Ford Mustang Ecoboost Premium,24998,58,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,0.0,3642,Null,Null,Automatic,350,3000,188.3,75.4,54.9,20,28,4, Turbo Gas,2.3,Silver,Black,1166.7,coupes
183,2018 BMW M4,53998,21,5,No Accidents or Damage Reported,0,3,15.9,110.7,42.2,39.8,0.0,3530,Null,Null,Automatic,406,1850,184.5,73.6,54.4,17,25,6, Turbo Gas,3.0,Silver,Black,2194.6,coupes
184,2021 Dodge Challenger R/T Scat Pack,43998,32,2,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,0.0,4230,Null,Null,Automatic,475,4100,197.9,75.7,57.7,14,23,8, Gas,6.4,Green,Black,1158.5,coupes
185,2020 Dodge Challenger R/T Scat Pack Widebody,52998,12,3,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,0.0,4308,Null,Null,Automatic,475,4100,197.9,79.2,57.5,14,23,8, Gas,6.4,Blue,Black,1158.5,coupes
186,2012 Infiniti G37,23998,29,11,No Accidents or Damage Reported,0,2,20.0,112.2,43.9,39.4,0.0,4083,Null,Rear Wheel Drive,Automatic,267,5200,183.3,72.9,55.1,17,25,6, Gas,3.7,Gray,Gray,513.5,coupes
187,2020 Ford Mustang GT Premium,36998,35,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,0.0,3825,Null,Null,Automatic,420,4600,188.3,75.4,54.9,15,24,8, Gas,5.0,Red,Red,913.0,coupes
188,2020 Toyota 86 Hakone Edition,32998,6,3,No Accidents or Damage Reported,0,0,13.2,101.2,41.9,37.1,0.0,2817,Null,Rear Wheel Drive,Automatic,151,6400,166.7,69.9,50.6,24,32,4, Gas,2.0,Green,Black,235.9,coupes
189,2019 Toyota 86,22998,96,4,No Accidents or Damage Reported,0,0,13.2,101.2,41.9,37.1,0.0,2776,Null,Rear Wheel Drive,Manual 6 Speed,156,6400,166.7,69.9,50.6,21,28,4, Gas,2.0,Black,Black,243.8,coupes
190,2019 Volkswagen Beetle Final Edition SEL,34998,27,4,No Accidents or Damage Reported,0,5,14.5,100.1,41.3,39.3,0.0,3239,Null,Front Wheel Drive,Automatic,184,1500,168.8,71.9,58.0,26,33,4, Turbo Gas,2.0,White,Black,1226.7,coupes
191,2019 Chevrolet Camaro 2SS,34998,57,4,No Accidents or Damage Reported,0,0,19.0,110.7,43.9,38.4,0.0,3956,Null,Null,Automatic,455,4400,188.3,74.7,52.9,16,24,8, Gas,6.2,White,Black,1034.1,coupes
192,2023 Subaru BRZ Limited,31998,2,0,No Accidents or Damage Reported,0,0,13.2,101.4,41.5,37.0,0.0,2835,Null,Rear Wheel Drive,Manual 6 Speed,184,3700,167.9,69.9,51.6,20,27,4, Gas,2.4,Red,Black,497.3,coupes
193,2017 Ford Mustang Ecoboost Premium,22998,64,6,No Accidents or Damage Reported,0,0,15.5,107.1,44.5,37.6,0.0,3532,Null,Rear Wheel Drive,Manual 6 Speed,320,2500,188.3,75.4,54.4,21,30,4, Turbo Gas,2.3,Black,Black,1280.0,coupes
194,2021 Dodge Challenger R/T Scat Pack,41998,15,2,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,0.0,4230,Null,Null,Automatic,475,4100,197.9,75.7,57.7,14,23,8, Gas,6.4,Gray,Black,1158.5,coupes
195,2018 Ford Mustang Ecoboost Premium,24998,32,5,No Accidents or Damage Reported,0,0,15.5,107.1,44.5,37.6,0.0,3532,Null,Rear Wheel Drive,Automatic,350,3000,188.3,75.4,54.4,21,31,4, Turbo Gas,2.3,Red,Black,1166.7,coupes
196,2014 Ford Mustang,18998,60,9,No Accidents or Damage Reported,0,4,16.0,107.1,42.4,38.8,0.0,3630,Null,Rear Wheel Drive,Automatic,280,4250,188.5,73.9,55.8,19,29,6, Gas,3.7,Gray,Black,658.8,coupes
197,2018 Dodge Challenger R/T,30998,28,5,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,0.0,4190,Null,Rear Wheel Drive,Manual 6 Speed,410,4300,197.9,75.7,57.5,15,23,8, Gas,5.7,Silver,Black,953.5,coupes
198,2018 Honda Civic SI,28998,9,5,No Accidents or Damage Reported,0,0,12.4,106.3,42.3,36.5,0.0,2889,Null,Front Wheel Drive,Manual 6 Speed,192,2100,177.3,70.9,54.7,28,38,4, Turbo Gas,1.5,Green,Black,914.3,coupes
199,2017 Honda Civic LX-P,20998,51,6,No Accidents or Damage Reported,0,2,12.4,106.3,42.3,36.5,0.0,2775,Null,Front Wheel Drive,Automatic,138,4200,176.9,70.8,54.9,30,39,4, Gas,2.0,Black,Tan,328.6,coupes
200,2017 Volkswagen Beetle Classic,27998,16,6,No Accidents or Damage Reported,0,0,14.5,100.0,41.3,39.3,0.0,3225,Null,Front Wheel Drive,Automatic,184,1500,168.4,71.2,58.0,24,33,4, Turbo Gas,1.8,Gray,Brown,1226.7,coupes
201,2021 Dodge Challenger SXT,28998,21,2,No Accidents or Damage Reported,0,4,18.5,116.2,42.0,39.3,0.0,4057,Null,All Wheel Drive,Automatic,268,4800,197.9,75.7,58.4,18,27,6, Gas,3.6,Black,Black,558.3,coupes
202,2020 Dodge Challenger R/T Scat Pack,43998,12,3,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,0.0,4230,Null,Rear Wheel Drive,Manual 6 Speed,475,4100,197.9,75.7,57.5,14,23,8, Gas,6.4,Purple,Black,1158.5,coupes
203,2013 BMW M3,35998,45,10,No Accidents or Damage Reported,0,8,16.6,108.7,41.8,38.0,0.0,4145,Null,Null,Automatic,295,3900,181.7,71.0,54.8,13,20,8, Gas,4.0,Red,Black,756.4,coupes
204,2020 Ford Mustang Shelby GT350,66998,9,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,0.0,3760,Null,Rear Wheel Drive,Manual 6 Speed,429,4750,188.9,75.9,54.2,14,21,8, Gas,5.2,Blue,Black,903.2,coupes
205,2018 Ford Mustang Ecoboost Premium,22998,85,5,No Accidents or Damage Reported,0,0,15.5,107.1,44.5,37.6,0.0,3532,Null,Rear Wheel Drive,Automatic,350,3000,188.3,75.4,54.4,21,31,4, Turbo Gas,2.3,Gray,Black,1166.7,coupes
206,2020 Dodge Challenger SXT,27998,33,3,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,0.0,4057,Null,All Wheel Drive,Automatic,268,4800,197.9,75.7,57.5,18,27,6, Gas,3.6,Burgundy,Black,558.3,coupes
207,2019 Ford Mustang Ecoboost Premium,27998,28,4,No Accidents or Damage Reported,0,2,16.0,107.1,44.5,37.6,0.0,3532,Null,Null,Automatic,350,3000,188.3,75.4,54.4,21,31,4, Turbo Gas,2.3,White,Black,1166.7,coupes
208,2018 BMW M240 XI,34998,26,5,No Accidents or Damage Reported,0,2,13.7,105.9,41.5,40.5,0.0,3944,Null,All Wheel Drive,Automatic,369,1520,175.9,69.8,55.2,21,30,6, Turbo Gas,3.0,White,Tan,2427.6,coupes
209,2015 BMW M4,35998,74,8,No Accidents or Damage Reported,0,10,15.9,110.7,42.2,40.4,0.0,4055,Null,Rear Wheel Drive,Automatic,406,1850,184.5,73.6,54.6,17,26,6, Turbo Gas,3.0,Silver,Gray,2194.6,coupes
210,2015 BMW M4,44998,32,8,No Accidents or Damage Reported,0,5,15.9,110.7,42.2,39.8,0.0,3530,Null,Rear Wheel Drive,Automatic,406,1850,184.5,73.6,54.4,17,26,6, Turbo Gas,3.0,Gray,Tan,2194.6,coupes
