Name,Price,Mile,Ages,Accident_damages,Insurance,Service_repairs,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,curb_weight,transmission,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque,type
2014 GMC Terrain SLT,17998,81,9,No Accidents or Damage Reported,0,1,18.0,112.5,41.2,39.8,3867,Automatic,185.3,72.8,66.3,17,24,6, Gas,3.6,Black,Brown,566.7,crossover
2019 Hyundai Tucson SE,22998,23,4,No Accidents or Damage Reported,0,0,16.4,105.1,41.5,39.6,3455,Automatic,176.4,72.8,64.8,22,25,4, Gas,2.0,Brown,Cream,319.1,crossover
2018 BMW X5 XDrive35i,33998,43,5,No Accidents or Damage Reported,0,6,22.4,115.5,40.4,40.5,4790,Automatic,192.4,76.3,69.4,18,24,6, Turbo Gas,3.0,Gray,Black,2500.0,crossover
2018 BMW X1 XDrive28i,24998,60,5,No Accidents or Damage Reported,0,5,16.1,105.1,40.4,41.9,3697,Automatic,175.4,71.7,62.9,22,31,4, Turbo Gas,2.0,Blue,Black,1779.3,crossover
2020 Hyundai Santa Fe Limited,27998,43,3,No Accidents or Damage Reported,0,0,18.8,108.9,44.1,41.2,3803,Automatic,187.8,74.4,66.1,22,29,4, Gas,2.4,Black,Gray,445.0,crossover
2016 Jeep Compass High Altitude,14998,111,7,No Accidents or Damage Reported,0,0,13.5,103.7,40.6,39.9,3345,Automatic,175.1,71.4,65.0,20,26,4, Gas,2.4,Black,Black,375.0,crossover
2016 Jeep Compass Sport,15998,89,7,No Accidents or Damage Reported,0,6,13.5,103.7,40.6,40.7,3258,Automatic,175.1,71.4,65.0,22,27,4, Gas,2.4,Black,Black,375.0,crossover
2017 GMC Terrain SLT,18998,94,6,No Accidents or Damage Reported,0,0,18.8,112.5,41.2,39.8,4054,Automatic,185.5,72.8,66.3,20,28,4, Gas,2.4,Gray,Black,351.0,crossover
2018 Ford Escape SEL,18998,56,5,No Accidents or Damage Reported,0,1,15.7,105.9,43.1,39.9,3576,Automatic,178.1,72.4,66.3,23,30,4, Turbo Gas,1.5,White,Black,708.0,crossover
2018 Subaru Crosstrek Premium,20998,94,5,No Accidents or Damage Reported,0,0,16.6,104.9,43.1,39.8,3186,Automatic,175.8,71.0,63.6,27,33,4, Gas,2.0,Black,Black,362.5,crossover
2013 Hyundai Santa Fe Sport,14998,117,10,No Accidents or Damage Reported,0,1,17.4,106.3,41.3,39.6,3459,Automatic,184.6,74.0,66.1,21,29,4, Gas,2.4,Orange,Gray,425.9,crossover
2017 Ford Escape S,18998,48,6,No Accidents or Damage Reported,0,0,15.7,105.9,43.1,39.9,3515,Automatic,178.1,72.4,66.3,21,29,4, Gas,2.5,Orange,Gray,377.8,crossover
2017 GMC Terrain SLE,16998,101,6,No Accidents or Damage Reported,0,4,18.8,112.5,41.2,39.8,3792,Automatic,185.5,72.8,66.3,21,31,4, Gas,2.4,Gray,Black,351.0,crossover
2017 Mitsubishi Outlander Sport ES,18998,23,6,No Accidents or Damage Reported,0,0,16.6,105.1,41.6,39.4,3032,Manual 5 Speed,171.5,71.3,64.8,23,29,4, Gas,2.0,Silver,Black,345.2,crossover
2018 BMW X3 XDrive30i,28998,56,5,No Accidents or Damage Reported,0,4,17.2,112.8,40.3,41.1,4156,Automatic,185.9,74.4,66.0,22,29,4, Turbo Gas,2.0,White,Black,1779.3,crossover
2015 Acura MDX,18998,116,8,No Accidents or Damage Reported,0,20,19.5,111.0,41.4,38.1,4294,Automatic,193.6,77.2,67.6,18,27,6, Gas,3.5,White,Tan,593.3,crossover
2019 Jeep Compass Altitude,24998,51,4,No Accidents or Damage Reported,0,3,13.5,103.8,41.8,39.2,3184,Automatic,173.0,73.8,64.8,22,31,4, Gas,2.4,Black,Black,448.7,crossover
2018 Kia Sorento LX,20998,60,5,No Accidents or Damage Reported,0,6,18.8,109.4,44.1,39.5,3840,Automatic,187.4,74.4,66.3,21,25,4, Gas,2.4,Gray,Black,445.0,crossover
2016 Jeep Patriot High Altitude,15998,97,7,No Accidents or Damage Reported,0,0,13.6,103.7,40.6,41.0,3210,Automatic,173.8,69.2,65.5,22,26,4, Gas,2.0,White,Black,282.0,crossover
2018 Hyundai Tucson SEL,16998,101,5,No Accidents or Damage Reported,0,0,16.4,105.1,41.5,39.6,3300,Automatic,176.2,72.8,64.8,23,30,4, Gas,2.0,Blue,Black,377.5,crossover
2020 Volvo XC90 T6 Momentum,39998,32,3,No Accidents or Damage Reported,0,0,18.8,117.5,40.9,38.9,4394,Automatic,194.9,79.1,69.9,20,27,4, Turbo Supercharged,2.0,White,Tan,1340.9,crossover
2016 Audi Q5 Premium Plus,22998,65,7,No Accidents or Damage Reported,0,1,19.8,110.5,41.0,39.4,4200,Automatic,182.6,74.7,65.2,20,28,4, Turbo Gas,2.0,Pearl,Tan,1720.0,crossover
2016 Kia Sorento EX,18998,76,7,No Accidents or Damage Reported,0,1,18.8,109.4,44.1,39.5,4004,Automatic,187.4,74.4,66.3,19,25,4, Turbo Gas,2.0,White,Black,1793.1,crossover
2017 Nissan Rogue SV,16998,116,6,No Accidents or Damage Reported,0,8,14.5,106.5,43.0,41.6,3441,Automatic,184.5,72.4,68.1,26,33,4, Gas,2.5,Blue,Gray,397.7,crossover
2014 Nissan Rogue S,14998,124,9,No Accidents or Damage Reported,0,0,14.5,106.5,43.0,41.6,3393,Automatic,182.3,72.4,66.3,26,33,4, Gas,2.5,Silver,Tan,397.7,crossover
2018 Kia Sportage EX,17998,82,5,No Accidents or Damage Reported,0,6,16.4,105.1,41.5,39.3,3305,Automatic,176.4,73.0,64.8,22,29,4, Gas,2.4,Blue,Black,437.5,crossover
2019 Volvo XC90 T6 Momentum,37998,36,4,No Accidents or Damage Reported,0,0,18.8,117.5,40.9,38.9,4394,Automatic,194.9,79.1,69.9,19,26,4, Turbo Supercharged,2.0,Blue,Tan,1340.9,crossover
2014 Cadillac SRX Premium,24998,41,9,No Accidents or Damage Reported,0,1,21.0,110.5,41.2,39.7,4442,Automatic,190.3,75.2,65.7,16,23,6, Gas,3.6,Blue,Black,1104.2,crossover
2020 Jeep Renegade Altitude,23998,13,3,No Accidents or Damage Reported,0,0,12.7,101.2,41.2,41.1,3056,Automatic,166.6,74.2,66.5,22,30,4, Gas,2.4,Black,Black,448.7,crossover
2019 Jeep Compass Sport,20998,40,4,No Accidents or Damage Reported,0,2,13.5,103.8,41.8,39.2,3184,Automatic,173.0,73.8,64.6,23,32,4, Gas,2.4,Blue,Black,448.7,crossover
2015 Subaru Forester 2.0XT Touring,17998,114,8,No Accidents or Damage Reported,0,0,15.9,103.9,43.0,40.0,3651,Automatic,180.9,70.7,68.2,23,28,4, Turbo Gas,2.0,Gray,Black,1290.0,crossover
2016 Nissan Murano SL,21998,69,7,No Accidents or Damage Reported,0,0,19.0,111.2,40.5,38.1,3977,Automatic,192.4,75.4,66.6,21,28,6, Gas,3.5,Silver,Brown,545.5,crossover
2019 Volvo XC90 T6 Momentum,34998,46,4,No Accidents or Damage Reported,0,0,18.8,117.5,40.9,38.9,4394,Automatic,194.9,79.1,69.9,19,26,4, Turbo Supercharged,2.0,Black,Champagne,1340.9,crossover
2015 Hyundai Santa Fe Sport 2.0T,18998,80,8,No Accidents or Damage Reported,0,0,17.4,106.3,41.3,39.6,3706,Automatic,184.6,74.0,66.1,18,24,4, Turbo Gas,2.0,Red,Tan,1537.1,crossover
2019 Kia Sorento LX,20998,58,4,No Accidents or Damage Reported,0,1,18.8,109.4,44.1,39.5,3810,Automatic,189.0,74.4,66.3,22,29,4, Gas,2.4,Blue,Black,445.0,crossover
2017 Honda Pilot EX-L,21998,117,6,No Accidents or Damage Reported,0,1,19.5,111.0,40.9,39.5,4288,Automatic,194.5,78.6,69.8,18,26,6, Gas,3.5,Silver,Gray,557.4,crossover
2020 Hyundai Tucson SE,24998,3,3,No Accidents or Damage Reported,0,0,16.4,105.1,41.5,39.6,3455,Automatic,176.4,72.8,64.8,22,25,4, Gas,2.0,Gray,Gray,319.1,crossover
2015 Chevrolet Equinox LTZ,17998,74,8,No Accidents or Damage Reported,0,0,18.8,112.5,41.2,40.9,3829,Automatic,187.8,72.5,66.3,22,32,4, Gas,2.4,Black,Black,351.0,crossover
2013 Ford Edge SE,15998,80,10,No Accidents or Damage Reported,0,1,18.3,111.2,40.7,40.0,4056,Automatic,184.2,76.0,67.0,19,27,6, Gas,3.5,Black,Black,632.5,crossover
2012 Chevrolet Captiva Sport LT,12998,118,11,No Accidents or Damage Reported,0,11,19.2,106.6,40.7,40.2,3831,Automatic,180.1,72.8,67.0,17,24,6, Gas,3.0,White,Black,435.3,crossover
2016 Acura MDX,24998,66,7,No Accidents or Damage Reported,0,10,19.5,111.0,41.5,38.1,4262,Automatic,193.6,77.2,67.6,18,26,6, Gas,3.5,White,Tan,568.1,crossover
2017 Kia Sorento LX,19998,61,6,No Accidents or Damage Reported,0,1,18.8,109.4,44.1,39.5,3840,Automatic,187.4,74.4,66.3,21,25,4, Gas,2.4,Gray,Gray,445.0,crossover
2012 Acura MDX,16998,104,11,Multiple Damage Events,0,1,21.0,108.3,41.2,39.2,4550,Automatic,191.6,78.5,68.2,16,21,6, Gas,3.7,Black,Tan,600.0,crossover
2016 Volvo XC60 T5 Premier,16998,113,7,No Accidents or Damage Reported,0,0,18.5,109.2,41.2,38.0,4041,Automatic,182.8,74.4,67.4,23,31,4, Turbo Gas,2.0,White,Black,1720.0,crossover
2019 Mazda CX-5 Signature,25998,54,4,No Accidents or Damage Reported,0,0,15.3,106.2,41.0,39.3,3825,Automatic,179.1,72.5,65.3,22,27,4, Turbo Gas,2.5,Silver,Brown,1550.0,crossover
2017 Nissan Rogue Sport SL,21998,50,6,No Accidents or Damage Reported,0,0,14.5,104.2,42.8,39.6,3415,Automatic,172.4,72.3,63.3,24,30,4, Gas,2.0,Black,Black,334.1,crossover
2020 Volvo XC90 T6 Momentum,36998,29,3,No Accidents or Damage Reported,0,0,18.8,117.5,40.9,38.9,4394,Automatic,194.9,79.1,69.9,20,27,4, Turbo Supercharged,2.0,Blue,Black,1340.9,crossover
2018 Honda CR-V EX,25998,56,5,No Accidents or Damage Reported,0,0,14.0,104.7,41.3,38.0,3358,Automatic,180.6,73.0,66.1,28,34,4, Turbo Gas,1.5,Black,Tan,895.0,crossover
2021 Toyota Highlander Platinum,43998,38,2,No Accidents or Damage Reported,0,0,17.9,112.2,40.4,38.4,4450,Automatic,194.9,76.0,68.1,20,27,6, Gas,3.5,Red,Brown,559.6,crossover
2018 Ford Escape SE,19998,54,5,No Accidents or Damage Reported,0,0,15.7,105.9,43.1,39.9,3668,Automatic,178.1,72.4,66.3,22,28,4, Turbo Gas,1.5,Gold,Tan,708.0,crossover
2019 Ford Escape Titanium,17998,111,4,No Accidents or Damage Reported,0,0,15.7,105.9,43.1,39.9,3755,Automatic,178.1,72.4,66.3,21,27,4, Turbo Gas,2.0,Silver,Black,916.7,crossover
2018 Volkswagen Atlas SE,28998,50,5,No Accidents or Damage Reported,0,1,18.6,117.3,41.5,41.3,4502,Automatic,198.3,78.3,70.0,17,23,6, Gas,3.6,White,Black,967.3,crossover
2016 Jeep Patriot High Altitude,16998,74,7,No Accidents or Damage Reported,0,0,13.6,103.7,40.6,41.0,3210,Automatic,173.8,69.2,65.5,22,26,4, Gas,2.0,Gray,Black,282.0,crossover
2020 Audi Q5 Titanium Premium,28998,72,3,No Accidents or Damage Reported,0,0,18.5,111.0,41.0,40.2,4034,Automatic,183.6,74.5,65.3,22,28,4, Turbo Gas,2.0,Gray,Black,1706.2,crossover
2019 Toyota Highlander LE,25998,71,4,No Accidents or Damage Reported,0,0,19.2,109.8,44.2,40.7,4244,Automatic,192.5,75.8,68.1,20,27,6, Gas,3.5,White,Gray,559.6,crossover
2018 Toyota Highlander Hybrid XLE,35998,54,5,No Accidents or Damage Reported,0,1,17.2,109.8,44.2,39.5,4464,Automatic,192.5,75.8,68.1,29,27,6, Hybrid,3.5,Gray,Black,447.9,crossover
2019 Chevrolet Trax LS,18998,45,4,No Accidents or Damage Reported,0,0,14.0,100.6,40.8,39.6,3124,Automatic,167.2,69.9,64.9,26,31,4, Turbo Gas,1.4,Black,Black,800.0,crossover
2014 GMC Acadia SLT,19998,84,9,No Accidents or Damage Reported,0,0,22.0,118.9,41.3,40.3,4850,Automatic,200.8,78.9,70.4,16,23,6, Gas,3.6,Gray,Black,794.1,crossover
2015 Mercedes-Benz ML350,21998,74,8,No Accidents or Damage Reported,0,0,24.6,114.8,40.3,40.4,4751,Automatic,189.1,75.8,70.7,17,22,6, Gas,3.5,Gray,Black,780.0,crossover
2019 Hyundai Tucson SEL,17998,97,4,No Accidents or Damage Reported,0,0,16.4,105.1,41.5,39.6,3426,Automatic,176.4,72.8,64.8,22,28,4, Gas,2.4,White,Gray,437.5,crossover
2019 Buick Encore Preferred,19998,45,4,No Accidents or Damage Reported,0,0,14.0,100.6,40.82,39.58,3237,Automatic,168.35,70.1,65.25,25,30,4, Turbo Gas,1.4,Black,Black,800.0,crossover
2019 Toyota Highlander Hybrid Limited Platinum,39998,47,4,No Accidents or Damage Reported,0,0,17.2,109.8,44.2,39.8,4861,Automatic,192.5,75.8,68.1,29,27,6, Hybrid,3.5,Silver,Black,447.9,crossover
2019 Acura RDX,28998,60,4,No Accidents or Damage Reported,0,0,17.1,108.3,41.6,39.6,4026,Automatic,186.8,74.8,65.7,21,27,4, Turbo Gas,2.0,Gray,Black,1750.0,crossover
2019 Hyundai Santa Fe Limited,24998,42,4,No Accidents or Damage Reported,0,0,18.8,108.9,44.1,41.2,4063,Automatic,187.8,74.4,67.1,19,24,4, Turbo Gas,2.0,Gray,Tan,1793.1,crossover
2018 Toyota Highlander XLE,24998,105,5,No Accidents or Damage Reported,0,3,19.2,109.8,44.2,39.5,4430,Automatic,192.5,75.8,68.1,21,27,6, Gas,3.5,White,Black,559.6,crossover
2019 Kia Niro EX,24998,55,4,No Accidents or Damage Reported,0,1,11.9,106.3,41.7,40.1,3199,Automatic,171.5,71.1,60.4,51,46,4, Hybrid,1.6,Blue,Gray,812.5,crossover
2019 Subaru Forester 2.5I Touring,27998,55,4,No Accidents or Damage Reported,0,7,16.6,105.1,43.3,40.2,3588,Automatic,182.1,71.5,68.1,26,33,4, Gas,2.5,Red,Black,400.0,crossover
2019 Jeep Compass Trailhawk,23998,52,4,No Accidents or Damage Reported,0,4,13.5,103.8,41.8,39.2,3633,Automatic,173.0,73.8,64.8,22,30,4, Gas,2.4,White,Black,448.7,crossover
2017 Toyota Highlander Limited,24998,114,6,No Accidents or Damage Reported,0,0,19.2,109.8,44.2,39.5,4655,Automatic,192.5,75.8,68.1,20,26,6, Gas,3.5,White,Black,559.6,crossover
2016 Hyundai Tucson Sport,18998,60,7,No Accidents or Damage Reported,0,3,16.4,105.1,41.5,39.6,3499,Automatic,176.2,72.8,64.8,24,28,4, Turbo Gas,1.6,Gray,Black,1300.0,crossover
2016 Honda Pilot EX-L,24998,80,7,No Accidents or Damage Reported,0,1,19.5,111.0,40.9,39.5,4288,Automatic,194.5,78.6,69.8,18,26,6, Gas,3.5,Blue,Gray,557.4,crossover
2015 Nissan Rogue SV,20998,27,8,No Accidents or Damage Reported,0,0,14.5,106.5,43.0,41.6,3545,Automatic,182.3,72.4,66.3,25,32,4, Gas,2.5,Blue,Black,397.7,crossover
2018 Kia Sportage LX,19998,49,5,No Accidents or Damage Reported,0,2,16.4,105.1,41.5,39.3,3448,Automatic,176.4,73.0,64.8,21,25,4, Gas,2.4,Red,Black,437.5,crossover
2020 Nissan Rogue SV,23998,55,3,No Accidents or Damage Reported,0,0,14.5,106.5,43.0,41.6,3615,Automatic,184.5,72.4,68.5,25,32,4, Gas,2.5,Gray,Black,397.7,crossover
2020 Honda CR-V EX-L,31998,29,3,No Accidents or Damage Reported,0,2,14.0,104.7,41.3,38.0,3536,Automatic,182.1,73.0,66.5,27,32,4, Turbo Gas,1.5,White,Tan,895.0,crossover
2020 Kia Sorento LX,22998,45,3,No Accidents or Damage Reported,0,0,18.8,109.4,44.1,39.5,3953,Automatic,189.0,74.4,66.3,21,26,4, Gas,2.4,Blue,Black,445.0,crossover
2020 Honda CR-V LX,26998,42,3,No Accidents or Damage Reported,0,0,14.0,104.7,41.3,40.1,3455,Automatic,182.1,73.0,66.5,27,32,4, Turbo Gas,1.5,Red,Gray,895.0,crossover
2017 Volvo XC90 T6 Momentum,23998,100,6,No Accidents or Damage Reported,0,1,18.8,117.5,40.9,38.9,4394,Automatic,194.9,79.1,69.9,20,25,4, Turbo Supercharged,2.0,Silver,Black,1340.9,crossover
2018 Buick Encore Preferred,19998,45,5,No Accidents or Damage Reported,0,0,14.0,100.6,40.82,39.58,3237,Automatic,168.41,69.85,65.26,25,33,4, Turbo Gas,1.4,Blue,Black,800.0,crossover
2014 Ford Escape SE,13998,128,9,No Accidents or Damage Reported,0,1,15.1,105.9,43.1,39.9,3502,Automatic,178.1,72.4,66.3,23,32,4, Turbo Gas,1.6,Red,Gray,736.0,crossover
2019 Chevrolet Trax LT,16998,73,4,No Accidents or Damage Reported,0,0,14.0,100.6,40.8,39.6,3146,Automatic,167.2,69.9,66.0,26,31,4, Turbo Gas,1.4,Gray,Black,800.0,crossover
2018 Kia Niro LX,19998,63,5,No Accidents or Damage Reported,0,0,11.9,106.3,41.7,40.1,3199,Automatic,171.5,71.1,60.4,51,46,4, Hybrid,1.6,White,Black,812.5,crossover
2018 Jeep Compass Latitude,21998,50,5,No Accidents or Damage Reported,0,0,13.5,103.8,41.8,39.2,3327,Automatic,173.0,73.8,64.8,22,31,4, Gas,2.4,Black,Black,448.7,crossover
2016 Toyota Highlander LE,23998,94,7,No Accidents or Damage Reported,0,2,19.2,109.8,44.2,40.7,4398,Automatic,191.1,75.8,68.1,18,24,6, Gas,3.5,White,Gray,527.7,crossover
2018 Jeep Renegade Latitude,14599,101,5,No Accidents or Damage Reported,0,0,12.7,101.2,41.2,41.1,3056,Manual 6 Speed,166.6,74.2,66.5,24,31,4, Turbo Gas,1.4,Black,Black,736.0,crossover
2016 Jeep Patriot Sport SE,14599,105,7,No Accidents or Damage Reported,0,0,13.6,103.7,40.6,41.0,3210,Automatic,173.8,69.2,65.5,22,26,4, Gas,2.0,Black,Black,282.0,crossover
2019 BMW X3 XDrive30i,30998,33,4,No Accidents or Damage Reported,0,0,17.2,112.8,40.3,41.1,4156,Automatic,185.9,74.4,66.0,22,29,4, Turbo Gas,2.0,Black,Black,1779.3,crossover
2012 Buick Enclave Leather,17998,67,11,No Accidents or Damage Reported,0,0,22.0,118.9,41.3,40.4,4780,Automatic,201.8,79.0,72.5,17,24,6, Gas,3.6,Brown,Tan,794.1,crossover
2013 Ford Escape SE,14998,87,10,No Accidents or Damage Reported,0,3,15.1,105.9,40.4,39.9,3515,Automatic,178.1,72.4,66.3,23,33,4, Turbo Gas,1.6,Gray,Tan,736.0,crossover
2017 Jeep Patriot Sport,15998,56,6,No Accidents or Damage Reported,0,3,13.6,103.7,40.6,41.0,3136,Automatic,173.8,69.2,65.5,23,30,4, Gas,2.0,Black,Gray,282.0,crossover
2020 Jeep Renegade Latitude,18998,91,3,No Accidents or Damage Reported,0,0,12.7,101.2,41.2,41.1,3056,Automatic,166.6,74.2,66.5,22,30,4, Gas,2.4,Blue,Black,448.7,crossover
2018 Ford Escape SEL,16998,92,5,No Accidents or Damage Reported,0,3,15.7,105.9,43.1,39.9,3668,Automatic,178.1,72.4,66.3,22,28,4, Turbo Gas,1.5,Red,Black,708.0,crossover
2018 Mazda CX-5 Touring,22998,57,5,No Accidents or Damage Reported,0,0,14.8,106.3,41.0,39.7,3527,Automatic,179.1,72.5,65.3,25,31,4, Gas,2.5,Blue,Black,465.0,crossover
2017 Nissan Rogue SV,20998,54,6,No Accidents or Damage Reported,0,2,14.5,106.5,43.0,41.6,3571,Automatic,184.5,72.4,68.4,25,32,4, Gas,2.5,Black,Black,397.7,crossover
2016 Jeep Compass High Altitude,16998,82,7,No Accidents or Damage Reported,0,6,13.6,103.7,40.6,39.9,3171,Automatic,175.1,71.4,65.0,22,26,4, Gas,2.0,Gray,Black,282.0,crossover
2013 Honda Pilot Touring,19998,99,10,No Accidents or Damage Reported,0,0,21.0,109.2,41.4,39.3,4414,Automatic,191.4,78.5,72.7,18,25,6, Gas,3.5,Black,Gray,527.1,crossover
2019 Kia Sorento LX,21998,52,4,No Accidents or Damage Reported,0,0,18.8,109.4,44.1,39.5,3810,Automatic,189.0,74.4,66.3,22,29,4, Gas,2.4,White,Black,445.0,crossover
2014 Kia Sorento LX,17998,55,9,No Accidents or Damage Reported,0,0,17.4,106.3,41.3,39.2,3766,Automatic,184.4,74.2,66.9,19,24,4, Gas,2.4,Blue,Black,425.9,crossover
2018 Kia Sportage LX,16998,84,5,No Accidents or Damage Reported,0,0,16.4,105.1,41.5,39.3,3305,Automatic,176.4,73.0,64.4,23,30,4, Gas,2.4,White,Black,437.5,crossover
2019 Jeep Compass Limited,23998,23,4,No Accidents or Damage Reported,0,0,13.5,103.8,41.8,39.2,3327,Automatic,173.0,73.8,64.8,22,30,4, Gas,2.4,Gray,Black,448.7,crossover
2015 Mazda CX-9 Grand Touring,18998,92,8,No Accidents or Damage Reported,0,1,20.1,113.2,40.9,39.6,4559,Automatic,200.2,76.2,68.0,16,22,6, Gas,3.7,White,Tan,635.3,crossover
2019 Honda CR-V EX,25998,53,4,No Accidents or Damage Reported,0,0,14.0,104.7,41.3,38.0,3358,Automatic,180.6,73.0,66.1,28,34,4, Turbo Gas,1.5,Black,Black,895.0,crossover
2020 Volvo XC40 T4 Momentum,26998,50,3,No Accidents or Damage Reported,0,0,14.2,106.4,40.9,39.0,3574,Automatic,174.2,73.3,65.3,23,33,4, Turbo Gas,2.0,Gray,Black,1578.6,crossover
2019 Kia Sportage LX,18998,60,4,No Accidents or Damage Reported,0,0,16.4,105.1,41.5,39.3,3305,Automatic,176.4,73.0,64.4,23,30,4, Gas,2.4,Gray,Gray,437.5,crossover
2017 Ford Edge Titanium,19998,94,6,No Accidents or Damage Reported,0,0,18.0,112.2,42.6,40.2,4095,Automatic,188.1,75.9,68.6,20,27,4, Turbo Gas,2.0,Red,Tan,916.7,crossover
2018 Ford Escape S,17998,58,5,No Accidents or Damage Reported,0,0,15.7,105.9,43.1,39.9,3542,Automatic,178.1,72.4,66.3,21,29,4, Gas,2.5,Gray,Gray,377.8,crossover
2013 Honda CR-V EX-L,20998,44,10,No Accidents or Damage Reported,0,4,15.3,103.1,41.3,38.0,3408,Automatic,178.3,71.6,65.1,23,31,4, Gas,2.4,Silver,Gray,370.5,crossover
2013 Ford Escape SEL,14998,92,10,No Accidents or Damage Reported,0,39,15.1,105.9,40.4,39.9,3515,Automatic,178.1,72.4,66.3,23,33,4, Turbo Gas,1.6,Burgundy,Tan,736.0,crossover
2020 Hyundai Tucson Sport,22998,42,3,No Accidents or Damage Reported,0,0,16.4,105.1,41.5,39.6,3470,Automatic,176.4,72.8,64.8,22,28,4, Gas,2.4,Gray,Black,437.5,crossover
2020 Kia Sportage SX,24998,65,3,No Accidents or Damage Reported,0,1,16.4,105.1,41.5,37.6,3765,Automatic,176.4,73.0,65.2,19,24,4, Turbo Gas,2.0,White,Black,1793.1,crossover
2012 Ford Edge SEL,14998,98,11,No Accidents or Damage Reported,0,0,18.0,111.2,40.7,40.0,4056,Automatic,184.2,76.0,67.0,21,30,4, Turbo Gas,2.0,Brown,Tan,900.0,crossover
2018 Lexus RX 350 L,35998,55,5,No Accidents or Damage Reported,0,0,19.2,109.8,41.4,39.8,4619,Automatic,196.9,74.6,67.3,18,25,6, Gas,3.5,White,Black,559.6,crossover
2018 Hyundai Tucson SEL Plus,22998,28,5,No Accidents or Damage Reported,0,0,16.4,105.1,41.5,39.6,3300,Automatic,176.2,72.8,64.8,23,30,4, Gas,2.0,Black,Tan,377.5,crossover
2017 Hyundai Tucson SE,17998,57,6,No Accidents or Damage Reported,0,1,16.4,105.1,41.5,39.6,3300,Automatic,176.2,72.8,64.8,23,30,4, Gas,2.0,Burgundy,Tan,377.5,crossover
2017 Ford Edge Sport,19998,99,6,No Accidents or Damage Reported,0,0,18.0,112.2,42.6,40.2,4401,Automatic,188.1,75.9,68.6,17,24,6, Turbo Gas,2.7,White,Black,1272.7,crossover
2017 Ford Escape SE,15998,90,6,No Accidents or Damage Reported,0,0,15.7,105.9,43.1,39.9,3502,Automatic,178.1,72.4,66.3,23,30,4, Turbo Gas,1.5,Orange,Gray,708.0,crossover
2013 Toyota RAV4 LE,17998,92,10,No Accidents or Damage Reported,0,12,15.9,104.7,42.6,39.8,3435,Automatic,179.9,72.6,65.4,24,31,4, Gas,2.5,Tan,Tan,430.0,crossover
2018 Honda Pilot EX-L,27998,66,5,No Accidents or Damage Reported,0,2,19.5,111.0,40.9,39.5,4288,Automatic,194.5,78.6,69.8,18,26,6, Gas,3.5,Silver,Gray,557.4,crossover
2018 Nissan Kicks SV,17998,84,5,No Accidents or Damage Reported,0,1,10.8,103.1,43.7,40.7,2654,Automatic,169.1,69.3,62.4,31,36,4, Gas,1.6,White,Black,287.5,crossover
2019 Mazda CX-5 Grand Touring,26998,49,4,No Accidents or Damage Reported,0,0,15.3,106.2,41.0,39.3,3679,Automatic,179.1,72.5,65.3,24,30,4, Gas,2.5,Red,Black,465.0,crossover
2020 Ford EcoSport S,18998,38,3,No Accidents or Damage Reported,0,0,13.6,99.2,42.9,39.6,3020,Automatic,161.3,69.5,64.8,27,29,3, Turbo Gas,1.0,White,Black,208.3,crossover
2016 Toyota RAV4 LE,19998,97,7,No Accidents or Damage Reported,0,0,15.9,104.7,42.6,39.8,3570,Automatic,181.1,72.6,65.5,22,29,4, Gas,2.5,Gray,Black,419.5,crossover
2020 Hyundai Tucson SE,21998,55,3,No Accidents or Damage Reported,0,2,16.4,105.1,41.5,39.6,3455,Automatic,176.4,72.8,64.8,22,25,4, Gas,2.0,White,Black,319.1,crossover
2017 Nissan Rogue Sport SV,20998,53,6,No Accidents or Damage Reported,0,4,14.5,104.2,42.8,39.6,3380,Automatic,172.4,72.3,63.3,24,30,4, Gas,2.0,Gray,Black,334.1,crossover
2019 Ford Edge SEL,23998,62,4,No Accidents or Damage Reported,0,0,18.5,112.2,42.6,40.2,4124,Automatic,188.8,75.9,68.3,21,28,4, Turbo Gas,2.0,Blue,Black,933.3,crossover
2018 Ford Escape SE,19998,63,5,No Accidents or Damage Reported,0,0,15.7,105.9,43.1,39.9,3668,Automatic,178.1,72.4,66.3,22,28,4, Turbo Gas,1.5,Maroon,Gray,708.0,crossover
2018 Ford Edge SE,20998,56,5,No Accidents or Damage Reported,0,5,18.0,112.2,42.6,40.2,4095,Automatic,188.1,75.9,68.6,20,27,4, Turbo Gas,2.0,Gray,Black,916.7,crossover
2019 Nissan Rogue S,21998,43,4,No Accidents or Damage Reported,0,0,14.5,106.5,43.0,41.6,3454,Automatic,184.5,72.4,68.0,26,33,4, Gas,2.5,Black,Black,397.7,crossover
2019 Volkswagen Atlas SE,28998,59,4,No Accidents or Damage Reported,0,0,18.6,117.3,41.5,41.3,4502,Automatic,198.3,78.3,70.0,17,23,6, Gas,3.6,White,Tan,967.3,crossover
2014 Ford Escape SE,14998,104,9,No Accidents or Damage Reported,0,1,15.1,105.9,43.1,39.9,3645,Automatic,178.1,72.4,66.3,22,30,4, Turbo Gas,1.6,White,Gray,736.0,crossover
2020 Nissan Rogue S,22998,24,3,No Accidents or Damage Reported,0,0,14.5,106.5,43.0,41.6,3464,Automatic,184.5,72.4,68.0,26,33,4, Gas,2.5,White,Black,397.7,crossover
