,Name,Price,Mileage,ages,accident_damages,Insurance,service_repairs,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,drive_type_text,transmission_text,torque_num,torque_rpm,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque
115,2014 Dodge Dart SXT,15998,90 ,9,No Accidents or Damage Reported,0,1,14.2,106.4,42.2,38.6,0,3186,Null,Front Wheel Drive,Automatic,171,4800,183.9,72.0,57.7,22,35,4, Gas,2.4,Black,Black,356.2
116,2015 Scion FR-S,17998,124 ,8,No Accidents or Damage Reported,0,0,13.2,101.2,41.9,37.1,0,2806,Null,Rear Wheel Drive,Automatic,151,6400,166.7,69.9,50.6,25,34,4, Gas,2.0,White,Black,235.9
117,2016 Chevrolet Corvette Stingray Z51,48998,18 ,7,No Accidents or Damage Reported,0,0,18.5,106.7,43.0,37.9,0,3362,Null,Rear Wheel Drive,Manual 7 Speed,465,4600,176.9,73.9,48.9,17,29,8, Gas,6.2,Yellow,Black,1010.9
119,2018 Chevrolet Camaro SS,37998,46 ,5,No Accidents or Damage Reported,0,1,19.0,110.7,43.9,38.5,0,3685,Null,Rear Wheel Drive,Automatic,455,4400,188.3,74.7,53.1,16,25,8, Gas,6.2,Blue,Black,1034.1
120,2018 Mini Cooper S,21998,35 ,5,No Accidents or Damage Reported,0,0,11.6,98.2,41.4,40.3,0,2760,Null,Null,Automatic,207,1250,151.9,68.0,55.7,23,32,4, Turbo Gas,2.0,Black,Black,1656.0
122,2020 Chevrolet Camaro LT,29998,42 ,3,No Accidents or Damage Reported,0,0,19.0,110.7,43.9,38.5,0,3354,Null,Null,Automatic,284,5300,188.3,74.7,53.1,20,30,6, Gas,3.6,Black,Black,535.8
124,2017 Ford Mustang,23998,44 ,6,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,0,3526,Null,Rear Wheel Drive,Automatic,280,4000,188.3,75.4,54.4,18,27,6, Gas,3.7,Red,Black,700.0
125,2020 Ford Mustang Ecoboost Premium,28998,28 ,3,No Accidents or Damage Reported,0,5,16.0,107.1,44.5,37.6,0,3532,Null,Null,Automatic,350,3000,188.3,75.4,54.4,21,30,4, Turbo Gas,2.3,Silver,Black,1166.7
126,2013 Ford Mustang,16998,73 ,10,No Accidents or Damage Reported,0,0,16.0,107.1,42.4,38.5,0,3501,Null,Null,Automatic,280,4250,188.5,73.9,55.6,19,29,6, Gas,3.7,Silver,Black,658.8
127,2014 Scion FR-S,20998,77 ,9,No Accidents or Damage Reported,0,5,13.2,101.2,41.9,37.1,0,2806,Null,Rear Wheel Drive,Automatic,151,6400,166.7,69.9,50.6,25,34,4, Gas,2.0,Black,Black,235.9
128,2020 Ford Mustang Ecoboost,26998,23 ,3,No Accidents or Damage Reported,0,1,16.0,107.1,44.5,37.6,0,3532,Null,Null,Automatic,350,3000,188.3,75.4,54.4,21,30,4, Turbo Gas,2.3,Black,Black,1166.7
130,2020 Ford Mustang Ecoboost,23998,42 ,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,0,3532,Null,Null,Automatic,350,3000,188.3,75.4,54.4,21,30,4, Turbo Gas,2.3,Gray,Black,1166.7
132,2017 Ford Mustang,22998,48 ,6,No Accidents or Damage Reported,0,2,16.0,107.1,44.5,37.6,0,3526,Null,Rear Wheel Drive,Manual 6 Speed,280,4000,188.3,75.4,54.4,18,27,6, Gas,3.7,Red,Black,700.0
133,2018 Chevrolet Camaro LT,24998,39 ,5,No Accidents or Damage Reported,0,0,19.0,110.7,43.9,38.5,0,3339,Null,Rear Wheel Drive,Automatic,284,5300,188.3,74.7,53.1,19,29,6, Gas,3.6,Silver,Black,535.8
134,2017 Mazda MX-5 Miata RF Grand Touring,23998,43 ,6,No Accidents or Damage Reported,0,1,11.9,90.9,43.1,36.8,0,2494,Null,Rear Wheel Drive,Automatic,148,4600,154.1,68.3,49.0,27,36,4, Gas,2.0,Gray,Black,321.7
135,2020 Ford Mustang Ecoboost Premium,27998,32 ,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,0,3642,Null,Null,Automatic,350,3000,188.3,75.4,54.9,20,28,4, Turbo Gas,2.3,Gray,Black,1166.7
136,2018 Jaguar XF 25t R-Sport,27998,36 ,5,No Accidents or Damage Reported,0,0,19.5,116.5,41.5,37.1,0,3715,Null,All Wheel Drive,Automatic,269,1200,195.2,78.2,57.4,23,33,4, Turbo Gas,2.0,Silver,Black,2241.7
137,2020 Chevrolet Camaro 2SS,40998,15 ,3,No Accidents or Damage Reported,0,0,19.0,110.7,43.9,38.4,0,3937,Null,Null,Automatic,455,4400,188.3,74.7,52.9,16,24,8, Gas,6.2,Blue,Black,1034.1
138,2019 Dodge Challenger R/T Scat Pack Widebody,47998,16 ,4,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,0,4232,Null,Null,Automatic,475,4100,197.9,79.2,57.5,14,23,8, Gas,6.4,White,Black,1158.5
140,2021 Chevrolet Corvette Stingray 3LT,79998,18 ,2,No Accidents or Damage Reported,0,0,18.5,107.2,42.8,37.9,0,3366,Null,Rear Wheel Drive,Automatic,465,5150,182.3,76.1,48.6,15,27,8, Gas,6.2,Red,Brown,902.9
141,2012 Mitsubishi Eclipse GS Sport,17998,64 ,11,No Accidents or Damage Reported,0,0,17.7,101.4,42.8,39.6,0,3527,Null,Front Wheel Drive,Automatic,162,4000,180.4,72.2,54.1,20,27,4, Gas,2.4,Orange,Orange,405.0
142,2020 Acura TLX A-Spec,31998,28 ,3,No Accidents or Damage Reported,0,0,17.2,109.3,42.6,37.2,0,3548,Null,Front Wheel Drive,Automatic,182,4500,191.0,73.0,57.0,23,32,4, Gas,2.4,Blue,Red,404.4
144,2013 Ford Mustang,15998,95 ,10,No Accidents or Damage Reported,0,0,16.0,107.1,42.4,38.8,0,3630,Null,Null,Automatic,280,4250,188.5,73.9,56.1,19,29,6, Gas,3.7,Silver,Black,658.8
145,2020 Audi S3 Premium Plus S-Line,37998,17 ,3,No Accidents or Damage Reported,0,0,14.5,103.6,41.2,36.5,0,3494,Null,All Wheel Drive,Automatic,280,1900,175.8,70.7,54.8,22,29,4, Turbo Gas,2.0,Black,Black,1473.7
146,2015 Acura TLX,16998,114 ,8,No Accidents or Damage Reported,0,7,17.2,109.3,42.6,37.2,0,3492,Null,Front Wheel Drive,Automatic,182,4500,190.3,73.0,57.0,24,35,4, Gas,2.4,Brown,Tan,404.4
147,2013 Mini Cooper,15998,42 ,10,No Accidents or Damage Reported,0,6,10.566,97.125,41.7,38.385,0,2403,Null,Front Wheel Drive,Manual 6 Speed,118,4250,146.771,66.259,54.251,29,37,4, Gas,1.6,Blue,Black,277.6
148,2018 Ford Mustang Ecoboost,23998,37 ,5,No Accidents or Damage Reported,0,10,15.5,107.1,44.5,37.6,0,3532,Null,Rear Wheel Drive,Automatic,350,3000,188.3,75.4,54.4,21,31,4, Turbo Gas,2.3,Black,Black,1166.7
149,2020 BMW M4,60998,29 ,3,No Accidents or Damage Reported,0,0,15.8,110.7,42.2,40.4,0,4110,Null,Null,Automatic,406,1850,184.5,73.6,54.6,17,25,6, Turbo Gas,3.0,Gray,Red,2194.6
150,2016 BMW M4,44998,43 ,7,No Accidents or Damage Reported,0,9,15.9,110.7,42.2,39.8,0,3530,Null,Rear Wheel Drive,Automatic,406,1850,184.5,73.6,54.4,17,26,6, Turbo Gas,3.0,White,Black,2194.6
151,2021 Mazda MX-5 Miata RF Club,31998,13 ,2,No Accidents or Damage Reported,0,0,11.9,90.9,43.1,36.8,0,2496,Null,Rear Wheel Drive,Automatic,151,4000,154.1,68.3,49.0,26,35,4, Gas,2.0,Red,Black,377.5
152,2017 BMW M240 XI,35998,25 ,6,No Accidents or Damage Reported,0,9,13.7,105.9,41.5,40.5,0,3944,Null,All Wheel Drive,Automatic,369,1520,175.9,69.8,55.2,21,31,6, Turbo Gas,3.0,White,Black,2427.6
153,2020 Ford Mustang Ecoboost Premium,27998,32 ,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,0,3532,Null,Null,Automatic,350,3000,188.3,75.4,54.4,21,30,4, Turbo Gas,2.3,White,Black,1166.7
154,2020 Ford Mustang Ecoboost Premium,24998,60 ,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,0,3532,Null,Null,Automatic,350,3000,188.3,75.4,54.4,21,30,4, Turbo Gas,2.3,Gray,Black,1166.7
155,2020 Ford Mustang Ecoboost Premium,27998,40 ,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,0,3642,Null,Null,Automatic,350,3000,188.3,75.4,54.9,20,28,4, Turbo Gas,2.3,Red,Red,1166.7
156,2019 Dodge Challenger R/T,33998,24 ,4,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,0,4190,Null,Null,Automatic,410,4300,197.9,75.7,57.5,15,23,8, Gas,5.7,Blue,Black,953.5
157,2015 Acura TLX,17998,103 ,8,No Accidents or Damage Reported,0,0,17.2,109.3,42.6,37.2,0,3492,Null,Front Wheel Drive,Automatic,182,4500,190.3,73.0,57.0,24,35,4, Gas,2.4,Black,Black,404.4
158,2015 Dodge Dart SXT,13998,108 ,8,No Accidents or Damage Reported,0,2,14.2,106.4,42.2,38.6,0,3165,Null,Front Wheel Drive,Automatic,174,4800,183.9,72.0,57.7,22,35,4, Gas,2.4,Black,Black,362.5
159,2017 BMW M2,43998,41 ,6,No Accidents or Damage Reported,0,9,13.7,106.0,41.5,40.1,0,3450,Null,Rear Wheel Drive,Manual 6 Speed,343,1400,176.2,73.0,55.5,18,26,6, Turbo Gas,3.0,White,Black,2450.0
160,2020 Ford Mustang GT Premium,30998,59 ,3,No Accidents or Damage Reported,0,0,16.0,107.1,44.5,37.6,0,3825,Null,Null,Automatic,420,4600,188.3,75.4,54.9,15,24,8, Gas,5.0,Black,Black,913.0
161,2018 Dodge Challenger SXT Plus,24998,50 ,5,No Accidents or Damage Reported,0,3,18.5,116.2,42.0,39.3,0,3894,Null,Rear Wheel Drive,Automatic,268,4800,197.9,75.7,57.5,19,30,6, Gas,3.6,Orange,Black,558.3
162,2012 Ford Mustang,17998,78 ,11,No Accidents or Damage Reported,0,0,16.0,107.1,42.4,38.5,0,3453,Null,Rear Wheel Drive,Automatic,280,4250,188.1,73.9,55.6,19,29,6, Gas,3.7,White,Black,658.8
163,2016 Jaguar F-Type R,47998,49 ,7,No Accidents or Damage Reported,0,0,18.5,103.2,43.0,37.0,0,3814,Null,All Wheel Drive,Automatic,502,3500,176.0,75.7,51.6,15,23,8, Supercharged Gas,5.0,Gray,Black,1434.3
164,2019 Chevrolet Camaro LT,29998,14 ,4,No Accidents or Damage Reported,0,1,19.0,110.7,43.9,38.5,0,3354,Null,Rear Wheel Drive,Manual 6 Speed,284,5300,188.3,74.7,53.1,20,30,6, Gas,3.6,Gray,Black,535.8
165,2019 Dodge Challenger R/T,31998,33 ,4,No Accidents or Damage Reported,0,0,18.5,116.2,42.0,39.3,0,4190,Null,Null,Automatic,410,4300,197.9,75.7,57.5,15,23,8, Gas,5.7,Black,Black,953.5
166,2017 Dodge Challenger SXT,23998,73 ,6,No Accidents or Damage Reported,0,1,18.5,116.2,42.0,39.3,0,3894,Null,Rear Wheel Drive,Automatic,268,4800,197.9,75.7,57.5,19,30,6, Gas,3.6,Black,Black,558.3
