ages,accident_damages,Insurance,service_repairs,Name,Price,Mileage,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,drive_type_text,transmission_text,torque_num,torque_rpm,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque
3 year(s),,Null,,2020 Chevrolet Silverado 1500 High Country,"$47,998*",48K miles,24 gal,"156.95""","44.53""","43.03""",Null,"4,867 lbs","11,900/11,900 lbs",Four Wheel Drive,Automatic,383,4100,"241.21"" L "," 81.24"" W "," 75.4"" H",16 city,22 hwy,8-cyl, Gas, 6.2L,Black,Black,934.1463414634146
3 year(s),No Accidents or Damage Reported,Null,,2020 Ram 1500 Laramie,"$40,998*",36K miles,26 gal,"144.5""","40.9""","40.9""",Null,"5,032 lbs","6,500/6,500 lbs",Rear Wheel Drive,Automatic,480,1600,"232.9"" L "," 82.1"" W "," 77.5"" H",22 city,32 hwy,6-cyl, Turbo Diesel, 3.0L,Black,Black,3000.0
5 year(s),,Null,2 Service Record(s) Reported,2018 Nissan Titan XD PRO-4X,"$37,998*",67K miles,26 gal,"151.6""","41.8""","41""",Null,"7,246 lbs","12,030/12,030 lbs",Four Wheel Drive,Automatic,555,1600,"243.6"" L "," 80.7"" W "," 78.4"" H",Null,Null,8-cyl, Turbo Diesel, 5.0L,Black,Black,3468.75
4 year(s),No Accidents or Damage Reported,Null,8 Service Record(s) Reported,2019 Toyota Tacoma TRD Off Road,"$35,998*",39K miles,21.1 gal,"140.6""","42.9""","39.7""",Null,"4,425 lbs","6,400/6,400 lbs",Four Wheel Drive,Automatic,265,4600,"225.5"" L "," 75.2"" W "," 70.6"" H",18 city,22 hwy,6-cyl, Gas, 3.5L,White,Black,576.0869565217391
8 year(s),No Accidents or Damage Reported,Null,,2015 Ram 1500 Laramie,"$25,998*",113K miles,26 gal,"149""","41""","41""",Null,"5,576 lbs","7,860/7,860 lbs",Four Wheel Drive,Automatic,410,3950,"237.9"" L "," 79.4"" W "," 77.9"" H",15 city,21 hwy,8-cyl, Gas, 5.7L,Black,Black,1037.9746835443038
6 year(s),No Accidents or Damage Reported,Null,7 Service Record(s) Reported,2017 GMC Sierra 1500 SLT,"$37,998*",35K miles,26 gal,"143.50""","45.27""","42.80""",Null,Null,"12,000/12,000 lbs",Rear Wheel Drive,Automatic,383,4100,Null,,,16 city,23 hwy,8-cyl, Gas, 5.3L,Brown,Black,934.1463414634146
2 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,2021 Ford F150 XLT,"$43,998*",19K miles,26 gal,"145""","43.9""","40.8""",Null,"4,705 lbs","8,200/8,200 lbs",Four Wheel Drive,Automatic,440,1750,"231.7"" L "," 79.9"" W "," 77.2"" H",20 city,27 hwy,6-cyl, Turbo Diesel, 3.0L,White,Gray,2514.2857142857147
1 year(s),No Accidents or Damage Reported,Null,,2022 GMC Sierra 1500 Elevation,"$48,998*",12K miles,24 gal,"156.98""","44.5""","43""",Null,"4,885 lbs","12,800/12,800 lbs",Four Wheel Drive,Automatic,420,1500,"241.45"" L "," 81.2"" W "," 75.4"" H",17 city,20 hwy,4-cyl, Turbo Gas, 2.7L,White,Black,2800.0000000000005
2 year(s),,Null,,2021 Ram 1500 Bighorn,"$36,998*",31K miles,23 gal,"140.5""","40.9""","40.9""",Null,"5,001 lbs","6,460/6,460 lbs",Four Wheel Drive,Automatic,269,4800,"228.9"" L "," 82.1"" W "," 77.7"" H",19 city,24 hwy,6-cyl, Gas, 3.6L,Gray,Black,560.4166666666666
9 year(s),,Null,2 Service Record(s) Reported,2014 Nissan Frontier S,"$19,998*",49K miles,21.1 gal,"125.9""","42.4""","39.7""",Null,Null,"3,500/3,500 lbs",Rear Wheel Drive,Manual 5 Speed,171,4400,"205.5"" L "," 72.8"" W "," 68.7"" H",19 city,23 hwy,4-cyl, Gas, 2.5L,White,Gray,388.6363636363636
3 year(s),No Accidents or Damage Reported,Null,,2020 Ram 1500 Laramie,"$44,998*",30K miles,26 gal,"144.5""","40.9""","40.9""",Null,"5,196 lbs","6,280/6,280 lbs",Four Wheel Drive,Automatic,410,3950,"232.9"" L "," 82.1"" W "," 77.6"" H",15 city,21 hwy,8-cyl, Gas, 5.7L,White,Brown,1037.9746835443038
1 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2022 Ram 1500 Laramie,"$47,998*",7K miles,26 gal,"144.5""","40.9""","40.9""",Null,"5,196 lbs","6,340/6,340 lbs",Four Wheel Drive,Automatic,410,3950,"232.9"" L "," 82.1"" W "," 77.6"" H",Null,Null,8-cyl, Gas, 5.7L,White,Black,1037.9746835443038
3 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,2020 Jeep Gladiator Overland,"$37,998*",27K miles,22 gal,"137.3""","41.2""","42.8""",Null,"4,720 lbs","4,000/4,000 lbs",Null,Automatic,260,4400,"218"" L "," 73.8"" W "," 75"" H",16 city,23 hwy,6-cyl, Gas, 3.6L,Black,Black,590.9090909090909
1 year(s),No Accidents or Damage Reported,Null,,2022 Jeep Gladiator Rubicon,"$46,998*",18K miles,22 gal,"137.3""","41.2""","42.8""",Null,"5,050 lbs","4,500/4,500 lbs",Null,Automatic,260,4400,"218"" L "," 73.8"" W "," 76.1"" H",16 city,,6-cyl, Gas, 3.6L,Gray,Black,590.9090909090909
1 year(s),Hail Damage,Null,,2022 Toyota Tacoma TRD Off Road,"$37,998*",30K miles,21.1 gal,"127.4""","42.9""","39.7""",Null,"4,550 lbs","6,400/6,400 lbs",Four Wheel Drive,Automatic,265,4600,"212.3"" L "," 75.2"" W "," 70.6"" H",Null,Null,6-cyl, Gas, 3.5L,Silver,Gray,576.0869565217391
Current Year,No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2023 GMC Sierra 1500 SLE,"$50,998*",1K miles,24 gal,"156.98""","44.53""","43.03""",Null,"4,885 lbs","12,800/12,800 lbs",Four Wheel Drive,Automatic,430,3000,"241.45"" L "," 81.24"" W "," 75.4"" H",20 hwy,,4-cyl, Turbo Gas, 2.7L,Gray,Black,1433.3333333333335
4 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,2019 Ram 1500 Classic Warlock,"$33,998*",42K miles,26 gal,"140""","41""","41""",Null,"5,141 lbs","4,430/4,430 lbs",Four Wheel Drive,Automatic,410,3950,"229"" L "," 79.4"" W "," 77.7"" H",15 city,21 hwy,8-cyl, Gas, 5.7L,Black,Black,1037.9746835443038
6 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,2017 Nissan Titan SV,"$21,998*",101K miles,26 gal,"139.8""","41.8""","41""",Null,"5,508 lbs","9,270/9,270 lbs",Rear Wheel Drive,Automatic,394,4000,"228.1"" L "," 79.5"" W "," 75.4"" H",15 city,21 hwy,8-cyl, Gas, 5.6L,Gray,Black,985.0
3 year(s),No Accidents or Damage Reported,Null,,2020 Ford F150 XLT,"$35,998*",47K miles,26 gal,"145""","43.9""","40.8""",Null,"4,770 lbs","5,000/5,000 lbs",Four Wheel Drive,Automatic,400,2750,"231.9"" L "," 79.9"" W "," 77.2"" H",19 city,24 hwy,6-cyl, Turbo Gas, 2.7L,Gray,Black,1454.5454545454545
5 year(s),,Null,2 Service Record(s) Reported,2018 Ram 1500 Express,"$28,998*",74K miles,26 gal,"140""","41""","41""",Null,"5,171 lbs","4,410/4,410 lbs",Four Wheel Drive,Automatic,269,4175,"229"" L "," 79.4"" W "," 77.5"" H",16 city,23 hwy,6-cyl, Gas, 3.6L,Black,Gray,644.311377245509
3 year(s),No Accidents or Damage Reported,Null,,2020 Jeep Gladiator Overland,"$36,998*",50K miles,22 gal,"137.3""","41.2""","42.8""",Null,"4,720 lbs","4,000/4,000 lbs",Null,Automatic,260,4400,"218"" L "," 73.8"" W "," 75"" H",16 city,23 hwy,6-cyl, Gas, 3.6L,Tan,Brown,590.9090909090909
4 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2019 Ford Ranger XL,"$25,998*",75K miles,18 gal,"126.8""","43.1""","41""",Null,"4,441 lbs","3,500/3,500 lbs",Four Wheel Drive,Automatic,310,3000,"210.8"" L "," 85.8"" W "," 71.5"" H",20 city,24 hwy,4-cyl, Turbo Gas, 2.3L,White,Black,1033.3333333333333
3 year(s),No Accidents or Damage Reported,Null,,2020 GMC Sierra 1500 SLT,"$45,998*",47K miles,24 gal,"156.98""","44.53""","43.03""",Null,"4,887 lbs","12,000/12,000 lbs",Four Wheel Drive,Automatic,383,4100,"241.25"" L "," 81.24"" W "," 75.4"" H",16 city,22 hwy,8-cyl, Gas, 5.3L,Black,Black,934.1463414634146
1 year(s),No Accidents or Damage Reported,Null,,2022 GMC Sierra 1500 Limited Elevation,"$43,998*",20K miles,24 gal,"147.43""","44.53""","43.03""",Null,"4,815 lbs","10,800/10,800 lbs",Four Wheel Drive,Automatic,348,1500,"231.72"" L "," 81.24"" W "," 75.51"" H",Null,Null,4-cyl, Turbo Gas, 2.7L,Black,Black,2320.0
4 year(s),,Null,,2019 Ram 1500 Classic Warlock,"$29,998*",55K miles,26 gal,"140""","41""","41""",Null,"5,141 lbs","4,430/4,430 lbs",Four Wheel Drive,Automatic,269,4175,"229"" L "," 79.4"" W "," 77.7"" H",16 city,23 hwy,6-cyl, Gas, 3.6L,Blue,Black,644.311377245509
3 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2020 Jeep Gladiator Sport S,"$33,998*",28K miles,22 gal,"137.3""","41.2""","42.8""",Null,"4,650 lbs","4,000/4,000 lbs",Null,Automatic,260,4400,"218"" L "," 73.8"" W "," 75"" H",16 city,23 hwy,6-cyl, Gas, 3.6L,Gray,Black,590.9090909090909
2 year(s),No Accidents or Damage Reported,Null,5 Service Record(s) Reported,2021 Ford F150 XLT,"$39,998*",28K miles,26 gal,"145""","43.9""","40.8""",Null,"4,705 lbs","8,200/8,200 lbs",Four Wheel Drive,Automatic,440,1750,"231.7"" L "," 79.9"" W "," 77.2"" H",20 city,27 hwy,6-cyl, Turbo Diesel, 3.0L,White,Black,2514.2857142857147
3 year(s),,Null,,2020 Toyota Tacoma Limited,"$37,998*",55K miles,21.1 gal,"127.4""","42.9""","39.7""",Null,"4,480 lbs","6,400/6,400 lbs",Four Wheel Drive,Automatic,265,4600,"212.3"" L "," 75.2"" W "," 70.6"" H",18 city,22 hwy,6-cyl, Gas, 3.5L,Gray,Black,576.0869565217391
2 year(s),,Null,,2021 Toyota Tundra SR5,"$44,998*",32K miles,26.4 gal,"145.7""","42.5""","39.7""",Null,"5,640 lbs","9,800/9,800 lbs",Four Wheel Drive,Automatic,401,3600,"228.9"" L "," 79.9"" W "," 76.2"" H",13 city,17 hwy,8-cyl, Gas, 5.7L,Gray,Black,1113.888888888889
3 year(s),No Accidents or Damage Reported,Null,,2020 Chevrolet Silverado 1500 Custom,"$28,998*",49K miles,24 gal,"156.95""","44.53""","43.03""",Null,"4,674 lbs","9,600/9,600 lbs",Rear Wheel Drive,Automatic,305,3900,"241.21"" L "," 81.24"" W "," 75.35"" H",16 city,21 hwy,6-cyl, Gas, 4.3L,Blue,Black,782.0512820512821
2 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2021 Ram 1500 Bighorn,"$40,998*",21K miles,26 gal,"144.5""","40.9""","40.9""",Null,"5,082 lbs","6,280/6,280 lbs",Four Wheel Drive,Automatic,410,3950,"232.9"" L "," 82.1"" W "," 77.6"" H",15 city,21 hwy,8-cyl, Gas, 5.7L,Black,Gray,1037.9746835443038
4 year(s),,Null,,2019 Ram 1500 Bighorn,"$32,998*",43K miles,26 gal,"144.5""","40.9""","40.9""",Null,"5,232 lbs","6,280/6,280 lbs",Four Wheel Drive,Automatic,410,3950,"232.9"" L "," 82.1"" W "," 77.6"" H",15 city,21 hwy,8-cyl, Gas, 5.7L,Black,Gray,1037.9746835443038
6 year(s),,Null,,2017 Honda Ridgeline RTL,"$22,998*",122K miles,19.5 gal,"125.2""","40.9""","40.1""",Null,"4,445 lbs","5,000/5,000 lbs",All Wheel Drive,Automatic,262,4700,"210"" L "," 78.6"" W "," 70.8"" H",18 city,25 hwy,6-cyl, Gas, 3.5L,Burgundy,Gray,557.4468085106383
2 year(s),,Null,,2021 Chevrolet Silverado 1500 Custom,"$34,998*",51K miles,24 gal,"147.45""","44.53""","43.03""",Null,"4,815 lbs","9,500/9,500 lbs",Four Wheel Drive,Automatic,305,3900,"231.7"" L "," 81.24"" W "," 75.63"" H",15 city,20 hwy,6-cyl, Gas, 4.3L,Black,Black,782.0512820512821
4 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,2019 Ram 1500 Laramie,"$38,998*",54K miles,26 gal,"153.5""","40.9""","40.9""",Null,"5,160 lbs","6,320/6,320 lbs",Four Wheel Drive,Automatic,410,3950,"241.8"" L "," 82.1"" W "," 77.5"" H",15 city,21 hwy,8-cyl, Gas, 5.7L,White,Black,1037.9746835443038
3 year(s),No Accidents or Damage Reported,Null,,2020 Nissan Titan PRO-4X,"$39,998*",39K miles,26 gal,"139.8""","41.8""","41""",Null,"5,824 lbs","9,210/9,210 lbs",Four Wheel Drive,Automatic,413,4000,"228.5"" L "," 80.7"" W "," 77.2"" H",15 city,21 hwy,8-cyl, Gas, 5.6L,Tan,Black,1032.5
1 year(s),No Accidents or Damage Reported,Null,,2022 Hyundai Santa Cruz SEL Premium,"$31,998*",12K miles,17.7 gal,"118.3""","41.4""","40.7""",Null,"4,101 lbs","5,000/5,000 lbs",All Wheel Drive,Automatic,311,1700,"195.7"" L "," 75"" W "," 66.7"" H",19 city,27 hwy,4-cyl, Turbo Gas, 2.5L,White,Black,1829.4117647058824
2 year(s),,Null,1 Service Record(s) Reported,2021 Toyota Tundra Platinum,"$54,998*",10K miles,38 gal,"145.7""","42.5""","39.7""",Null,"5,670 lbs","8,800/8,800 lbs",Four Wheel Drive,Automatic,401,3600,"228.9"" L "," 79.9"" W "," 76.2"" H",13 city,17 hwy,8-cyl, Gas, 5.7L,Gray,Black,1113.888888888889
5 year(s),No Accidents or Damage Reported,Null,,2018 Toyota Tundra SR5,"$35,998*",57K miles,26.4 gal,"145.7""","42.5""","39.7""",Null,"5,340 lbs","10,100/10,100 lbs",Rear Wheel Drive,Automatic,401,3600,"228.9"" L "," 79.9"" W "," 75.8"" H",13 city,18 hwy,8-cyl, Gas, 5.7L,Gray,Gray,1113.888888888889
2 year(s),No Accidents or Damage Reported,Null,,2021 Toyota Tacoma TRD Off Road,"$40,998*",28K miles,21.1 gal,"140.6""","42.9""","39.7""",Null,"4,550 lbs","6,400/6,400 lbs",Four Wheel Drive,Automatic,265,4600,"225.5"" L "," 75.2"" W "," 70.6"" H",18 city,22 hwy,6-cyl, Gas, 3.5L,Gray,Black,576.0869565217391
4 year(s),No Accidents or Damage Reported,Null,,2019 Ford F150 XL,"$33,998*",22K miles,23 gal,"145""","43.9""","40.8""",Null,"4,675 lbs","5,000/5,000 lbs",Four Wheel Drive,Automatic,400,2750,"231.9"" L "," 79.9"" W "," 77.2"" H",19 city,24 hwy,6-cyl, Turbo Gas, 2.7L,Burgundy,Gray,1454.5454545454545
3 year(s),,Null,,2020 Ram 1500 Lonestar,"$35,998*",10K miles,26 gal,"144.5""","40.9""","40.9""",Null,"4,878 lbs","6,550/6,550 lbs",Rear Wheel Drive,Automatic,410,3950,"232.9"" L "," 82.1"" W "," 77.5"" H",15 city,22 hwy,8-cyl, Gas, 5.7L,Burgundy,Gray,1037.9746835443038
3 year(s),No Accidents or Damage Reported,Null,,2020 Ford F150 XLT,"$37,998*",15K miles,23 gal,"145""","43.9""","40.8""",Null,"4,675 lbs","5,000/5,000 lbs",Four Wheel Drive,Automatic,400,2750,"231.9"" L "," 79.9"" W "," 77.2"" H",19 city,24 hwy,6-cyl, Turbo Gas, 2.7L,Gray,Black,1454.5454545454545
11 year(s),No Accidents or Damage Reported,Null,,2012 Ford F150 FX2,"$21,998*",129K miles,26 gal,"156.5""","41.4""","41.0""",Null,"5,345 lbs",Null,Rear Wheel Drive,Automatic,380,4250,Null,,,15 city,21 hwy,8-cyl, Gas, 5.0L,Red,Black,894.1176470588235
10 year(s),,Null,,2013 Honda Ridgeline RTL,"$20,998*",115K miles,22.0 gal,"122.0""","40.8""","38.7""",Null,"4,564 lbs",Null,Four Wheel Drive,Automatic,247,4300,"206.9"" L "," 77.8"" W "," 71.2"" H",15 city,21 hwy,6-cyl, Gas, 3.5L,Black,Black,574.4186046511628
2 year(s),No Accidents or Damage Reported,Null,,2021 Chevrolet Silverado 1500 Custom,"$35,998*",19K miles,24 gal,"147.43""","44.53""","43.03""",Null,"4,602 lbs","9,700/9,700 lbs",Rear Wheel Drive,Automatic,305,3900,"231.7"" L "," 81.24"" W "," 75.49"" H",16 city,21 hwy,6-cyl, Gas, 4.3L,Blue,Black,782.0512820512821
1 year(s),No Accidents or Damage Reported,Null,,2022 Jeep Gladiator Rubicon,"$43,998*",6K miles,22 gal,"137.3""","41.2""","42.8""",Null,"5,050 lbs","4,500/4,500 lbs",Null,Automatic,260,4400,"218"" L "," 73.8"" W "," 76.1"" H",16 city,,6-cyl, Gas, 3.6L,Black,Black,590.9090909090909
4 year(s),,Null,5 Service Record(s) Reported,2019 Ram 1500 Classic Tradesman,"$26,998*",30K miles,26 gal,"140""","41""","41""",Null,"4,877 lbs","4,660/4,660 lbs",Rear Wheel Drive,Automatic,269,4175,"229"" L "," 79.4"" W "," 77.2"" H",17 city,25 hwy,6-cyl, Gas, 3.6L,White,Gray,644.311377245509
9 year(s),No Accidents or Damage Reported,Null,,2014 Ford F150 FX2,"$24,998*",108K miles,26 gal,"145""","41.4""","41""",Null,"5,254 lbs","8,000/8,000 lbs",Rear Wheel Drive,Automatic,380,4250,"231.8"" L "," 79.2"" W "," 74.8"" H",15 city,21 hwy,8-cyl, Gas, 5.0L,Black,Black,894.1176470588235
7 year(s),,Null,2 Service Record(s) Reported,2016 Ram 1500 Bighorn,"$23,998*",117K miles,26 gal,"140""","41""","41""",Null,"5,142 lbs","4,450/4,450 lbs",Four Wheel Drive,Automatic,269,4175,"229"" L "," 79.4"" W "," 77.7"" H",16 city,23 hwy,6-cyl, Gas, 3.6L,Black,Gray,644.311377245509
4 year(s),,Null,,2019 Chevrolet Silverado 1500 Custom Trail Boss,"$35,998*",57K miles,24 gal,"147.5""","44.53""","43.03""",Null,"4,815 lbs","9,500/9,500 lbs",Four Wheel Drive,Automatic,383,4100,"231.7"" L "," 81.24"" W "," 78.45"" H",14 city,18 hwy,8-cyl, Gas, 5.3L,Gray,Black,934.1463414634146
Current Year,No Accidents or Damage Reported,Null,,2023 Toyota Tacoma SR,"$30,998*",4K miles,21.1 gal,"127.4""","42.9""","39.7""",Null,"3,915 lbs","3,500/3,500 lbs",Rear Wheel Drive,Automatic,180,3800,"212.3"" L "," 74.4"" W "," 70.6"" H",Null,Null,4-cyl, Gas, 2.7L,White,Gray,473.6842105263158
1 year(s),No Accidents or Damage Reported,Null,,2022 Ford Ranger XLT,"$32,998*",15K miles,18 gal,"126.8""","43.1""","41""",Null,"4,232 lbs","3,500/3,500 lbs",Rear Wheel Drive,Automatic,310,3000,"210.8"" L "," 77.8"" W "," 71.1"" H",21 city,26 hwy,4-cyl, Turbo Gas, 2.3L,Gray,Black,1033.3333333333333
2 year(s),,Null,,2021 Toyota Tacoma SR,"$31,998*",14K miles,21.1 gal,"127.4""","42.9""","39.7""",Null,"4,075 lbs","3,500/3,500 lbs",Rear Wheel Drive,Automatic,180,3800,"212.3"" L "," 74.4"" W "," 70.6"" H",20 city,23 hwy,4-cyl, Gas, 2.7L,Red,Gray,473.6842105263158
11 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,2012 Toyota Tundra,"$25,998*",99K miles,26.4 gal,"145.7""","42.5""","40.2""",Null,"5,335 lbs",Null,Rear Wheel Drive,Automatic,401,3600,Null,,,14 city,18 hwy,8-cyl, Gas, 5.7L,Gray,Gray,1113.888888888889
11 year(s),,Null,,2012 Toyota Tundra,"$23,998*",111K miles,26.4 gal,"145.7""","42.5""","40.2""",Null,"5,335 lbs",Null,Rear Wheel Drive,Automatic,401,3600,Null,,,14 city,18 hwy,8-cyl, Gas, 5.7L,Silver,Gray,1113.888888888889
3 year(s),,Null,,2020 GMC Sierra 2500,"$43,998*",78K miles,36 gal,"158.94""","44.53""","43.03""",Null,"6,642 lbs","18,500/18,500 lbs",Four Wheel Drive,Automatic,464,4000,"250.08"" L "," 81.85"" W "," 79.82"" H",Null,Null,8-cyl, Gas, 6.6L,White,Black,1160.0
3 year(s),No Accidents or Damage Reported,Null,,2020 GMC Sierra 1500 SLT,"$46,998*",39K miles,24 gal,"156.98""","44.53""","43.03""",Null,"4,887 lbs","12,000/12,000 lbs",Four Wheel Drive,Automatic,383,4100,"241.25"" L "," 81.24"" W "," 75.4"" H",16 city,22 hwy,8-cyl, Gas, 5.3L,Silver,Black,934.1463414634146
5 year(s),,Null,,2018 Ram 1500 Tradesman,"$24,998*",54K miles,26 gal,"140""","41""","41""",Null,"4,877 lbs","4,650/4,650 lbs",Rear Wheel Drive,Automatic,269,4175,"229"" L "," 79.4"" W "," 77.2"" H",17 city,25 hwy,6-cyl, Gas, 3.6L,Gray,Black,644.311377245509
2 year(s),,Null,,2021 Chevrolet Silverado 1500 LTZ,"$42,998*",46K miles,24 gal,"147.43""","44.53""","43.03""",Null,"4,602 lbs","11,500/11,500 lbs",Rear Wheel Drive,Automatic,383,4100,"231.7"" L "," 81.24"" W "," 75.49"" H",17 city,23 hwy,8-cyl, Gas, 5.3L,Silver,Black,934.1463414634146
4 year(s),No Accidents or Damage Reported,Null,,2019 Toyota Tacoma SR5,"$32,998*",28K miles,21.1 gal,"127.4""","42.9""","39.7""",Null,"4,305 lbs","6,500/6,500 lbs",Four Wheel Drive,Automatic,265,4600,"212.3"" L "," 74.4"" W "," 70.6"" H",18 city,22 hwy,6-cyl, Gas, 3.5L,Gray,Gray,576.0869565217391
7 year(s),No Accidents or Damage Reported,Null,,2016 Ford F150 XLT,"$24,998*",100K miles,23 gal,"157""","43.9""","40.8""",Null,"4,572 lbs","7,600/7,600 lbs",Rear Wheel Drive,Automatic,253,4250,"243.7"" L "," 79.9"" W "," 75.7"" H",18 city,25 hwy,6-cyl, Gas, 3.5L,Gray,Gray,595.2941176470588
6 year(s),No Accidents or Damage Reported,Null,,2017 Nissan Frontier S,"$20,998*",44K miles,21.1 gal,"125.9""","42.4""","39.7""",Null,"3,757 lbs","3,500/3,500 lbs",Rear Wheel Drive,Automatic,171,4400,"205.5"" L "," 72.8"" W "," 68.7"" H",17 city,23 hwy,4-cyl, Gas, 2.5L,White,Gray,388.6363636363636
3 year(s),No Accidents or Damage Reported,Null,,2020 Ford F250 King Ranch,"$80,998*",6K miles,48 gal,"176""","43.9""","40.8""",Null,"6,718 lbs","12,300/12,300 lbs",Four Wheel Drive,Automatic,1050,1600,"266.2"" L "," 80"" W "," 81.3"" H",Null,Null,8-cyl, Turbo Diesel, 6.7L,White,Brown,6562.5
2 year(s),No Accidents or Damage Reported,Null,,2021 Chevrolet Silverado 1500 Custom,"$34,998*",32K miles,24 gal,"147.45""","44.53""","43.03""",Null,"4,598 lbs","9,700/9,700 lbs",Rear Wheel Drive,Automatic,305,3900,"231.7"" L "," 81.24"" W "," 75.6"" H",16 city,21 hwy,6-cyl, Gas, 4.3L,Gray,Black,782.0512820512821
3 year(s),No Accidents or Damage Reported,Null,,2020 Chevrolet Colorado LT,"$24,998*",48K miles,21 gal,"128.3""","45.0""","41.4""",Null,"3,831 lbs","7,000/7,000 lbs",Rear Wheel Drive,Automatic,191,4400,"212.7"" L "," 74.3"" W "," 70.4"" H",20 city,26 hwy,4-cyl, Gas, 2.5L,White,Black,434.0909090909091
4 year(s),,Null,1 Service Record(s) Reported,2019 Ford F150 Lariat,"$39,998*",59K miles,26 gal,"157""","43.9""","40.8""",Null,"4,913 lbs","7,000/7,000 lbs",Four Wheel Drive,Automatic,470,3500,"243.7"" L "," 79.9"" W "," 77.3"" H",17 city,23 hwy,6-cyl, Turbo Gas, 3.5L,Gray,Black,1342.857142857143
5 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,2018 Ram 3500 Tradesman,"$52,998*",47K miles,31 gal,"149.5""","41""","41""",Null,"6,732 lbs","11,200/11,200 lbs",Four Wheel Drive,Automatic,660,1500,"237.4"" L "," 79.4"" W "," 79.8"" H",Null,Null,6-cyl, Turbo Diesel, 6.7L,White,Gray,4400.0
4 year(s),,Null,,2019 Ram 1500 Classic Tradesman,"$19,998*",123K miles,26 gal,"140""","41""","41""",Null,"4,877 lbs","4,660/4,660 lbs",Rear Wheel Drive,Automatic,269,4175,"229"" L "," 79.4"" W "," 77.2"" H",17 city,25 hwy,6-cyl, Gas, 3.6L,Gray,Gray,644.311377245509
2 year(s),No Accidents or Damage Reported,Null,,2021 GMC Sierra 2500,"$48,998*",35K miles,36 gal,"158.94""","44.53""","43.03""",Null,"6,642 lbs","18,500/18,500 lbs",Four Wheel Drive,Automatic,464,4000,"250.08"" L "," 81.85"" W "," 79.82"" H",Null,Null,8-cyl, Gas, 6.6L,White,Black,1160.0
